kernels,groups,clock_changes_ungrouped,clock_changes_grouped,kernels_using_preferred_pair,kernels_forced_to_group_pair,auto_time_ms,auto_energy_mJ,ungrouped_time_ms,ungrouped_energy_mJ,ungrouped_energy_saving_pct,ungrouped_runtime_change_pct,grouped_time_ms,grouped_energy_mJ,grouped_energy_saving_pct,grouped_runtime_change_pct,grouping_loss_percentage_points
65,23,64,22,39,26,3232.87095945313,568841.4193367946,3232.8709452852145,492626.4580367169,13.398279152902726,-4.3824562867555983e-07,3232.869659500421,492746.68267352093,13.377144152405718,-4.021047314006765e-05,0.021135000497007894
