workload,kernel,requested_core_clock,requested_mem_clock,requested_pair,is_auto_baseline,applied_core_clock,applied_mem_clock,n,measured_launches_mean,measured_launches_std,total_time_mean_ms,total_time_std_ms,total_energy_mean_mJ,total_energy_std_mJ,avg_power_mean_W,avg_power_std_W,time_per_launch_mean_ms,time_per_launch_std_ms,energy_per_launch_mean_mJ,energy_per_launch_std_mJ,effective_core_clock,effective_mem_clock,num_requested_pairs_merged,requested_pairs_merged,requested_core_clock_original,requested_mem_clock_original
gemver,gemver_kernel3,210,405,210/405,0,210,405,1,900.0,0.0,5000.454,0.0,187625.0,0.0,37.521592,0.0,5.55606,0.0,208.47222222222223,0.0,210.0,405.0,1,210/405,210,405
gemver,gemver_kernel3,210,810,210/810,0,210,810,1,921.0,0.0,5004.699,0.0,201926.0,0.0,40.347284,0.0,5.433983713355048,0.0,219.24647122692724,0.0,210.0,810.0,1,210/810,210,810
gemver,gemver_kernel3,210,5001,210/5001,0,210,5001,1,924.0,0.0,5004.336,0.0,365874.0,0.0,73.111399,0.0,5.415948051948052,0.0,395.96753246753246,0.0,210.0,5001.0,1,210/5001,210,5001
gemver,gemver_kernel3,210,9251,210/9251,0,210,9251,1,923.0,0.0,5004.744,0.0,497750.0,0.0,99.455643,0.0,5.422257854821234,0.0,539.2741061755146,0.0,210.0,9251.0,1,210/9251,210,9251
gemver,gemver_kernel3,210,9501,210/9501,0,210,9501,1,923.0,0.0,5004.609,0.0,509010.0,0.0,101.708238,0.0,5.42211159263272,0.0,551.4734561213435,0.0,210.0,9501.0,1,210/9501,210,9501
gemver,gemver_kernel3,630,810,630/405;630/810,0,630,810,2,2359.5,0.0,5001.2294999999995,0.0,250722.5,0.0,50.1321855,0.0,2.119648591469603,0.0,106.2560174415994,0.0,630.0,810.0,2,630/405;630/810,630,405;810
gemver,gemver_kernel3,630,5001,630/5001,0,630,5001,1,2416.0,0.0,5001.91,0.0,416896.0,0.0,83.347359,0.0,2.0703269867549667,0.0,172.5562913907285,0.0,630.0,5001.0,1,630/5001,630,5001
gemver,gemver_kernel3,630,9251,630/9251,0,630,9251,1,2423.0,0.0,5001.723,0.0,539409.0,0.0,107.844644,0.0,2.064268675196038,0.0,222.62030540652083,0.0,630.0,9251.0,1,630/9251,630,9251
gemver,gemver_kernel3,630,9501,630/9501,0,630,9501,1,2423.0,0.0,5000.565,0.0,541998.0,0.0,108.387353,0.0,2.063790755262072,0.0,223.68881551795292,0.0,630.0,9501.0,1,630/9501,630,9501
gemver,gemver_kernel3,1050,810,1050/405;1050/810,0,1050,810,2,2870.5,0.0,5001.2105,0.0,292653.0,0.0,58.5164105,0.0,1.742279017503891,0.0,101.95273538041363,0.0,1050.0,810.0,2,1050/405;1050/810,1050,405;810
gemver,gemver_kernel3,1050,5001,1050/5001,0,1050,5001,1,3939.0,0.0,4917.081,0.0,437187.0,0.0,88.911896,0.0,1.2483069306930694,0.0,110.989337395278,0.0,1050.0,5001.0,1,1050/5001,1050,5001
gemver,gemver_kernel3,1050,9251,1050/9251,0,1050,9251,1,4014.0,0.0,5000.198,0.0,596826.0,0.0,119.360468,0.0,1.245689586447434,0.0,148.68609865470853,0.0,1050.0,9251.0,1,1050/9251,1050,9251
gemver,gemver_kernel3,1050,9501,1050/9501,0,1050,9501,1,4013.0,0.0,4999.322,0.0,600809.0,0.0,120.17809,0.0,1.245781709444306,0.0,149.71567405930725,0.0,1050.0,9501.0,1,1050/9501,1050,9501
gemver,gemver_kernel3,1470,810,1470/405;1470/810,0,1470,810,2,2857.0,0.0,5000.857,0.0,323224.0,0.0,64.633664,0.0,1.750387469373469,0.0,113.13405670283514,0.0,1470.0,810.0,2,1470/405;1470/810,1470,405;810
gemver,gemver_kernel3,1470,5001,1470/5001,0,1470,5001,1,5584.0,0.0,5000.548,0.0,511458.0,0.0,102.280383,0.0,0.8955136103151862,0.0,91.59348137535817,0.0,1470.0,5001.0,1,1470/5001,1470,5001
gemver,gemver_kernel3,1470,9251,1470/9251,0,1470,9251,1,5598.0,0.0,4999.375,0.0,656563.0,0.0,131.329003,0.0,0.8930644873168989,0.0,117.2852804573062,0.0,1470.0,9251.0,1,1470/9251,1470,9251
gemver,gemver_kernel3,1470,9501,1470/9501,0,1470,9501,1,5595.0,0.0,5000.165,0.0,662286.0,0.0,132.452841,0.0,0.8936845397676497,0.0,118.37104557640752,0.0,1470.0,9501.0,1,1470/9501,1470,9501
gemver,gemver_kernel3,1890,810,1890/405;1890/810,0,1890,810,2,2871.0,0.0,5000.1025,0.0,498414.0,0.0,99.680758,0.0,1.7415891675374433,0.0,173.60292580982235,0.0,1890.0,810.0,2,1890/405;1890/810,1890,405;810
gemver,gemver_kernel3,1890,5001,1890/5001,0,1890,5001,1,7162.0,0.0,5000.237,0.0,796119.0,0.0,159.216243,0.0,0.698162105557107,0.0,111.1587545378386,0.0,1890.0,5001.0,1,1890/5001,1890,5001
gemver,gemver_kernel3,1890,9251,1890/9251,0,1890,9251,1,7165.0,0.0,5000.286,0.0,916131.0,0.0,183.215715,0.0,0.697876622470342,0.0,127.86196789951153,0.0,1890.0,9251.0,1,1890/9251,1890,9251
gemver,gemver_kernel3,1890,9501,1890/9501,0,1890,9501,1,7163.0,0.0,5000.064,0.0,942224.0,0.0,188.442389,0.0,0.6980404858299596,0.0,131.54041602680442,0.0,1890.0,9501.0,1,1890/9501,1890,9501
gemver,gemver_kernel3,1950,810,2100/810,0,1950,810,1,2872.0,0.0,4999.918,0.0,569411.0,0.0,113.884057,0.0,1.74091852367688,0.0,198.2628830083565,0.0,1950.0,810.0,1,2100/810,2100,810
gemver,gemver_kernel3,1950,5001,2100/5001,0,1950,5001,1,7405.0,0.0,5000.054,0.0,898549.0,0.0,179.707852,0.0,0.6752267386900743,0.0,121.34355165428764,0.0,1950.0,5001.0,1,2100/5001,2100,5001
gemver,gemver_kernel3,1950,9501,2100/9501,0,1950,9501,1,7068.0,0.0,4999.88,0.0,1046179.0,0.0,209.240827,0.0,0.7073967176004528,0.0,148.01627051499716,0.0,1950.0,9501.0,1,2100/9501,2100,9501
gemver,gemver_kernel3,1965,810,2100/405,0,1965,810,1,2873.0,0.0,5000.768,0.0,579562.0,0.0,115.894608,0.0,1.740608423250957,0.0,201.7271145144448,0.0,1965.0,810.0,1,2100/405,2100,405
gemver,gemver_kernel3,1965,9251,2100/9251,0,1965,9251,1,7388.0,0.0,4999.954,0.0,1037458.0,0.0,207.493525,0.0,0.676766919328641,0.0,140.42474282620466,0.0,1965.0,9251.0,1,2100/9251,2100,9251
gesummv,gesummv_kernel,210,405,210/405,0,210,405,1,439.0,0.0,5004.45,0.0,201332.0,0.0,40.230597,0.0,11.399658314350797,0.0,458.6150341685649,0.0,210.0,405.0,1,210/405,210,405
gesummv,gesummv_kernel,210,810,210/810,0,210,810,1,453.0,0.0,5001.889,0.0,206798.0,0.0,41.343983,0.0,11.04169757174393,0.0,456.5077262693157,0.0,210.0,810.0,1,210/810,210,810
gesummv,gesummv_kernel,210,5001,210/5001,0,210,5001,1,459.0,0.0,5008.146,0.0,369434.0,0.0,73.766627,0.0,10.910993464052288,0.0,804.8671023965142,0.0,210.0,5001.0,1,210/5001,210,5001
gesummv,gesummv_kernel,210,9251,210/9251,0,210,9251,1,458.0,0.0,5001.506,0.0,497840.0,0.0,99.538022,0.0,10.920318777292575,0.0,1086.9868995633187,0.0,210.0,9251.0,1,210/9251,210,9251
gesummv,gesummv_kernel,210,9501,210/9501,0,210,9501,1,459.0,0.0,5008.65,0.0,497724.0,0.0,99.372877,0.0,10.912091503267972,0.0,1084.3660130718954,0.0,210.0,9501.0,1,210/9501,210,9501
gesummv,gesummv_kernel,630,810,630/405;630/810,0,630,810,2,1104.0,0.0,5001.1085,0.0,247764.0,0.0,49.5420275,0.0,4.530177582343468,0.0,224.40306965974628,0.0,630.0,810.0,2,630/405;630/810,630,405;810
gesummv,gesummv_kernel,630,5001,630/5001,0,630,5001,1,1188.0,0.0,5003.189,0.0,418648.0,0.0,83.676224,0.0,4.211438552188552,0.0,352.3973063973064,0.0,630.0,5001.0,1,630/5001,630,5001
gesummv,gesummv_kernel,630,9251,630/9251,0,630,9251,1,1192.0,0.0,5002.885,0.0,553550.0,0.0,110.646152,0.0,4.197051174496645,0.0,464.38758389261744,0.0,630.0,9251.0,1,630/9251,630,9251
gesummv,gesummv_kernel,630,9501,630/9501,0,630,9501,1,1191.0,0.0,5001.402,0.0,544703.0,0.0,108.910054,0.0,4.199329974811083,0.0,457.3492863140218,0.0,630.0,9501.0,1,630/9501,630,9501
gesummv,gesummv_kernel,1050,810,1050/405;1050/810,0,1050,810,2,1484.0,0.0,5001.7155,0.0,294666.5,0.0,58.9130835,0.0,3.370433694690708,0.0,198.5624973890363,0.0,1050.0,810.0,2,1050/405;1050/810,1050,405;810
gesummv,gesummv_kernel,1050,5001,1050/5001,0,1050,5001,1,1960.0,0.0,5002.135,0.0,455625.0,0.0,91.086111,0.0,2.552109693877551,0.0,232.4617346938776,0.0,1050.0,5001.0,1,1050/5001,1050,5001
gesummv,gesummv_kernel,1050,9251,1050/9251,0,1050,9251,1,1963.0,0.0,5002.345,0.0,599570.0,0.0,119.857793,0.0,2.548316352521651,0.0,305.43555781966376,0.0,1050.0,9251.0,1,1050/9251,1050,9251
gesummv,gesummv_kernel,1050,9501,1050/9501,0,1050,9501,1,1978.0,0.0,5001.85,0.0,602745.0,0.0,120.504423,0.0,2.5287411526794745,0.0,304.7244691607685,0.0,1050.0,9501.0,1,1050/9501,1050,9501
gesummv,gesummv_kernel,1470,810,1470/405;1470/810,0,1470,810,2,1487.0,0.0,5000.9845000000005,0.0,329066.0,0.0,65.80025950000001,0.0,3.3631368527236045,0.0,221.29522528581037,0.0,1470.0,810.0,2,1470/405;1470/810,1470,405;810
gesummv,gesummv_kernel,1470,5001,1470/5001,0,1470,5001,1,2731.0,0.0,5001.721,0.0,513655.0,0.0,102.695658,0.0,1.8314613694617357,0.0,188.08311973636032,0.0,1470.0,5001.0,1,1470/5001,1470,5001
gesummv,gesummv_kernel,1470,9251,1470/9251,0,1470,9251,1,2733.0,0.0,5000.349,0.0,658085.0,0.0,131.607823,0.0,1.8296190998902304,0.0,240.79216977680204,0.0,1470.0,9251.0,1,1470/9251,1470,9251
gesummv,gesummv_kernel,1470,9501,1470/9501,0,1470,9501,1,2732.0,0.0,5000.233,0.0,660831.0,0.0,132.160044,0.0,1.830246339677892,0.0,241.8854319180088,0.0,1470.0,9501.0,1,1470/9501,1470,9501
gesummv,gesummv_kernel,1890,810,1890/405;1890/810,0,1890,810,2,1489.0,0.0,5000.7029999999995,0.0,505202.5,0.0,101.0263625,0.0,3.358431887764307,0.0,339.29272344302524,0.0,1890.0,810.0,2,1890/405;1890/810,1890,405;810
gesummv,gesummv_kernel,1890,5001,1890/5001,0,1890,5001,1,3482.0,0.0,5000.171,0.0,816828.0,0.0,163.36,0.0,1.4360054566341185,0.0,234.58587018954623,0.0,1890.0,5001.0,1,1890/5001,1890,5001
gesummv,gesummv_kernel,1890,9251,1890/9251,0,1890,9251,1,3498.0,0.0,5000.574,0.0,923338.0,0.0,184.646413,0.0,1.4295523156089194,0.0,263.96169239565467,0.0,1890.0,9251.0,1,1890/9251,1890,9251
gesummv,gesummv_kernel,1890,9501,1890/9501,0,1890,9501,1,3498.0,0.0,5000.516,0.0,929439.0,0.0,185.868632,0.0,1.429535734705546,0.0,265.7058319039451,0.0,1890.0,9501.0,1,1890/9501,1890,9501
gesummv,gesummv_kernel,1935,810,2100/810,0,1935,810,1,1488.0,0.0,5002.262,0.0,565644.0,0.0,113.07765,0.0,3.361735215053763,0.0,380.1370967741936,0.0,1935.0,810.0,1,2100/810,2100,810
gesummv,gesummv_kernel,1935,5001,2100/5001,0,1935,5001,1,3552.0,0.0,5000.442,0.0,875616.0,0.0,175.107724,0.0,1.4077820945945947,0.0,246.51351351351352,0.0,1935.0,5001.0,1,2100/5001,2100,5001
gesummv,gesummv_kernel,1935,9251,2100/9251,0,1935,9251,1,3613.0,0.0,5001.157,0.0,1050900.0,0.0,210.131387,0.0,1.3842117353999446,0.0,290.8663160808193,0.0,1935.0,9251.0,1,2100/9251,2100,9251
gesummv,gesummv_kernel,1965,810,2100/405,0,1965,810,1,1489.0,0.0,5002.63,0.0,589972.0,0.0,117.93237,0.0,3.3597246474143723,0.0,396.2202820685024,0.0,1965.0,810.0,1,2100/405,2100,405
gesummv,gesummv_kernel,1965,9501,2100/9501,0,1965,9501,1,3584.0,0.0,5000.862,0.0,1052964.0,0.0,210.556508,0.0,1.395329799107143,0.0,293.79575892857144,0.0,1965.0,9501.0,1,2100/9501,2100,9501
gramschmidt,kernel1,210,405,210/405,0,210,405,1,10302.0,0.0,5000.254,0.0,165285.0,0.0,33.055318,0.0,0.4853673073189671,0.0,16.04397204426325,0.0,210.0,405.0,1,210/405,210,405
gramschmidt,kernel1,210,810,210/810,0,210,810,1,11319.0,0.0,5000.202,0.0,178175.0,0.0,35.633559,0.0,0.4417529817121654,0.0,15.741231557558088,0.0,210.0,810.0,1,210/810,210,810
gramschmidt,kernel1,210,5001,210/5001,0,210,5001,1,11417.0,0.0,5000.423,0.0,339127.0,0.0,67.819658,0.0,0.4379804677235701,0.0,29.70368748357712,0.0,210.0,5001.0,1,210/5001,210,5001
gramschmidt,kernel1,210,9251,210/9251,0,210,9251,1,11678.0,0.0,5000.339,0.0,444386.0,0.0,88.871177,0.0,0.4281845350231203,0.0,38.053262544956326,0.0,210.0,9251.0,1,210/9251,210,9251
gramschmidt,kernel1,210,9501,210/9501,0,210,9501,1,11682.0,0.0,5000.361,0.0,442794.0,0.0,88.552401,0.0,0.4280398048279404,0.0,37.90395480225989,0.0,210.0,9501.0,1,210/9501,210,9501
gramschmidt,kernel1,630,810,630/405;630/810,0,630,810,2,23129.0,0.0,5000.0355,0.0,186764.0,0.0,37.3525355,0.0,0.21777144526910885,0.0,8.128650185091159,0.0,630.0,810.0,2,630/405;630/810,630,405;810
gramschmidt,kernel1,630,5001,630/5001,0,630,5001,1,25419.0,0.0,5000.035,0.0,348843.0,0.0,69.768116,0.0,0.1967046303945867,0.0,13.723710610173493,0.0,630.0,5001.0,1,630/5001,630,5001
gramschmidt,kernel1,630,9251,630/9251,0,630,9251,1,26999.0,0.0,5000.062,0.0,459970.0,0.0,91.992868,0.0,0.1851943405311308,0.0,17.036556909515166,0.0,630.0,9251.0,1,630/9251,630,9251
gramschmidt,kernel1,630,9501,630/9501,0,630,9501,1,27003.0,0.0,5000.024,0.0,461385.0,0.0,92.276558,0.0,0.1851655001296152,0.0,17.08643484057327,0.0,630.0,9501.0,1,630/9501,630,9501
gramschmidt,kernel1,1050,810,1050/405;1050/810,0,1050,810,2,35429.5,0.0,5000.103,0.0,201096.0,0.0,40.218373,0.0,0.14116025527752465,0.0,5.6772884362893326,0.0,1050.0,810.0,2,1050/405;1050/810,1050,405;810
gramschmidt,kernel1,1050,5001,1050/5001,0,1050,5001,1,36350.0,0.0,5000.144,0.0,360211.0,0.0,72.040125,0.0,0.1375555433287482,0.0,9.909518569463549,0.0,1050.0,5001.0,1,1050/5001,1050,5001
gramschmidt,kernel1,1050,9251,1050/9251,0,1050,9251,1,39778.0,0.0,5000.115,0.0,480075.0,0.0,96.012797,0.0,0.1257005128462969,0.0,12.068857157222585,0.0,1050.0,9251.0,1,1050/9251,1050,9251
gramschmidt,kernel1,1050,9501,1050/9501,0,1050,9501,1,39951.0,0.0,5000.015,0.0,480395.0,0.0,96.078709,0.0,0.1251536882681284,0.0,12.02460514129809,0.0,1050.0,9501.0,1,1050/9501,1050,9501
gramschmidt,kernel1,1470,810,1470/405;1470/810,0,1470,810,2,48170.0,0.0,5000.0585,0.0,218916.5,0.0,43.7827895,0.0,0.1038003138527505,0.0,4.544672370057647,0.0,1470.0,810.0,2,1470/405;1470/810,1470,405;810
gramschmidt,kernel1,1470,5001,1470/5001,0,1470,5001,1,48543.0,0.0,5000.104,0.0,388992.0,0.0,77.796782,0.0,0.1030036050511917,0.0,8.013348989555652,0.0,1470.0,5001.0,1,1470/5001,1470,5001
gramschmidt,kernel1,1470,9251,1470/9251,0,1470,9251,1,50018.0,0.0,5000.009,0.0,504702.0,0.0,100.940213,0.0,0.0999641928905594,0.0,10.090407453316804,0.0,1470.0,9251.0,1,1470/9251,1470,9251
gramschmidt,kernel1,1470,9501,1470/9501,0,1470,9501,1,49665.0,0.0,5000.077,0.0,505663.0,0.0,101.131049,0.0,0.1006760696667673,0.0,10.181475888452631,0.0,1470.0,9501.0,1,1470/9501,1470,9501
gramschmidt,kernel1,1890,810,1890/405;1890/810,0,1890,810,2,60892.0,0.0,5000.0425,0.0,360472.0,0.0,72.093786,0.0,0.08211387780160234,0.0,5.919836257912841,0.0,1890.0,810.0,2,1890/405;1890/810,1890,405;810
gramschmidt,kernel1,1890,5001,1890/5001,0,1890,5001,1,61274.0,0.0,5000.023,0.0,518629.0,0.0,103.725324,0.0,0.0816010542807716,0.0,8.464095701276234,0.0,1890.0,5001.0,1,1890/5001,1890,5001
gramschmidt,kernel1,1890,9251,1890/9251,0,1890,9251,1,61660.0,0.0,5000.036,0.0,645681.0,0.0,129.135267,0.0,0.0810904313979889,0.0,10.47163477132663,0.0,1890.0,9251.0,1,1890/9251,1890,9251
gramschmidt,kernel1,1890,9501,1890/9501,0,1890,9501,1,61273.0,0.0,5000.078,0.0,655367.0,0.0,131.071352,0.0,0.0816032836649095,0.0,10.69585298581757,0.0,1890.0,9501.0,1,1890/9501,1890,9501
gramschmidt,kernel1,1950,810,2100/405;2100/810,0,1950,810,2,62907.5,0.0,5000.0735,0.0,420833.5,0.0,84.1654675,0.0,0.07948294722935939,0.0,6.689719641991836,0.0,1950.0,810.0,2,2100/405;2100/810,2100,405;810
gramschmidt,kernel1,1950,9501,2100/9501,0,1950,9501,1,63123.0,0.0,5000.026,0.0,718247.0,0.0,143.648642,0.0,0.0792108423237171,0.0,11.378530804936394,0.0,1950.0,9501.0,1,2100/9501,2100,9501
gramschmidt,kernel1,1965,5001,2100/5001,0,1965,5001,1,63754.0,0.0,5000.076,0.0,599329.0,0.0,119.863974,0.0,0.0784276437556859,0.0,9.400649371019858,0.0,1965.0,5001.0,1,2100/5001,2100,5001
gramschmidt,kernel1,1965,9251,2100/9251,0,1965,9251,1,63153.0,0.0,5000.036,0.0,713648.0,0.0,142.728569,0.0,0.0791733726030434,0.0,11.300302440105774,0.0,1965.0,9251.0,1,2100/9251,2100,9251
gramschmidt,kernel2,210,405,210/405,0,210,405,1,304124.0,0.0,5000.002,0.0,155687.0,0.0,31.137388,0.0,0.0164406689376701,0.0,0.5119194802120188,0.0,210.0,405.0,1,210/405,210,405
gramschmidt,kernel2,210,810,210/810,0,210,810,1,347283.0,0.0,5000.015,0.0,179606.0,0.0,35.921095,0.0,0.014397523057564,0.0,0.5171747537311069,0.0,210.0,810.0,1,210/810,210,810
gramschmidt,kernel2,210,5001,210/5001,0,210,5001,1,353743.0,0.0,5000.005,0.0,338846.0,0.0,67.769134,0.0,0.0141345694473106,0.0,0.9578875059011768,0.0,210.0,5001.0,1,210/5001,210,5001
gramschmidt,kernel2,210,9251,210/9251,0,210,9251,1,356476.0,0.0,5000.017,0.0,446802.0,0.0,89.360095,0.0,0.0140262373904554,0.0,1.2533859221939203,0.0,210.0,9251.0,1,210/9251,210,9251
gramschmidt,kernel2,210,9501,210/9501,0,210,9501,1,369434.0,0.0,5000.016,0.0,447729.0,0.0,89.545511,0.0,0.0135342605174401,0.0,1.2119323072592127,0.0,210.0,9501.0,1,210/9501,210,9501
gramschmidt,kernel2,630,810,630/405;630/810,0,630,810,2,473969.0,0.0,5000.013000000001,0.0,189744.0,0.0,37.9487015,0.0,0.0106017836802203,0.0,0.4021540409209361,0.0,630.0,810.0,2,630/405;630/810,630,405;810
gramschmidt,kernel2,630,5001,630/5001,0,630,5001,1,524547.0,0.0,5000.015,0.0,351952.0,0.0,70.390194,0.0,0.0095320629038008,0.0,0.6709637077325769,0.0,630.0,5001.0,1,630/5001,630,5001
gramschmidt,kernel2,630,9251,630/9251,0,630,9251,1,592930.0,0.0,5000.007,0.0,467421.0,0.0,93.484063,0.0,0.0084327104379943,0.0,0.7883240854738334,0.0,630.0,9251.0,1,630/9251,630,9251
gramschmidt,kernel2,630,9501,630/9501,0,630,9501,1,560193.0,0.0,5000.011,0.0,468459.0,0.0,93.691599,0.0,0.0089255149564525,0.0,0.8362457224563677,0.0,630.0,9501.0,1,630/9501,630,9501
gramschmidt,kernel2,1050,810,1050/405;1050/810,0,1050,810,2,570002.5,0.0,5000.0085,0.0,203736.5,0.0,40.747228500000006,0.0,0.00877320843772015,0.0,0.35749011796721186,0.0,1050.0,810.0,2,1050/405;1050/810,1050,405;810
gramschmidt,kernel2,1050,5001,1050/5001,0,1050,5001,1,640493.0,0.0,5000.01,0.0,365503.0,0.0,73.10045,0.0,0.0078065021787904,0.0,0.5706588518531819,0.0,1050.0,5001.0,1,1050/5001,1050,5001
gramschmidt,kernel2,1050,9251,1050/9251,0,1050,9251,1,652173.0,0.0,5000.007,0.0,484192.0,0.0,96.838258,0.0,0.0076666881333633,0.0,0.7424287727336152,0.0,1050.0,9251.0,1,1050/9251,1050,9251
gramschmidt,kernel2,1050,9501,1050/9501,0,1050,9501,1,656498.0,0.0,5000.012,0.0,487930.0,0.0,97.585771,0.0,0.0076161877111582,0.0,0.7432315102254691,0.0,1050.0,9501.0,1,1050/9501,1050,9501
gramschmidt,kernel2,1470,810,1470/405;1470/810,0,1470,810,2,668815.0,0.0,5000.0115000000005,0.0,222832.5,0.0,44.5663995,0.0,0.0074759260801983,0.0,0.3331751224312463,0.0,1470.0,810.0,2,1470/405;1470/810,1470,405;810
gramschmidt,kernel2,1470,5001,1470/5001,0,1470,5001,1,689631.0,0.0,5000.01,0.0,394082.0,0.0,78.816246,0.0,0.0072502686219151,0.0,0.5714389289344591,0.0,1470.0,5001.0,1,1470/5001,1470,5001
gramschmidt,kernel2,1470,9251,1470/9251,0,1470,9251,1,711097.0,0.0,5000.012,0.0,509551.0,0.0,101.909951,0.0,0.0070314064044708,0.0,0.7165703131921524,0.0,1470.0,9251.0,1,1470/9251,1470,9251
gramschmidt,kernel2,1470,9501,1470/9501,0,1470,9501,1,754103.0,0.0,5000.004,0.0,510653.0,0.0,102.13051,0.0,0.0066303992955869,0.0,0.6771661165649785,0.0,1470.0,9501.0,1,1470/9501,1470,9501
gramschmidt,kernel2,1890,810,1890/405;1890/810,0,1890,810,2,738446.5,0.0,5000.0075,0.0,365941.0,0.0,73.18808899999999,0.0,0.006771109043495149,0.0,0.4955580361256095,0.0,1890.0,810.0,2,1890/405;1890/810,1890,405;810
gramschmidt,kernel2,1890,5001,1890/5001,0,1890,5001,1,822019.0,0.0,5000.004,0.0,531694.0,0.0,106.338707,0.0,0.0060825893318767,0.0,0.6468147329927897,0.0,1890.0,5001.0,1,1890/5001,1890,5001
gramschmidt,kernel2,1890,9251,1890/9251,0,1890,9251,1,823665.0,0.0,5000.008,0.0,659811.0,0.0,131.961981,0.0,0.0060704388313209,0.0,0.801067181439056,0.0,1890.0,9251.0,1,1890/9251,1890,9251
gramschmidt,kernel2,1890,9501,1890/9501,0,1890,9501,1,828553.0,0.0,5000.008,0.0,671710.0,0.0,134.34179,0.0,0.006034626632213,0.0,0.8107025139007402,0.0,1890.0,9501.0,1,1890/9501,1890,9501
gramschmidt,kernel2,1950,810,2100/405;2100/810,0,1950,810,2,776378.0,0.0,5000.005,0.0,427336.0,0.0,85.4671165,0.0,0.0064503947568707,0.0,0.5511631203728211,0.0,1950.0,810.0,2,2100/405;2100/810,2100,405;810
gramschmidt,kernel2,1950,9501,2100/9501,0,1950,9501,1,828085.0,0.0,5000.005,0.0,731415.0,0.0,146.282843,0.0,0.0060380335352047,0.0,0.8832607763695756,0.0,1950.0,9501.0,1,2100/9501,2100,9501
gramschmidt,kernel2,1965,5001,2100/5001,0,1965,5001,1,841388.0,0.0,5000.003,0.0,610619.0,0.0,122.123728,0.0,0.00594256514236,0.0,0.7257282014956239,0.0,1965.0,5001.0,1,2100/5001,2100,5001
gramschmidt,kernel2,1965,9251,2100/9251,0,1965,9251,1,783052.0,0.0,5000.006,0.0,720370.0,0.0,144.073817,0.0,0.0063852796493719,0.0,0.919951676261602,0.0,1965.0,9251.0,1,2100/9251,2100,9251
gramschmidt,kernel3,210,405,210/405,0,210,405,1,412.0,0.0,5002.271,0.0,155865.0,0.0,31.158848,0.0,12.141434466019415,0.0,378.3131067961165,0.0,210.0,405.0,1,210/405,210,405
gramschmidt,kernel3,210,810,210/810,0,210,810,1,668.0,0.0,5005.736,0.0,184656.0,0.0,36.888879,0.0,7.493616766467066,0.0,276.4311377245509,0.0,210.0,810.0,1,210/810,210,810
gramschmidt,kernel3,210,5001,210/5001,0,210,5001,1,1221.0,0.0,5002.139,0.0,342430.0,0.0,68.456712,0.0,4.096755937755938,0.0,280.45045045045043,0.0,210.0,5001.0,1,210/5001,210,5001
gramschmidt,kernel3,210,9251,210/9251,0,210,9251,1,1363.0,0.0,5002.689,0.0,453313.0,0.0,90.61386,0.0,3.670351430667645,0.0,332.58473954512107,0.0,210.0,9251.0,1,210/9251,210,9251
gramschmidt,kernel3,210,9501,210/9501,0,210,9501,1,1363.0,0.0,5001.764,0.0,455480.0,0.0,91.063879,0.0,3.669672780630961,0.0,334.1746148202495,0.0,210.0,9501.0,1,210/9501,210,9501
gramschmidt,kernel3,630,810,630/405;630/810,0,630,810,2,834.5,0.0,5000.389,0.0,192280.0,0.0,38.453024,0.0,5.998600011644054,0.0,230.59034276645477,0.0,630.0,810.0,2,630/405;630/810,630,405;810
gramschmidt,kernel3,630,5001,630/5001,0,630,5001,1,2113.0,0.0,5000.928,0.0,356887.0,0.0,71.364159,0.0,2.366743019403692,0.0,168.9006152389967,0.0,630.0,5001.0,1,630/5001,630,5001
gramschmidt,kernel3,630,9251,630/9251,0,630,9251,1,2588.0,0.0,5001.242,0.0,479575.0,0.0,95.891177,0.0,1.9324737248840804,0.0,185.30718701700155,0.0,630.0,9251.0,1,630/9251,630,9251
gramschmidt,kernel3,630,9501,630/9501,0,630,9501,1,2587.0,0.0,5000.325,0.0,483445.0,0.0,96.682721,0.0,1.9328662543486663,0.0,186.87475840742167,0.0,630.0,9501.0,1,630/9501,630,9501
gramschmidt,kernel3,1050,810,1050/405;1050/810,0,1050,810,2,925.0,0.0,5001.7255000000005,0.0,207579.5,0.0,41.501613500000005,0.0,5.407374042933163,0.0,224.40455336491317,0.0,1050.0,810.0,2,1050/405;1050/810,1050,405;810
gramschmidt,kernel3,1050,5001,1050/5001,0,1050,5001,1,2574.0,0.0,5001.779,0.0,382913.0,0.0,76.555365,0.0,1.943193084693085,0.0,148.76184926184925,0.0,1050.0,5001.0,1,1050/5001,1050,5001
gramschmidt,kernel3,1050,9251,1050/9251,0,1050,9251,1,3323.0,0.0,5000.57,0.0,502304.0,0.0,100.449342,0.0,1.504835991573879,0.0,151.15979536563347,0.0,1050.0,9251.0,1,1050/9251,1050,9251
gramschmidt,kernel3,1050,9501,1050/9501,0,1050,9501,1,3316.0,0.0,5000.475,0.0,504270.0,0.0,100.844428,0.0,1.5079840168878167,0.0,152.0717732207479,0.0,1050.0,9501.0,1,1050/9501,1050,9501
gramschmidt,kernel3,1470,810,1470/405;1470/810,0,1470,810,2,982.0,0.0,5001.6155,0.0,229434.0,0.0,45.871939999999995,0.0,5.093294806517312,0.0,233.6395112016293,0.0,1470.0,810.0,2,1470/405;1470/810,1470,405;810
