workload,kernel,requested_core_clock,requested_mem_clock,requested_pair,is_auto_baseline,applied_core_clock,applied_mem_clock,n,measured_launches_mean,measured_launches_std,total_time_mean_ms,total_time_std_ms,total_energy_mean_mJ,total_energy_std_mJ,avg_power_mean_W,avg_power_std_W,time_per_launch_mean_ms,time_per_launch_std_ms,energy_per_launch_mean_mJ,energy_per_launch_std_mJ,effective_core_clock,effective_mem_clock,num_requested_pairs_merged,requested_pairs_merged,requested_core_clock_original,requested_mem_clock_original
bicg,bicg_kernel1,1965,810,2100/405,0,1965,810,1,972.0,0.0,5001.994,0.0,484740.0,0.0,96.90935,0.0,5.146084362139917,0.0,498.7037037037037,0.0,1965.0,810.0,1,2100/405,2100,405
bicg,bicg_kernel1,1965,9501,2100/9501,0,1965,9501,1,4212.0,0.0,5000.224,0.0,904519.0,0.0,180.895709,0.0,1.1871377018043685,0.0,214.7481006647673,0.0,1965.0,9501.0,1,2100/9501,2100,9501
bicg,bicg_kernel2,210,405,210/405,0,210,405,1,966.0,0.0,5002.587,0.0,194270.0,0.0,38.833908,0.0,5.17866149068323,0.0,201.10766045548652,0.0,210.0,405.0,1,210/405,210,405
bicg,bicg_kernel2,210,810,210/810,0,210,810,1,975.0,0.0,5000.882,0.0,205077.0,0.0,41.008164,0.0,5.129109743589743,0.0,210.3353846153846,0.0,210.0,810.0,1,210/810,210,810
bicg,bicg_kernel2,210,5001,210/5001,0,210,5001,1,982.0,0.0,5004.442,0.0,377483.0,0.0,75.429583,0.0,5.096173116089613,0.0,384.4022403258656,0.0,210.0,5001.0,1,210/5001,210,5001
bicg,bicg_kernel2,210,9251,210/9251,0,210,9251,1,968.0,0.0,5000.395,0.0,501029.0,0.0,100.197894,0.0,5.165697314049587,0.0,517.5919421487604,0.0,210.0,9251.0,1,210/9251,210,9251
bicg,bicg_kernel2,210,9501,210/9501,0,210,9501,1,968.0,0.0,5004.882,0.0,503790.0,0.0,100.659719,0.0,5.170332644628099,0.0,520.444214876033,0.0,210.0,9501.0,1,210/9501,210,9501
bicg,bicg_kernel2,630,810,630/405;630/810,0,630,810,2,2453.0,0.0,5000.802,0.0,253980.5,0.0,50.7880315,0.0,2.038860827173692,0.0,103.5302347644444,0.0,630.0,810.0,2,630/405;630/810,630,405;810
bicg,bicg_kernel2,630,5001,630/5001,0,630,5001,1,2550.0,0.0,5000.148,0.0,429093.0,0.0,85.816061,0.0,1.9608423529411765,0.0,168.27176470588236,0.0,630.0,5001.0,1,630/5001,630,5001
bicg,bicg_kernel2,630,9251,630/9251,0,630,9251,1,2563.0,0.0,5000.214,0.0,549129.0,0.0,109.821092,0.0,1.950922356613344,0.0,214.2524385485759,0.0,630.0,9251.0,1,630/9251,630,9251
bicg,bicg_kernel2,630,9501,630/9501,0,630,9501,1,2563.0,0.0,5000.715,0.0,549094.0,0.0,109.803102,0.0,1.951117830667187,0.0,214.23878267655093,0.0,630.0,9501.0,1,630/9501,630,9501
bicg,bicg_kernel2,1050,810,1050/405;1050/810,0,1050,810,2,2861.5,0.0,5000.5875,0.0,294914.5,0.0,58.9759895,0.0,1.747540689374027,0.0,103.06272185938221,0.0,1050.0,810.0,2,1050/405;1050/810,1050,405;810
bicg,bicg_kernel2,1050,5001,1050/5001,0,1050,5001,1,4247.0,0.0,5001.142,0.0,460068.0,0.0,91.992587,0.0,1.177570520367318,0.0,108.32776077230989,0.0,1050.0,5001.0,1,1050/5001,1050,5001
bicg,bicg_kernel2,1050,9251,1050/9251,0,1050,9251,1,4254.0,0.0,5000.498,0.0,606160.0,0.0,121.219925,0.0,1.175481429243065,0.0,142.49177244945932,0.0,1050.0,9251.0,1,1050/9251,1050,9251
bicg,bicg_kernel2,1050,9501,1050/9501,0,1050,9501,1,4255.0,0.0,5000.358,0.0,608314.0,0.0,121.654092,0.0,1.175172267920094,0.0,142.96451233842538,0.0,1050.0,9501.0,1,1050/9501,1050,9501
bicg,bicg_kernel2,1470,810,1470/405;1470/810,0,1470,810,2,2857.0,0.0,5000.877,0.0,324180.5,0.0,64.8247945,0.0,1.7503944697234861,0.0,113.46884844242211,0.0,1470.0,810.0,2,1470/405;1470/810,1470,405;810
bicg,bicg_kernel2,1470,5001,1470/5001,0,1470,5001,1,5906.0,0.0,5000.142,0.0,520693.0,0.0,104.135651,0.0,0.8466207246867592,0.0,88.16339315949881,0.0,1470.0,5001.0,1,1470/5001,1470,5001
bicg,bicg_kernel2,1470,9251,1470/9251,0,1470,9251,1,5925.0,0.0,5000.419,0.0,665374.0,0.0,133.063638,0.0,0.8439525738396624,0.0,112.29940928270042,0.0,1470.0,9251.0,1,1470/9251,1470,9251
bicg,bicg_kernel2,1470,9501,1470/9501,0,1470,9501,1,5930.0,0.0,5000.418,0.0,669745.0,0.0,133.937791,0.0,0.8432408094435075,0.0,112.94182124789208,0.0,1470.0,9501.0,1,1470/9501,1470,9501
bicg,bicg_kernel2,1890,810,1890/405;1890/810,0,1890,810,2,2872.0,0.0,5000.814,0.0,500605.5,0.0,100.1048,0.0,1.7412305013927578,0.0,174.30553621169918,0.0,1890.0,810.0,2,1890/405;1890/810,1890,405;810
bicg,bicg_kernel2,1890,5001,1890/5001,0,1890,5001,1,7556.0,0.0,5000.387,0.0,806369.0,0.0,161.261327,0.0,0.6617769984118581,0.0,106.71903123345686,0.0,1890.0,5001.0,1,1890/5001,1890,5001
bicg,bicg_kernel2,1890,9251,1890/9251,0,1890,9251,1,7590.0,0.0,5000.153,0.0,926607.0,0.0,185.315717,0.0,0.6587816864295125,0.0,122.08260869565216,0.0,1890.0,9251.0,1,1890/9251,1890,9251
bicg,bicg_kernel2,1890,9501,1890/9501,0,1890,9501,1,7582.0,0.0,5000.477,0.0,933731.0,0.0,186.728384,0.0,0.6595195199155895,0.0,123.15101556317596,0.0,1890.0,9501.0,1,1890/9501,1890,9501
bicg,bicg_kernel2,1950,5001,2100/5001,0,1950,5001,1,7826.0,0.0,5000.428,0.0,907740.0,0.0,181.53247,0.0,0.638950677229747,0.0,115.99028878098646,0.0,1950.0,5001.0,1,2100/5001,2100,5001
bicg,bicg_kernel2,1950,9501,2100/9501,0,1950,9501,1,7819.0,0.0,5000.336,0.0,1055386.0,0.0,211.062999,0.0,0.6395109349021615,0.0,134.97710704693694,0.0,1950.0,9501.0,1,2100/9501,2100,9501
bicg,bicg_kernel2,1965,810,2100/405;2100/810,0,1965,810,2,2873.5,0.0,5001.1245,0.0,580867.0,0.0,116.1475105,0.0,1.7404297013613415,0.0,202.14553169540227,0.0,1965.0,810.0,2,2100/405;2100/810,2100,405;810
bicg,bicg_kernel2,1965,9251,2100/9251,0,1965,9251,1,7824.0,0.0,5000.384,0.0,1048860.0,0.0,209.755879,0.0,0.6391083844580777,0.0,134.05674846625766,0.0,1965.0,9251.0,1,2100/9251,2100,9251
correlation,corr_kernel,210,405,210/405,0,210,405,1,1.0,0.0,13652.643,0.0,458633.0,0.0,33.592984,0.0,13652.643,0.0,458633.0,0.0,210.0,405.0,1,210/405,210,405
correlation,corr_kernel,210,810,210/810,0,210,810,1,1.0,0.0,9645.126,0.0,359901.0,0.0,37.314287,0.0,9645.126,0.0,359901.0,0.0,210.0,810.0,1,210/810,210,810
correlation,corr_kernel,210,5001,210/5001,0,210,5001,1,1.0,0.0,8798.834,0.0,608715.0,0.0,69.181326,0.0,8798.834,0.0,608715.0,0.0,210.0,5001.0,1,210/5001,210,5001
correlation,corr_kernel,210,9251,210/9251,0,210,9251,1,1.0,0.0,8798.459,0.0,801589.0,0.0,91.105613,0.0,8798.459,0.0,801589.0,0.0,210.0,9251.0,1,210/9251,210,9251
correlation,corr_kernel,210,9501,210/9501,0,210,9501,1,1.0,0.0,8803.613,0.0,805811.0,0.0,91.531849,0.0,8803.613,0.0,805811.0,0.0,210.0,9501.0,1,210/9501,210,9501
correlation,corr_kernel,630,810,630/405;630/810,0,630,810,2,1.0,0.0,6429.352,0.0,251045.0,0.0,39.05171,0.0,6429.352,0.0,251045.0,0.0,630.0,810.0,2,630/405;630/810,630,405;810
correlation,corr_kernel,630,5001,630/5001,0,630,5001,1,2.0,0.0,6803.689,0.0,500307.0,0.0,73.534661,0.0,3401.8445,0.0,250153.5,0.0,630.0,5001.0,1,630/5001,630,5001
correlation,corr_kernel,630,9251,630/9251,0,630,9251,1,2.0,0.0,6785.437,0.0,666907.0,0.0,98.285055,0.0,3392.7185,0.0,333453.5,0.0,630.0,9251.0,1,630/9251,630,9251
correlation,corr_kernel,630,9501,630/9501,0,630,9501,1,2.0,0.0,6783.676,0.0,668582.0,0.0,98.557481,0.0,3391.838,0.0,334291.0,0.0,630.0,9501.0,1,630/9501,630,9501
correlation,corr_kernel,1050,810,1050/405;1050/810,0,1050,810,2,1.0,0.0,5474.228999999999,0.0,228867.0,0.0,41.8079885,0.0,5474.228999999999,0.0,228867.0,0.0,1050.0,810.0,2,1050/405;1050/810,1050,405;810
correlation,corr_kernel,1050,5001,1050/5001,0,1050,5001,1,3.0,0.0,7023.658,0.0,549341.0,0.0,78.212946,0.0,2341.219333333333,0.0,183113.66666666663,0.0,1050.0,5001.0,1,1050/5001,1050,5001
correlation,corr_kernel,1050,9251,1050/9251,0,1050,9251,1,3.0,0.0,6151.424,0.0,644823.0,0.0,104.825,0.0,2050.4746666666665,0.0,214941.0,0.0,1050.0,9251.0,1,1050/9251,1050,9251
correlation,corr_kernel,1050,9501,1050/9501,0,1050,9501,1,3.0,0.0,6151.303,0.0,643648.0,0.0,104.636047,0.0,2050.434333333333,0.0,214549.3333333333,0.0,1050.0,9501.0,1,1050/9501,1050,9501
correlation,corr_kernel,1470,810,1470/405;1470/810,0,1470,810,2,1.5,0.0,7526.4619999999995,0.0,350248.5,0.0,46.523396,0.0,5022.188249999999,0.0,233648.75,0.0,1470.0,810.0,2,1470/405;1470/810,1470,405;810
correlation,corr_kernel,1470,5001,1470/5001,0,1470,5001,1,3.0,0.0,5754.694,0.0,482477.0,0.0,83.840603,0.0,1918.2313333333332,0.0,160825.66666666666,0.0,1470.0,5001.0,1,1470/5001,1470,5001
correlation,corr_kernel,1470,9251,1470/9251,0,1470,9251,1,4.0,0.0,6440.486,0.0,711018.0,0.0,110.398185,0.0,1610.1215,0.0,177754.5,0.0,1470.0,9251.0,1,1470/9251,1470,9251
correlation,corr_kernel,1470,9501,1470/9501,0,1470,9501,1,4.0,0.0,6441.422,0.0,715058.0,0.0,111.009341,0.0,1610.3555,0.0,178764.5,0.0,1470.0,9501.0,1,1470/9501,1470,9501
correlation,corr_kernel,1890,810,1890/405;1890/810,0,1890,810,2,2.0,0.0,9465.9895,0.0,715870.5,0.0,75.62566749999999,0.0,4732.99475,0.0,357935.25,0.0,1890.0,810.0,2,1890/405;1890/810,1890,405;810
correlation,corr_kernel,1890,5001,1890/5001,0,1890,5001,1,4.0,0.0,6610.169,0.0,782735.0,0.0,118.413757,0.0,1652.54225,0.0,195683.75,0.0,1890.0,5001.0,1,1890/5001,1890,5001
correlation,corr_kernel,1890,9251,1890/9251,0,1890,9251,1,4.0,0.0,5505.437,0.0,817662.0,0.0,148.519013,0.0,1376.35925,0.0,204415.5,0.0,1890.0,9251.0,1,1890/9251,1890,9251
correlation,corr_kernel,1890,9501,1890/9501,0,1890,9501,1,4.0,0.0,5505.947,0.0,822224.0,0.0,149.333808,0.0,1376.48675,0.0,205556.0,0.0,1890.0,9501.0,1,1890/9501,1890,9501
correlation,corr_kernel,1950,810,2100/405;2100/810,0,1950,810,2,2.0,0.0,9453.8525,0.0,833401.0,0.0,88.155158,0.0,4726.92625,0.0,416700.5,0.0,1950.0,810.0,2,2100/405;2100/810,2100,405;810
correlation,corr_kernel,1950,9251,2100/9251,0,1950,9251,1,4.0,0.0,5364.968,0.0,889050.0,0.0,165.713935,0.0,1341.242,0.0,222262.5,0.0,1950.0,9251.0,1,2100/9251,2100,9251
correlation,corr_kernel,1965,5001,2100/5001,0,1965,5001,1,4.0,0.0,6496.707,0.0,872941.0,0.0,134.366697,0.0,1624.17675,0.0,218235.25,0.0,1965.0,5001.0,1,2100/5001,2100,5001
correlation,corr_kernel,1965,9501,2100/9501,0,1965,9501,1,4.0,0.0,5363.819,0.0,896061.0,0.0,167.056521,0.0,1340.95475,0.0,224015.25,0.0,1965.0,9501.0,1,2100/9501,2100,9501
correlation,mean_kernel,210,405,210/405,0,210,405,1,791.0,0.0,5003.79,0.0,173906.0,0.0,34.754859,0.0,6.32590391908976,0.0,219.8558786346397,0.0,210.0,405.0,1,210/405,210,405
correlation,mean_kernel,210,810,210/810,0,210,810,1,1273.0,0.0,5000.992,0.0,185723.0,0.0,37.137234,0.0,3.928509033778476,0.0,145.89395129615082,0.0,210.0,810.0,1,210/810,210,810
correlation,mean_kernel,210,5001,210/5001,0,210,5001,1,2340.0,0.0,5000.445,0.0,349018.0,0.0,69.79739,0.0,2.1369423076923075,0.0,149.15299145299144,0.0,210.0,5001.0,1,210/5001,210,5001
correlation,mean_kernel,210,9251,210/9251,0,210,9251,1,2598.0,0.0,5001.265,0.0,465184.0,0.0,93.013265,0.0,1.925044264819092,0.0,179.0546574287914,0.0,210.0,9251.0,1,210/9251,210,9251
correlation,mean_kernel,210,9501,210/9501,0,210,9501,1,2597.0,0.0,5001.413,0.0,463891.0,0.0,92.751996,0.0,1.9258425105891408,0.0,178.62572198690796,0.0,210.0,9501.0,1,210/9501,210,9501
correlation,mean_kernel,630,810,630/405;630/810,0,630,810,2,1595.5,0.0,5001.561,0.0,194562.5,0.0,38.900418,0.0,3.1378299238745346,0.0,122.02847450229439,0.0,630.0,810.0,2,630/405;630/810,630,405;810
correlation,mean_kernel,630,5001,630/5001,0,630,5001,1,4054.0,0.0,5000.807,0.0,362854.0,0.0,72.559094,0.0,1.2335488406512087,0.0,89.50518006906759,0.0,630.0,5001.0,1,630/5001,630,5001
correlation,mean_kernel,630,9251,630/9251,0,630,9251,1,4939.0,0.0,5000.902,0.0,502651.0,0.0,100.512061,0.0,1.0125333063373152,0.0,101.77181615711685,0.0,630.0,9251.0,1,630/9251,630,9251
correlation,mean_kernel,630,9501,630/9501,0,630,9501,1,4936.0,0.0,5000.628,0.0,494320.0,0.0,98.851576,0.0,1.0130931928687197,0.0,100.14586709886548,0.0,630.0,9501.0,1,630/9501,630,9501
correlation,mean_kernel,1050,810,1050/405;1050/810,0,1050,810,2,1767.0,0.0,5002.242,0.0,205109.5,0.0,41.0035135,0.0,2.8309461512543463,0.0,116.07913328277172,0.0,1050.0,810.0,2,1050/405;1050/810,1050,405;810
correlation,mean_kernel,1050,5001,1050/5001,0,1050,5001,1,4944.0,0.0,5000.768,0.0,381115.0,0.0,76.2113,0.0,1.0114822006472493,0.0,77.08636731391586,0.0,1050.0,5001.0,1,1050/5001,1050,5001
correlation,mean_kernel,1050,9251,1050/9251,0,1050,9251,1,6350.0,0.0,5000.414,0.0,512814.0,0.0,102.554307,0.0,0.7874667716535433,0.0,80.75811023622047,0.0,1050.0,9251.0,1,1050/9251,1050,9251
correlation,mean_kernel,1050,9501,1050/9501,0,1050,9501,1,6353.0,0.0,5000.673,0.0,513951.0,0.0,102.776369,0.0,0.7871356839288525,0.0,80.89894538013537,0.0,1050.0,9501.0,1,1050/9501,1050,9501
correlation,mean_kernel,1470,810,1470/405;1470/810,0,1470,810,2,1876.0,0.0,5002.154,0.0,227983.0,0.0,45.576989999999995,0.0,2.6663933901918977,0.0,121.52611940298507,0.0,1470.0,810.0,2,1470/405;1470/810,1470,405;810
correlation,mean_kernel,1470,5001,1470/5001,0,1470,5001,1,5764.0,0.0,5000.836,0.0,414499.0,0.0,82.885943,0.0,0.8675981956974324,0.0,71.9116932685635,0.0,1470.0,5001.0,1,1470/5001,1470,5001
correlation,mean_kernel,1470,9251,1470/9251,0,1470,9251,1,7216.0,0.0,5000.078,0.0,528951.0,0.0,105.788547,0.0,0.6929154656319291,0.0,73.302522172949,0.0,1470.0,9251.0,1,1470/9251,1470,9251
correlation,mean_kernel,1470,9501,1470/9501,0,1470,9501,1,7199.0,0.0,5000.049,0.0,528895.0,0.0,105.777967,0.0,0.6945477149604111,0.0,73.46784275593832,0.0,1470.0,9501.0,1,1470/9501,1470,9501
correlation,mean_kernel,1890,810,1890/405;1890/810,0,1890,810,2,1941.5,0.0,5000.411,0.0,369480.0,0.0,73.889927,0.0,2.5755402047051246,0.0,190.3065605283781,0.0,1890.0,810.0,2,1890/405;1890/810,1890,405;810
correlation,mean_kernel,1890,5001,1890/5001,0,1890,5001,1,6498.0,0.0,5000.077,0.0,576335.0,0.0,115.265221,0.0,0.769479378270237,0.0,88.6942136041859,0.0,1890.0,5001.0,1,1890/5001,1890,5001
correlation,mean_kernel,1890,9251,1890/9251,0,1890,9251,1,8158.0,0.0,5000.387,0.0,701973.0,0.0,140.383728,0.0,0.6129427555773473,0.0,86.04719293944595,0.0,1890.0,9251.0,1,1890/9251,1890,9251
correlation,mean_kernel,1890,9501,1890/9501,0,1890,9501,1,8163.0,0.0,5000.583,0.0,720765.0,0.0,144.136179,0.0,0.6125913267181183,0.0,88.29658213891952,0.0,1890.0,9501.0,1,1890/9501,1890,9501
correlation,mean_kernel,1950,810,2100/405,0,1950,810,1,1950.0,0.0,5002.17,0.0,436055.0,0.0,87.17316,0.0,2.5652153846153847,0.0,223.6179487179487,0.0,1950.0,810.0,1,2100/405,2100,405
correlation,mean_kernel,1950,9501,2100/9501,0,1950,9501,1,8301.0,0.0,5000.057,0.0,781026.0,0.0,156.203431,0.0,0.602343934465727,0.0,94.08818214672932,0.0,1950.0,9501.0,1,2100/9501,2100,9501
correlation,mean_kernel,1965,810,2100/810,0,1965,810,1,1950.0,0.0,5000.376,0.0,426684.0,0.0,85.330384,0.0,2.564295384615385,0.0,218.81230769230768,0.0,1965.0,810.0,1,2100/810,2100,810
correlation,mean_kernel,1965,5001,2100/5001,0,1965,5001,1,6605.0,0.0,5000.028,0.0,629257.0,0.0,125.850687,0.0,0.7570065102195307,0.0,95.26979560938685,0.0,1965.0,5001.0,1,2100/5001,2100,5001
correlation,mean_kernel,1965,9251,2100/9251,0,1965,9251,1,8289.0,0.0,5000.604,0.0,775452.0,0.0,155.071682,0.0,0.6032819399203765,0.0,93.55193630112196,0.0,1965.0,9251.0,1,2100/9251,2100,9251
correlation,reduce_kernel,210,405,210/405,0,210,405,1,4082.0,0.0,5000.924,0.0,194039.0,0.0,38.800627,0.0,1.2251161195492406,0.0,47.53527682508575,0.0,210.0,405.0,1,210/405,210,405
correlation,reduce_kernel,210,810,210/810,0,210,810,1,8938.0,0.0,5000.348,0.0,240010.0,0.0,47.998663,0.0,0.5594481987021706,0.0,26.852763481763255,0.0,210.0,810.0,1,210/810,210,810
correlation,reduce_kernel,210,5001,210/5001,0,210,5001,1,33813.0,0.0,5000.014,0.0,535552.0,0.0,107.110107,0.0,0.1478725342323958,0.0,15.83864194244817,0.0,210.0,5001.0,1,210/5001,210,5001
correlation,reduce_kernel,210,9251,210/9251,0,210,9251,1,35093.0,0.0,5000.018,0.0,708720.0,0.0,141.743488,0.0,0.14247906989998,0.0,20.195480580172685,0.0,210.0,9251.0,1,210/9251,210,9251
correlation,reduce_kernel,210,9501,210/9501,0,210,9501,1,34841.0,0.0,5000.069,0.0,693751.0,0.0,138.74829,0.0,0.143511064550386,0.0,19.91191412416406,0.0,210.0,9501.0,1,210/9501,210,9501
correlation,reduce_kernel,630,810,630/405;630/810,0,630,810,2,8980.5,0.0,5000.1795,0.0,252115.0,0.0,50.421195999999995,0.0,0.5567842300487205,0.0,28.073110357497384,0.0,630.0,810.0,2,630/405;630/810,630,405;810
correlation,reduce_kernel,630,5001,630/5001,0,630,5001,1,59017.0,0.0,5000.082,0.0,679902.0,0.0,135.978182,0.0,0.0847227409051629,0.0,11.520443262110918,0.0,630.0,5001.0,1,630/5001,630,5001
correlation,reduce_kernel,630,9251,630/9251,0,630,9251,1,77574.0,0.0,5000.034,0.0,922770.0,0.0,184.552738,0.0,0.0644550235903782,0.0,11.895351535308222,0.0,630.0,9251.0,1,630/9251,630,9251
correlation,reduce_kernel,630,9501,630/9501,0,630,9501,1,77636.0,0.0,5000.044,0.0,929677.0,0.0,185.933748,0.0,0.064403678705755,0.0,11.974818383224278,0.0,630.0,9501.0,1,630/9501,630,9501
correlation,reduce_kernel,1050,810,1050/405;1050/810,0,1050,810,2,9013.0,0.0,5000.3225,0.0,278745.0,0.0,55.7453895,0.0,0.5547900345824924,0.0,30.927019908667,0.0,1050.0,810.0,2,1050/405;1050/810,1050,405;810
correlation,reduce_kernel,1050,5001,1050/5001,0,1050,5001,1,60822.0,0.0,5000.082,0.0,707429.0,0.0,141.483493,0.0,0.082208444312913,0.0,11.6311367597251,0.0,1050.0,5001.0,1,1050/5001,1050,5001
correlation,reduce_kernel,1050,9251,1050/9251,0,1050,9251,1,99018.0,0.0,5000.027,0.0,1042216.0,0.0,208.44208,0.0,0.0504961421155749,0.0,10.525520612413905,0.0,1050.0,9251.0,1,1050/9251,1050,9251
correlation,reduce_kernel,1050,9501,1050/9501,0,1050,9501,1,100235.0,0.0,5000.009,0.0,1057374.0,0.0,211.474428,0.0,0.0498828652666234,0.0,10.548949967576196,0.0,1050.0,9501.0,1,1050/9501,1050,9501
correlation,reduce_kernel,1470,810,1470/405;1470/810,0,1470,810,2,9031.5,0.0,5000.4215,0.0,311177.5,0.0,62.230267,0.0,0.5536646488793764,0.0,34.45449955362386,0.0,1470.0,810.0,2,1470/405;1470/810,1470,405;810
correlation,reduce_kernel,1470,5001,1470/5001,0,1470,5001,1,61312.0,0.0,5000.049,0.0,755508.0,0.0,151.100124,0.0,0.0815509035751565,0.0,12.322351252609604,0.0,1470.0,5001.0,1,1470/5001,1470,5001
correlation,reduce_kernel,1470,9251,1470/9251,0,1470,9251,1,103344.0,0.0,5000.042,0.0,1106240.0,0.0,221.24612,0.0,0.0483825089023068,0.0,10.704443412292925,0.0,1470.0,9251.0,1,1470/9251,1470,9251
correlation,reduce_kernel,1470,9501,1470/9501,0,1470,9501,1,102549.0,0.0,5000.047,0.0,1108743.0,0.0,221.746521,0.0,0.0487576378121678,0.0,10.811836292894128,0.0,1470.0,9501.0,1,1470/9501,1470,9501
correlation,reduce_kernel,1890,810,1890/405;1890/810,0,1890,810,2,9048.0,0.0,5000.3255,0.0,466661.0,0.0,93.3261125,0.0,0.5526442943746953,0.0,51.5761809104779,0.0,1890.0,810.0,2,1890/405;1890/810,1890,405;810
correlation,reduce_kernel,1890,5001,1890/5001,0,1890,5001,1,61694.0,0.0,5000.034,0.0,1072757.0,0.0,214.549933,0.0,0.0810457094693163,0.0,17.38835218984018,0.0,1890.0,5001.0,1,1890/5001,1890,5001
correlation,reduce_kernel,1890,9251,1890/9251,0,1890,9251,1,106396.0,0.0,5000.02,0.0,1660183.0,0.0,332.035271,0.0,0.0469944358810481,0.0,15.60381029362006,0.0,1890.0,9251.0,1,1890/9251,1890,9251
correlation,reduce_kernel,1890,9501,1890/9501,0,1890,9501,1,107556.0,0.0,5000.051,0.0,1728934.0,0.0,345.783288,0.0,0.0464878853806389,0.0,16.07473316225966,0.0,1890.0,9501.0,1,1890/9501,1890,9501
correlation,reduce_kernel,1920,810,2100/405,0,1920,810,1,9047.0,0.0,5000.108,0.0,558410.0,0.0,111.679579,0.0,0.5526813308278987,0.0,61.72322316790096,0.0,1920.0,810.0,1,2100/405,2100,405
correlation,reduce_kernel,1920,9501,2100/9501,0,1920,9501,1,107226.0,0.0,5000.026,0.0,1731819.0,0.0,346.362007,0.0,0.0466307238915934,0.0,16.15111073806726,0.0,1920.0,9501.0,1,2100/9501,2100,9501
correlation,reduce_kernel,1950,5001,2100/5001,0,1950,5001,1,61406.0,0.0,5000.063,0.0,1227806.0,0.0,245.558083,0.0,0.0814262938475067,0.0,19.99488649317656,0.0,1950.0,5001.0,1,2100/5001,2100,5001
correlation,reduce_kernel,1950,9251,2100/9251,0,1950,9251,1,106377.0,0.0,5000.046,0.0,1726655.0,0.0,345.327796,0.0,0.0470030739727572,0.0,16.23146920856952,0.0,1950.0,9251.0,1,2100/9251,2100,9251
correlation,reduce_kernel,1965,810,2100/810,0,1965,810,1,9036.0,0.0,5000.337,0.0,538557.0,0.0,107.704132,0.0,0.5533794820717132,0.0,59.60126162018592,0.0,1965.0,810.0,1,2100/810,2100,810
correlation,std_kernel,210,405,210/405,0,210,405,1,788.0,0.0,5002.728,0.0,158871.0,0.0,31.756876,0.0,6.348639593908629,0.0,201.61294416243652,0.0,210.0,405.0,1,210/405,210,405
correlation,std_kernel,210,810,210/810,0,210,810,1,1269.0,0.0,5000.851,0.0,186298.0,0.0,37.253263,0.0,3.940780929866036,0.0,146.80693459416864,0.0,210.0,810.0,1,210/810,210,810
correlation,std_kernel,210,5001,210/5001,0,210,5001,1,2323.0,0.0,5000.977,0.0,347879.0,0.0,69.562214,0.0,2.152809728798967,0.0,149.75419715884632,0.0,210.0,5001.0,1,210/5001,210,5001
correlation,std_kernel,210,9251,210/9251,0,210,9251,1,2572.0,0.0,5001.673,0.0,462051.0,0.0,92.379293,0.0,1.9446629082426128,0.0,179.64657853810263,0.0,210.0,9251.0,1,210/9251,210,9251
correlation,std_kernel,210,9501,210/9501,0,210,9501,1,2572.0,0.0,5000.212,0.0,464211.0,0.0,92.838256,0.0,1.944094867807154,0.0,180.48639191290823,0.0,210.0,9501.0,1,210/9501,210,9501
correlation,std_kernel,630,810,630/405;630/810,0,630,810,2,1589.0,0.0,5001.168,0.0,196033.5,0.0,39.1975495,0.0,3.1503561327561327,0.0,123.49348984348984,0.0,630.0,810.0,2,630/405;630/810,630,405;810
correlation,std_kernel,630,5001,630/5001,0,630,5001,1,4005.0,0.0,5000.661,0.0,364006.0,0.0,72.791575,0.0,1.2486044943820225,0.0,90.88789013732834,0.0,630.0,5001.0,1,630/5001,630,5001
correlation,std_kernel,630,9251,630/9251,0,630,9251,1,4872.0,0.0,5000.416,0.0,492236.0,0.0,98.43901,0.0,1.0263579638752054,0.0,101.03366174055829,0.0,630.0,9251.0,1,630/9251,630,9251
correlation,std_kernel,630,9501,630/9501,0,630,9501,1,4871.0,0.0,5001.024,0.0,495139.0,0.0,99.007515,0.0,1.0266934920960789,0.0,101.65037979880928,0.0,630.0,9501.0,1,630/9501,630,9501
correlation,std_kernel,1050,810,1050/405;1050/810,0,1050,810,2,1762.0,0.0,5001.204,0.0,204448.5,0.0,40.8798565,0.0,2.8383903042531142,0.0,116.0336709593029,0.0,1050.0,810.0,2,1050/405;1050/810,1050,405;810
correlation,std_kernel,1050,5001,1050/5001,0,1050,5001,1,4906.0,0.0,5000.347,0.0,380642.0,0.0,76.123122,0.0,1.0192309417040355,0.0,77.58703628210354,0.0,1050.0,5001.0,1,1050/5001,1050,5001
correlation,std_kernel,1050,9251,1050/9251,0,1050,9251,1,6283.0,0.0,5000.352,0.0,513504.0,0.0,102.693579,0.0,0.7958542097724017,0.0,81.72911029762852,0.0,1050.0,9251.0,1,1050/9251,1050,9251
correlation,std_kernel,1050,9501,1050/9501,0,1050,9501,1,6279.0,0.0,5000.052,0.0,514148.0,0.0,102.828536,0.0,0.79631342570473,0.0,81.88373944895685,0.0,1050.0,9501.0,1,1050/9501,1050,9501
correlation,std_kernel,1470,810,1470/405;1470/810,0,1470,810,2,1870.5,0.0,5000.58,0.0,226053.5,0.0,45.205466,0.0,2.673392302151899,0.0,120.85209359289122,0.0,1470.0,810.0,2,1470/405;1470/810,1470,405;810
correlation,std_kernel,1470,5001,1470/5001,0,1470,5001,1,5721.0,0.0,5000.126,0.0,412127.0,0.0,82.423315,0.0,0.8739951057507429,0.0,72.03758084251005,0.0,1470.0,5001.0,1,1470/5001,1470,5001
