workload,kernel,kernel_id,requested_core_clock,requested_mem_clock,effective_core_clock,effective_mem_clock,time_per_launch_mean_ms,energy_per_launch_mean_mJ,auto_time_per_launch_mean_ms,auto_energy_per_launch_mean_mJ,actual_time_ratio,actual_energy_ratio,is_virtual_auto,global_limit,allowed_total_time_ms,auto_total_time_ms,solver_objective_energy_mJ,constraint_name,constraint_limit,selected_actual_energy_saving_pct
fdtd2d,step1,fdtd2d::step1,630,9251,630.0,9251.0,0.0681195079086116,13.937957248538847,0.0677983972664036,22.852255623805068,1.0047362571263485,0.6099160397111852,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,39.00839602888148
fdtd2d,step2,fdtd2d::step2,630,9251,630.0,9251.0,0.0683740017503555,13.966866316595558,0.067651138562286,22.77645482958773,1.0106851592365145,0.6132151127598626,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,38.67848872401374
fdtd2d,step3,fdtd2d::step3,630,9251,630.0,9251.0,0.0868147897350418,18.414661249435703,0.0867349905459087,29.282460492306623,1.0009200345631082,0.6288631808885659,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,37.113681911143416
gemm,gemm_kernel,gemm::gemmkernel,1890,810,1890.0,810.0,0.3282287395709623,67.08839308261611,0.3255344401041666,103.93723958333334,1.0082765420025408,0.6454702217565333,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,35.45297782434667
gemver,gemver_kernel1,gemver::gemverkernel1,1470,9501,1470.0,9501.0,0.1840031649063408,42.04202701210761,0.1792517209235623,60.94808547253693,1.0265071038553912,0.6898006177905563,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,31.019938220944365
gemver,gemver_kernel2,gemver::gemverkernel2,1890,9501,1890.0,9501.0,1.22071337890625,190.741943359375,1.1949811230585423,212.01003584229392,1.0215336086496885,0.8996835579107235,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,10.031644208927649
gemver,gemver_kernel3,gemver::gemverkernel3,1890,5001,1890.0,5001.0,0.698162105557107,111.1587545378386,0.6776776904310111,142.11371645432365,1.0302273712346464,0.7821817436852818,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,21.78182563147182
gesummv,gesummv_kernel,gesummv::gesummvkernel,1890,5001,1890.0,5001.0,1.4360054566341185,234.58587018954623,1.413187623622492,303.2195535461995,1.016146357801476,0.773650206413235,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,22.6349793586765
gramschmidt,kernel1,gramschmidt::kernel1,1950,810,1950.0,810.0,0.0794829472293593,6.689719641991836,0.0796207363291824,12.213621452912513,0.9982694319824744,0.5477261324810895,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,45.22738675189105
gramschmidt,kernel2,gramschmidt::kernel2,1890,5001,1890.0,5001.0,0.0060825893318767,0.6468147329927897,0.0068690622239501,0.7647887149798805,0.885505056377094,0.8457430402981372,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,15.425695970186283
gramschmidt,kernel3,gramschmidt::kernel3,1890,9251,1890.0,9251.0,1.17304105090312,163.3373211353507,1.1533431734317343,177.33694649446494,1.0170789387973531,0.9210563526898712,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,7.894364731012882
hotspot,calculate_temp,hotspot::calculatetemp,1890,810,1890.0,810.0,0.0097150347873608,1.6180670730893854,0.0092787035834245,2.4721231465845195,1.0470250180979768,0.6545252712531346,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,34.547472874686534
hotspot3d,hotspotOpt1,hotspot3d::hotspotopt1,1470,9501,1470.0,9501.0,0.0390668198084165,8.597440345037738,0.0382728219102585,13.520491113118291,1.0207457370146302,0.6358822525829738,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,36.411774741702615
jacobi1d,kernel1,jacobi1d::kernel1,1470,810,1470.0,810.0,0.0063646639599609,0.2836873153819521,0.0058807652047093,0.6770520917869283,1.0822849983645146,0.4190036761177749,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,58.09963238822251
jacobi1d,kernel2,jacobi1d::kernel2,1890,810,1890.0,810.0,0.0058559617722317,0.4251698041998192,0.0063036988755488,0.6731565192066941,0.9289723205126736,0.631606160036712,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,36.8393839963288
jacobi2d,kernel1,jacobi2d::kernel1,1470,9251,1470.0,9251.0,0.0166728522886801,3.258795754429139,0.0169041370986554,5.46050367325136,0.9863178576566504,0.5967939863116596,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,40.32060136883404
jacobi2d,kernel2,jacobi2d::kernel2,1470,9251,1470.0,9251.0,0.0163814411710743,2.976623725526171,0.0164680881897647,4.615767181128919,0.9947384895142684,0.6448816867747978,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,35.511831322520216
kmeans,kmeansPoint,kmeans::kmeanspoint,1470,9251,1470.0,9251.0,2.4198838896952104,585.1136913401065,2.374225546058879,794.7644824311491,1.0192308366457106,0.736210165746549,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,26.378983425345105
lavamd,kernel_gpu_cuda,lavamd::kernelgpucuda,1470,810,1470.0,810.0,0.7697397494942354,123.0254715325192,0.6408376265538895,217.95347943098807,1.201146308517367,0.5644574789707522,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,43.554252102924785
mvt,kernel1,mvt::kernel1,1890,9251,1890.0,9251.0,0.4619176905311778,94.71852193995382,0.460322592524397,111.79534155772416,1.003465174277094,0.8472492737190401,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,15.275072628095987
mvt,kernel2,mvt::kernel2,1890,9501,1890.0,9501.0,1.2081188692920997,189.40831118627688,1.182297635933806,214.6075650118204,1.0218398756569445,0.8825798437060893,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,11.742015629391068
myocyte,solver_2,myocyte::solver2,1890,810,1890.0,810.0,455.9126363636364,32109.636363636364,443.8926666666667,62705.25,1.0270785498378054,0.5120725356112346,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,48.79274643887654
nn,euclid,nn::euclid,630,9251,630.0,9251.0,0.1518756758398639,32.82097077941802,0.1508754978877489,51.16599275799638,1.0066291609049676,0.6414606462275406,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,35.85393537724594
nw,shared_1,nw::shared1,1890,810,1890.0,810.0,0.0093448452534166,0.8153101038600392,0.0088833896835563,1.458549273428575,1.0519458884838162,0.5589870145034664,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,44.10129854965336
nw,shared_2,nw::shared2,1890,810,1890.0,810.0,0.0091337262032808,0.7986729411806343,0.0084325397762344,1.4027999365873896,1.0831524600717055,0.5693420140320057,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,43.06579859679943
particlefilter,find_index,particlefilter::findindex,1890,810,1890.0,810.0,29.71925443786982,3137.1686390532545,28.80391379310345,5425.362068965517,1.0317783427398513,0.5782413411629568,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,42.17586588370432
particlefilter,likelihood,particlefilter::likelihood,1890,5001,1890.0,5001.0,6.464649870801034,957.4870801033592,6.209976426799008,1225.0111662531017,1.0410103721010902,0.7816149815450181,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,21.838501845498193
particlefilter,normalize_weights,particlefilter::normalizeweights,1965,810,1965.0,810.0,7.339434017595307,570.5608504398826,7.351093979441997,1018.2613803230544,0.9984138467173324,0.5603284789794012,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,43.967152102059885
particlefilter,sum,particlefilter::sum,1890,810,1890.0,810.0,0.0122625015960409,0.8225484434741195,0.0117943472199616,1.6474419306824428,1.0396931146207873,0.4992882772708011,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,50.07117227291988
pathfinder,dynproc,pathfinder::dynproc,1470,9501,1470.0,9501.0,0.0220051976058445,3.988011618695537,0.0196384567346025,6.037481883559895,1.1205156241769172,0.6605422087567534,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,33.94577912432466
pre_euler3d,compute_flux,preeuler3d::computeflux,1470,9251,1470.0,9251.0,0.0588173840416897,12.623839828724018,0.0512522730301259,17.42720665867134,1.147605375611674,0.7243754019777295,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,27.562459802227046
pre_euler3d,compute_flux_contributions,preeuler3d::computefluxcontributions,1470,9501,1470.0,9501.0,0.0119015010140056,1.8484989859943444,0.0109878013673192,2.609109748138121,1.0831558212732166,0.7084788163140497,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,29.152118368595026
pre_euler3d,compute_step_factor,preeuler3d::computestepfactor,1470,810,1470.0,810.0,0.008789998327606,0.5934662734510904,0.0072640945028315,1.5152429545646051,1.2100611196866604,0.3916641035441203,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,60.83358964558797
pre_euler3d,time_step,preeuler3d::timestep,1470,9251,1470.0,9251.0,0.0089727981250482,1.28280761824776,0.0080555347902019,1.9303712630418952,1.1138674661255246,0.6645393260912416,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,33.54606739087585
srad_v1,compress,sradv1::compress,1470,9251,1470.0,9251.0,0.0472129098051065,9.3481927028252,0.0468210132034834,14.976018353778445,1.0083701008331436,0.6242108203925013,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,37.57891796074987
srad_v1,extract,sradv1::extract,1470,9251,1470.0,9251.0,0.0471987709560489,9.222473946533755,0.0467676313229571,14.500636037114637,1.0092187613718244,0.6360047878540409,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,36.39952121459591
srad_v1,prepare,sradv1::prepare,630,9251,630.0,9251.0,0.0696044128906522,13.95758335073432,0.0676408279220779,22.657237554112555,1.029029582116238,0.6160319993732357,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,38.39680006267643
srad_v1,reduce,sradv1::reduce,1890,5001,1890.0,5001.0,0.1178691419141914,28.01999057048562,0.1156414265229659,36.027290809010594,1.0192639909261505,0.7777434811578363,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,22.22565188421637
srad_v1,srad,sradv1::srad,1050,9501,1050.0,9501.0,0.1318965153393653,32.439552612836,0.131279491690078,45.71882794654344,1.0047000764654388,0.7095447120990463,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,29.045528790095364
srad_v1,srad2,sradv1::srad2,1050,9251,1050.0,9251.0,0.1457154514192458,33.52316838608148,0.1452390856014175,50.05771632730124,1.003279873429771,0.6696903264002497,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,33.03096735997503
streamcluster,compute_cost,streamcluster::computecost,630,9251,630.0,9251.0,0.3907088607594937,76.74753867791843,0.3867962404270132,126.6268275702019,1.0101154559521082,0.6060922487801379,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,39.39077512198621
syr2k,syr2k_kernel,syr2k::syr2kkernel,1890,810,1890.0,810.0,15.722866381774809,2388.9198606100035,15.537757763975156,3970.515527950311,1.0119134704383688,0.6016649081947375,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,39.83350918052625
syrk,syrk_kernel,syrk::syrkkernel,1890,810,1890.0,810.0,8.071770967741935,1188.923387096774,7.959238473767885,1987.608903020668,1.014138600614234,0.598167670355022,False,1.01,3265.1996690476644,3232.870959453133,475689.8000016807,1pct,1.01,40.1832329644978
2dconv,convolution2D_kernel,2dconv::convolution2dkernel,1050,9501,1050.0,9501.0,0.1837293672374513,48.05324465348718,0.1732624922032019,59.52214290664634,1.060410507208761,0.8073171143863753,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,19.268288561362468
2mm,mm2_kernel1,2mm::mm2kernel1,1470,810,1470.0,810.0,2.7981389863280546,383.0268556527444,2.134778062313273,696.625693555271,1.3107399948151777,0.5498316516262038,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,45.01683483737962
2mm,mm2_kernel2,2mm::mm2kernel2,1470,810,1470.0,810.0,2.795168809390721,314.63107881498047,2.032619105691057,674.4752032520325,1.3751562216278634,0.4664827962510159,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,53.35172037489841
3mm,mm3_kernel1,3mm::mm3kernel1,1470,810,1470.0,810.0,0.4239959788904772,47.809100763774445,0.329816160949868,112.27612137203168,1.2855524655595167,0.4258171744761022,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,57.41828255238979
3mm,mm3_kernel2,3mm::mm3kernel2,1470,810,1470.0,810.0,0.4233430195626124,47.61098894836864,0.3275530298067474,112.24828037995414,1.292441165366048,0.4241578471154134,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,57.584215288458665
3mm,mm3_kernel3,3mm::mm3kernel3,1470,810,1470.0,810.0,0.4237827742251701,48.4911281628457,0.3288522854324235,113.16270963498847,1.288672127268077,0.4285080157523274,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,57.14919842476726
atax,atax_kernel1,atax::ataxkernel1,1470,810,1470.0,810.0,1.7352409784871616,135.1412213740458,1.2237679882525696,296.98164464023495,1.417949313223113,0.4550490705839971,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,54.49509294160029
atax,atax_kernel2,atax::ataxkernel2,1470,9251,1470.0,9251.0,1.4059783525442788,174.92971605285354,1.216248784046693,241.7205739299611,1.155995690179701,0.7236856722983774,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,27.631432770162256
bicg,bicg_kernel1,bicg::bicgkernel1,1470,9251,1470.0,9251.0,1.3707867324561405,160.53316885964912,1.1971323916686616,219.7598755087384,1.1450585933485813,0.7304935374941355,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,26.950646250586452
bicg,bicg_kernel2,bicg::bicgkernel2,1470,5001,1470.0,5001.0,0.8466207246867592,88.16339315949881,0.6395367694078526,134.00882465788465,1.3238030480571832,0.65789244390863,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,34.210755609137
correlation,corr_kernel,correlation::corrkernel,1890,9251,1890.0,9251.0,1376.35925,204415.5,1351.50475,243653.5,1.0183902424316302,0.8389598343549344,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,16.104016564506562
correlation,mean_kernel,correlation::meankernel,1470,9251,1470.0,9251.0,0.6929154656319291,73.302522172949,0.6022942664418213,104.5072271741749,1.1504600064109385,0.7014110330454065,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,29.858896695459347
correlation,reduce_kernel,correlation::reducekernel,1050,9251,1050.0,9251.0,0.0504961421155749,10.525520612413905,0.0463599376923932,16.07854281793569,1.0892193697633112,0.6546315006029425,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,34.536849939705746
correlation,std_kernel,correlation::stdkernel,1470,9251,1470.0,9251.0,0.6997345368038063,74.03386509935628,0.604474492263056,99.23972437137331,1.1575915042901344,0.7460103861464581,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,25.39896138535419
covariance,covar_kernel,covariance::covarkernel,1890,9251,1890.0,9251.0,1377.6605,208492.5,1348.81175,242987.75,1.021388270082908,0.8580370821162795,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,14.19629178837205
covariance,mean_kernel,covariance::meankernel,1470,9251,1470.0,9251.0,0.6923126124878859,73.75148830125987,0.6037243419463898,104.34581019077515,1.1467362906983178,0.7067987508690596,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,29.320124913094038
covariance,reduce_kernel,covariance::reducekernel,1050,9251,1050.0,9251.0,0.0486234732379026,9.774817177532286,0.0462931264350788,15.581790237760163,1.050338937597828,0.6273231142493796,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,37.26768857506204
doitgen,kernel1,doitgen::kernel1,1470,810,1470.0,810.0,0.0314394727258112,1.9129545328116229,0.0242435354754874,4.764261228368753,1.2968188058874337,0.4015217556545706,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,59.84782443454294
doitgen,kernel2,doitgen::kernel2,1470,810,1470.0,810.0,0.0064285284864721,0.2877566741034149,0.0062991934528833,0.6842749768820062,1.0205319989862511,0.420527834313945,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,57.9472165686055
euler3d,compute_flux,euler3d::computeflux,1470,5001,1470.0,5001.0,0.0351244028886141,5.609615600764303,0.0256531047822317,8.83643649087523,1.3692066978552466,0.6348278071773572,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,36.51721928226428
euler3d,compute_step_factor,euler3d::computestepfactor,1470,810,1470.0,810.0,0.0088487340496515,0.5964294982361438,0.0072604597604343,1.4915873221009406,1.2187567098536187,0.399862273833259,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,60.013772616674096
euler3d,time_step,euler3d::timestep,1050,5001,1050.0,5001.0,0.0118007797933453,1.2193404798655658,0.0088314572408104,2.095693965829387,1.3362211322060848,0.5818313645728338,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,41.81686354271662
fdtd2d,step1,fdtd2d::step1,630,9251,630.0,9251.0,0.0681195079086116,13.937957248538847,0.0677983972664036,22.852255623805068,1.0047362571263485,0.6099160397111852,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,39.00839602888148
fdtd2d,step2,fdtd2d::step2,630,9251,630.0,9251.0,0.0683740017503555,13.966866316595558,0.067651138562286,22.77645482958773,1.0106851592365145,0.6132151127598626,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,38.67848872401374
fdtd2d,step3,fdtd2d::step3,630,9251,630.0,9251.0,0.0868147897350418,18.414661249435703,0.0867349905459087,29.282460492306623,1.0009200345631082,0.6288631808885659,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,37.113681911143416
gemm,gemm_kernel,gemm::gemmkernel,1470,810,1470.0,810.0,0.4212288446014772,42.56060699340425,0.3255344401041666,103.93723958333334,1.2939609230491549,0.4094837150190101,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,59.05162849809899
gemver,gemver_kernel1,gemver::gemverkernel1,1050,9251,1050.0,9251.0,0.1897472581685704,40.98888087738606,0.1792517209235623,60.94808547253693,1.0585519468986502,0.6725212212917755,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,32.74787787082245
gemver,gemver_kernel2,gemver::gemverkernel2,1470,9251,1470.0,9251.0,1.3825482444014376,161.32485485208736,1.1949811230585423,212.01003584229392,1.156962413651204,0.760930274886094,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,23.9069725113906
gemver,gemver_kernel3,gemver::gemverkernel3,1470,5001,1470.0,5001.0,0.8955136103151862,91.59348137535817,0.6776776904310111,142.11371645432365,1.3214447265419478,0.6445083814608209,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,35.54916185391791
gesummv,gesummv_kernel,gesummv::gesummvkernel,1470,5001,1470.0,5001.0,1.831461369461736,188.08311973636032,1.413187623622492,303.2195535461995,1.2959789194636893,0.6202869093918885,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,37.97130906081115
gramschmidt,kernel1,gramschmidt::kernel1,1470,810,1470.0,810.0,0.1038003138527505,4.544672370057647,0.0796207363291824,12.213621452912513,1.3036844249166517,0.3720986758578394,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,62.79013241421606
gramschmidt,kernel2,gramschmidt::kernel2,1470,810,1470.0,810.0,0.0074759260801983,0.3331751224312463,0.0068690622239501,0.7647887149798805,1.0883474099466257,0.4356433560084777,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,56.43566439915223
gramschmidt,kernel3,gramschmidt::kernel3,1470,9501,1470.0,9501.0,1.3276132200690205,138.44013804088135,1.1533431734317343,177.33694649446494,1.151099907340459,0.7806615642003419,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,21.933843579965806
hotspot,calculate_temp,hotspot::calculatetemp,1470,810,1470.0,810.0,0.0118345021839671,1.0450888065289443,0.0092787035834245,2.4721231465845195,1.2754478120314443,0.4227494928692517,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,57.725050713074836
hotspot3d,hotspotOpt1,hotspot3d::hotspotopt1,1050,9251,1050.0,9251.0,0.0399548672707803,8.338127886720685,0.0382728219102585,13.520491113118291,1.043948819986826,0.6167030337108534,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,38.329696628914654
jacobi1d,kernel1,jacobi1d::kernel1,1470,810,1470.0,810.0,0.0063646639599609,0.2836873153819521,0.0058807652047093,0.6770520917869283,1.0822849983645146,0.4190036761177749,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,58.09963238822251
jacobi1d,kernel2,jacobi1d::kernel2,1470,810,1470.0,810.0,0.0064047883146687,0.2833076768521066,0.0063036988755488,0.6731565192066941,1.016036527301774,0.4208644925343379,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,57.91355074656621
jacobi2d,kernel1,jacobi2d::kernel1,1050,9501,1050.0,9501.0,0.0173094821020563,3.202156754136952,0.0169041370986554,5.46050367325136,1.0239790414047896,0.586421499874257,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,41.3578500125743
jacobi2d,kernel2,jacobi2d::kernel2,1050,9251,1050.0,9251.0,0.017476235914213,2.975204820624668,0.0164680881897647,4.615767181128919,1.0612182612110912,0.6445742828599504,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,35.54257171400496
kmeans,kmeansPoint,kmeans::kmeanspoint,1050,9251,1050.0,9251.0,2.473166172106825,568.2388724035608,2.374225546058879,794.7644824311491,1.0416727998787578,0.7149776883150886,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,28.502231168491143
lavamd,kernel_gpu_cuda,lavamd::kernelgpucuda,1470,810,1470.0,810.0,0.7697397494942354,123.0254715325192,0.6408376265538895,217.95347943098807,1.201146308517367,0.5644574789707522,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,43.554252102924785
mvt,kernel1,mvt::kernel1,1470,5001,1470.0,5001.0,0.5821614856211433,67.39748515543137,0.460322592524397,111.79534155772416,1.2646815408919754,0.6028648798450291,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,39.71351201549709
mvt,kernel2,mvt::kernel2,1470,9251,1470.0,9251.0,1.3656542872747133,160.28399781540142,1.182297635933806,214.6075650118204,1.1550850190071538,0.746870213110023,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,25.3129786889977
myocyte,solver_2,myocyte::solver2,1965,810,1965.0,810.0,439.765,36305.083333333336,443.8926666666667,62705.25,0.9907012055466862,0.5789799631344,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,42.102003686559996
nn,euclid,nn::euclid,630,9251,630.0,9251.0,0.1518756758398639,32.82097077941802,0.1508754978877489,51.16599275799638,1.0066291609049676,0.6414606462275406,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,35.85393537724594
nw,shared_1,nw::shared1,1470,810,1470.0,810.0,0.0108677163526996,0.5668238680529372,0.0088833896835563,1.458549273428575,1.2233749435552073,0.3886216793489044,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,61.13783206510956
nw,shared_2,nw::shared2,1470,810,1470.0,810.0,0.0105829984124369,0.5626585669110833,0.0084325397762344,1.4027999365873896,1.255019091906709,0.4010968009307659,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,59.890319906923416
particlefilter,find_index,particlefilter::findindex,1890,810,1890.0,810.0,29.71925443786982,3137.1686390532545,28.80391379310345,5425.362068965517,1.0317783427398513,0.5782413411629568,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,42.17586588370432
particlefilter,likelihood,particlefilter::likelihood,1470,5001,1470.0,5001.0,8.19046153846154,778.6759410801964,6.209976426799008,1225.0111662531017,1.318919908152275,0.635648035325184,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,36.4351964674816
particlefilter,normalize_weights,particlefilter::normalizeweights,1890,810,1890.0,810.0,7.587107775785165,507.7907584954247,7.351093979441997,1018.2613803230544,1.0321059419187404,0.4986840985114477,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,50.13159014885523
particlefilter,sum,particlefilter::sum,1470,810,1470.0,810.0,0.0149688078563542,0.6342179507808969,0.0117943472199616,1.6474419306824428,1.2691510244009023,0.3849713540544497,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,61.50286459455503
pathfinder,dynproc,pathfinder::dynproc,1050,5001,1050.0,5001.0,0.0305741417896757,3.901723146913867,0.0196384567346025,6.037481883559895,1.556850530714299,0.6462500794475733,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,35.37499205524267
pre_euler3d,compute_flux,preeuler3d::computeflux,1470,5001,1470.0,5001.0,0.0683594602354292,11.51676852193648,0.0512522730301259,17.42720665867134,1.3337839708152603,0.6608499427076011,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,33.91500572923989
pre_euler3d,compute_flux_contributions,preeuler3d::computefluxcontributions,1470,5001,1470.0,5001.0,0.0144123300069755,1.680609121253524,0.0109878013673192,2.609109748138121,1.3116664130680236,0.6441312491560841,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,35.586875084391586
pre_euler3d,compute_step_factor,preeuler3d::computestepfactor,1470,810,1470.0,810.0,0.008789998327606,0.5934662734510904,0.0072640945028315,1.5152429545646051,1.2100611196866604,0.3916641035441203,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,60.83358964558797
pre_euler3d,time_step,preeuler3d::timestep,1470,5001,1470.0,5001.0,0.0100872708932264,1.137120088767842,0.0080555347902019,1.9303712630418952,1.252216166392297,0.5890680774930097,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,41.093192250699026
srad_v1,compress,sradv1::compress,1050,9251,1050.0,9251.0,0.049427036378015,9.24227955713721,0.0468210132034834,14.976018353778445,1.0556592648519985,0.6171386371735705,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,38.28613628264294
srad_v1,extract,sradv1::extract,1050,9251,1050.0,9251.0,0.0493931679657015,9.102608936174416,0.0467676313229571,14.500636037114637,1.0561400389216544,0.6277385980088133,False,1.02,3297.5283786421955,3232.870959453133,459748.9802809185,2pct,1.02,37.226140199118674
