constraint_name,constraint_limit,feature_set,model,n_kernels,actual_global_energy_saving_pct,actual_global_slowdown_pct,actual_global_time_ratio,actual_global_energy_ratio,pred_global_energy_saving_pct,pred_global_slowdown_pct,global_violates_constraint,global_violation_over_bound_pct,auto_total_time_ms,actual_selected_total_time_ms,pred_selected_total_time_ms,allowed_total_time_ms,auto_total_energy_mJ,actual_selected_total_energy_mJ,pred_selected_total_energy_mJ,auto_selection_rate_pct,measured_oracle_global_energy_saving_pct,measured_oracle_global_slowdown_pct,measured_oracle_global_time_ratio,measured_oracle_global_energy_ratio,global_oracle_gap_pp
2pct,1.02,launch,xgboost,65,15.27839337317779,3.2446479237571824,1.0324464792375718,0.8472160662682221,12.46739767889029,1.8826683383515785,True,1.2446479237571806,3232.870959453133,3337.766239916778,3293.7351974265202,3297.5283786421955,568841.4193367946,481931.58962095133,497921.6974258325,0.0,19.17800556490168,1.999337919790567,1.0199933791979057,0.8082199443509832,3.8996121917238913
2pct,1.02,runtime,random_forest,65,13.909765318408784,2.018061188876552,1.0201806118887655,0.8609023468159122,13.686015584645062,1.9999996456972369,True,0.018061188876550283,3232.870959453132,3298.1122735723166,3297.5283671880434,3297.5283786421946,568841.4193367946,489716.9128731409,490989.69403444475,1.5384615384615385,19.17800556490168,1.999337919790567,1.0199933791979057,0.8082199443509832,5.268240246492898
2pct,1.02,runtime,extra_trees,65,14.401853266337882,2.0517545692903427,1.0205175456929034,0.8559814673366212,14.766411282928726,1.9999995582106855,True,0.051754569290340946,3232.870959453133,3299.201537082973,3297.528364359717,3297.5283786421955,568841.4193367946,486917.7128057557,484843.9558098743,0.0,19.17800556490168,1.999337919790567,1.0199933791979057,0.8082199443509832,4.776152298563799
2pct,1.02,runtime,xgboost,65,14.739607436851188,2.1222190491046344,1.0212221904910463,0.8526039256314881,14.957594834306033,1.9999953846474128,True,0.12221904910463266,3232.870959453133,3301.479562787619,3297.5282294338017,3297.5283786421955,568841.4193367946,484996.4271883386,483756.42458268115,0.0,19.17800556490168,1.999337919790567,1.0199933791979057,0.8082199443509832,4.438398128050494
2pct,1.02,ptx_launch,random_forest,65,14.381327996678216,2.497025187391655,1.0249702518739165,0.8561867200332178,13.295561684781653,1.9999998718993828,True,0.49702518739165313,3232.870959453132,3313.5965615865466,3297.528374500867,3297.5283786421946,568841.4193367946,487034.4690410105,493210.7575402836,1.5384615384615385,19.17800556490168,1.999337919790567,1.0199933791979057,0.8082199443509832,4.7966775682234655
2pct,1.02,ptx_launch,extra_trees,65,14.503580691653116,2.503678443736801,1.025036784437368,0.8549641930834688,14.340546819650346,1.9999986497473587,True,0.5036784437367992,3232.870959453133,3313.8116527787884,3297.52833499027,3297.5283786421955,568841.4193367946,486339.04507573775,487266.44926723803,0.0,19.17800556490168,1.999337919790567,1.0199933791979057,0.8082199443509832,4.674424873248565
2pct,1.02,ptx_launch,xgboost,65,14.340339737289742,2.2331310555304906,1.022331310555305,0.8565966026271026,14.943016934034937,1.9999987940118036,True,0.23313105553048885,3232.870959453132,3305.0652048339066,3297.5283396541527,3297.5283786421946,568841.4193367946,487267.6272374773,483839.34971749276,1.5384615384615385,19.17800556490168,1.999337919790567,1.0199933791979057,0.8082199443509832,4.837665827611939
2pct,1.02,ptx_runtime,random_forest,65,14.034911771918646,2.032627940185816,1.0203262794018582,0.8596508822808135,13.424808894374184,1.9999999791517231,True,0.032627940185814275,3232.870959453132,3298.5831978451297,3297.5283779681968,3297.5283786421946,568841.4193367946,489005.02801074577,492475.54587878427,1.5384615384615385,19.17800556490168,1.999337919790567,1.0199933791979057,0.8082199443509832,5.143093792983036
2pct,1.02,ptx_runtime,extra_trees,65,14.396248695036284,2.0505226185820735,1.0205052261858207,0.8560375130496372,14.663147497656126,1.9999998255284979,True,0.05052261858207174,3232.870959453133,3299.1617097062904,3297.5283730017572,3297.5283786421955,568841.4193367946,486949.5939286955,485431.36299167987,0.0,19.17800556490168,1.999337919790567,1.0199933791979057,0.8082199443509832,4.781756869865397
2pct,1.02,ptx_runtime,xgboost,65,16.857510056546555,2.1050545687296474,1.0210505456872965,0.8314248994345345,16.34722175480421,1.9999997343058906,True,0.10505456872964558,3232.870959453133,3300.924657286235,3297.528370052648,3297.5283786421955,568841.4193367946,472948.91986629233,475851.65108463314,0.0,19.17800556490168,1.999337919790567,1.0199933791979057,0.8082199443509832,2.320495508355126
