target_name,feature_set,model,held_out_kernel_id,n_train_rows,n_test_rows,train_s,predict_s,predict_per_row_ms,n_features
energy_ratio,runtime,random_forest,3mm::mm3kernel1,1641,25,1.0790064139291644,0.2603020879905671,10.412083519622684,162
energy_ratio,runtime,random_forest,3mm::mm3kernel2,1640,26,1.0879222850780934,0.26049999613314867,10.019230620505718,162
energy_ratio,runtime,random_forest,3mm::mm3kernel3,1640,26,1.1034905519336462,0.26382138999179006,10.146976538145772,162
energy_ratio,runtime,random_forest,atax::ataxkernel1,1640,26,1.0804888471029699,0.24340957892127335,9.361906881587437,162
energy_ratio,runtime,random_forest,atax::ataxkernel2,1640,26,1.0714018840808421,0.27211057394742966,10.465791305670372,162
energy_ratio,runtime,random_forest,bicg::bicgkernel1,1640,26,1.090840077959001,0.27466581598855555,10.564069845713675,162
energy_ratio,runtime,random_forest,bicg::bicgkernel2,1641,25,1.1242830499541014,0.24919647886417806,9.967859154567122,162
energy_ratio,runtime,random_forest,correlation::corrkernel,1641,25,1.0970009888987988,0.25419973605312407,10.167989442124963,162
energy_ratio,runtime,random_forest,correlation::meankernel,1640,26,1.0895430748350918,0.23995846300385892,9.229171653994573,162
energy_ratio,runtime,random_forest,correlation::reducekernel,1640,26,1.1063137780874968,0.272744398098439,10.49016915763227,162
energy_ratio,runtime,random_forest,correlation::stdkernel,1640,26,1.1105326351244003,0.31886388710699975,12.263995657961528,162
energy_ratio,runtime,random_forest,covariance::covarkernel,1641,25,1.0904923579655588,0.26882024202495813,10.752809680998325,162
energy_ratio,runtime,random_forest,covariance::meankernel,1641,25,1.0848267499823123,0.27176268794573843,10.870507517829537,162
energy_ratio,runtime,random_forest,covariance::reducekernel,1640,26,1.1023122710175812,0.26546644093468785,10.210247728257226,162
energy_ratio,runtime,random_forest,doitgen::kernel1,1641,25,1.0947155931498855,0.2416204980108887,9.664819920435548,162
energy_ratio,runtime,random_forest,doitgen::kernel2,1640,26,1.1446598831098527,0.2708343679551035,10.416706459811675,162
energy_ratio,runtime,random_forest,euler3d::computeflux,1640,26,1.0944719528779387,0.29327325196936727,11.27974046036028,162
energy_ratio,runtime,random_forest,euler3d::computestepfactor,1641,25,1.0794867649674416,0.27198875485919416,10.879550194367766,162
energy_ratio,runtime,random_forest,euler3d::timestep,1640,26,1.0995360338129103,0.2677608651574701,10.29849481374885,162
energy_ratio,runtime,random_forest,fdtd2d::step1,1640,26,1.0976358081679791,0.2752360268495977,10.586001032676835,162
energy_ratio,runtime,random_forest,fdtd2d::step2,1640,26,1.0986517551355064,0.26285187783651054,10.109687609096559,162
energy_ratio,runtime,random_forest,fdtd2d::step3,1640,26,1.0839116510469466,0.25885870889760554,9.956104188369444,162
energy_ratio,runtime,random_forest,gemm::gemmkernel,1641,25,1.0880274530500174,0.27620112989097834,11.048045195639133,162
energy_ratio,runtime,random_forest,gemver::gemverkernel1,1640,26,1.1323479090351611,0.2741504730656743,10.544248964064398,162
energy_ratio,runtime,random_forest,gemver::gemverkernel2,1640,26,1.103657801868394,0.2620184931438416,10.077634351686218,162
energy_ratio,runtime,random_forest,gemver::gemverkernel3,1640,26,1.093727997969836,0.3056699181906879,11.756535315026458,162
energy_ratio,runtime,random_forest,gesummv::gesummvkernel,1640,26,1.0821624919772148,0.2833745991811156,10.899023045427523,162
energy_ratio,runtime,random_forest,gramschmidt::kernel1,1641,25,1.0819006420206279,0.2606760689523071,10.427042758092284,162
energy_ratio,runtime,random_forest,gramschmidt::kernel2,1641,25,1.086017921101302,0.33896851912140846,13.558740764856339,162
energy_ratio,runtime,random_forest,gramschmidt::kernel3,1641,25,1.0922016869299114,0.2887240080162883,11.548960320651531,162
energy_ratio,runtime,random_forest,hotspot3d::hotspotopt1,1640,26,1.0795375569723547,0.2638259578961879,10.14715222677646,162
energy_ratio,runtime,random_forest,hotspot::calculatetemp,1640,26,1.1322440409567207,0.2960839259903878,11.387843307322608,162
energy_ratio,runtime,random_forest,jacobi1d::kernel1,1641,25,1.0954826599918306,0.25672428612597287,10.268971445038915,162
energy_ratio,runtime,random_forest,jacobi1d::kernel2,1641,25,1.0847470699809492,0.262382707092911,10.49530828371644,162
energy_ratio,runtime,random_forest,jacobi2d::kernel1,1640,26,1.0854155719280243,0.2695407348219305,10.366951339305022,162
energy_ratio,runtime,random_forest,jacobi2d::kernel2,1640,26,1.0867478367872536,0.2604717130307108,10.018142808873494,162
energy_ratio,runtime,random_forest,kmeans::kmeanspoint,1641,25,1.141984353074804,0.2478476508986205,9.91390603594482,162
energy_ratio,runtime,random_forest,lavamd::kernelgpucuda,1641,25,1.1169763780198991,0.2783281330484897,11.133125321939588,162
energy_ratio,runtime,random_forest,mvt::kernel1,1640,26,1.1073027460370213,0.27665459690615535,10.640561419467513,162
energy_ratio,runtime,random_forest,mvt::kernel2,1640,26,1.0975626439321786,0.27074582991190255,10.41330115045779,162
energy_ratio,runtime,random_forest,myocyte::solver2,1640,26,1.143838434945792,0.2973644130397588,11.437092809221493,162
energy_ratio,runtime,random_forest,nn::euclid,1640,26,1.2060877459589392,0.30134415812790394,11.590159927996305,162
energy_ratio,runtime,random_forest,nw::shared1,1641,25,1.0894279649946839,0.27522023511119187,11.008809404447675,162
energy_ratio,runtime,random_forest,nw::shared2,1641,25,1.0867639100179076,0.2759310540277511,11.037242161110044,162
energy_ratio,runtime,random_forest,particlefilter::findindex,1640,26,1.0956978229805827,0.25597396795637906,9.845152613706887,162
energy_ratio,runtime,random_forest,particlefilter::likelihood,1641,25,1.0870982229243964,0.29578221892006695,11.831288756802678,162
energy_ratio,runtime,random_forest,particlefilter::normalizeweights,1641,25,1.098117430927232,0.3337493760045618,13.349975040182471,162
energy_ratio,runtime,random_forest,particlefilter::sum,1641,25,1.0886038658209145,0.2584868229459971,10.339472917839885,162
energy_ratio,runtime,random_forest,pathfinder::dynproc,1640,26,1.0952549211215228,0.2936830180697143,11.295500694989013,162
energy_ratio,runtime,random_forest,preeuler3d::computeflux,1640,26,1.088143371976912,0.2613103629555553,10.050398575213666,162
energy_ratio,runtime,random_forest,preeuler3d::computefluxcontributions,1641,25,1.0858006081543863,0.275428953114897,11.01715812459588,162
energy_ratio,runtime,random_forest,preeuler3d::computestepfactor,1640,26,1.0977683591190726,0.26150796515867114,10.05799865994889,162
energy_ratio,runtime,random_forest,preeuler3d::timestep,1640,26,1.0793562401086092,0.27980201900936663,10.76161611574487,162
energy_ratio,runtime,random_forest,sradv1::compress,1640,26,1.0997348020318896,0.2820770761463791,10.849118313322274,162
energy_ratio,runtime,random_forest,sradv1::extract,1640,26,1.1520110061392188,0.28725661896169186,11.048331498526611,162
energy_ratio,runtime,random_forest,sradv1::prepare,1641,25,1.0886832289397717,0.27314978605136275,10.92599144205451,162
energy_ratio,runtime,random_forest,sradv1::reduce,1640,26,1.1058281590230763,0.2642365440260619,10.16294400100238,162
energy_ratio,runtime,random_forest,sradv1::srad,1640,26,1.1004943000152707,0.26348299090750515,10.133961188750199,162
energy_ratio,runtime,random_forest,sradv1::srad2,1640,26,1.0734246191568673,0.2739349352195859,10.535959046907148,162
energy_ratio,runtime,random_forest,streamcluster::computecost,1640,26,1.0849840629380196,0.35796353593468666,13.767828305180256,162
