constraint_name,constraint_limit,feature_set,model,n_kernels,mean_selected_energy_saving_pct,median_selected_energy_saving_pct,weighted_selected_energy_saving_pct,mean_oracle_energy_saving_pct,median_oracle_energy_saving_pct,weighted_oracle_energy_saving_pct,weighted_oracle_gap_pp,mean_oracle_gap_pp,median_oracle_gap_pp,mean_selected_slowdown_pct,median_selected_slowdown_pct,p90_selected_slowdown_pct,weighted_selected_slowdown_pct,weighted_oracle_slowdown_pct,weighted_selected_time_ratio,weighted_oracle_time_ratio,violation_count,violation_rate_pct,max_violation_over_bound_pct,mean_violation_over_bound_pct,max_violating_slowdown_pct,auto_selection_rate_pct,no_pred_feasible_rate_pct
0pct,1.0,ptx_launch,extra_trees,65,4.388439246122486,1.750118662073319,6.87045878418675,13.417385499666647,10.132103811330728,12.125011319599665,5.254552535412914,9.028946253544165,2.599053255829076,-0.30393975910390464,-0.059810234507295945,0.5825695330669545,-0.4973101377197753,-0.6686831095917389,0.9950268986228022,0.9933131689040826,14,21.53846153846154,3.1754102115570504,1.052881270426853,3.1754102115570504,21.53846153846154,0.0
0pct,1.0,ptx_launch,xgboost,65,4.5867755602842575,0.23814396502359614,6.751189254761059,13.417385499666647,10.132103811330728,12.125011319599665,5.373822064838606,8.830609939382393,1.9213134955647693,-0.2071080876304442,0.0,0.46395825567025384,-0.51656287011006,-0.6686831095917389,0.9948343712988994,0.9933131689040826,16,24.615384615384617,4.385422095058189,0.8734244391876964,4.385422095058189,33.84615384615385,0.0
0pct,1.0,ptx_runtime,random_forest,65,5.648739591276975,1.750118662073319,6.773962047826121,13.417385499666647,10.132103811330728,12.125011319599665,5.351049271773544,7.768645908389673,2.0827286489459973,-0.4130053165934297,-0.00017978084716485654,0.35349968925836117,-0.525091687559287,-0.6686831095917389,0.9947490831244071,0.9933131689040826,13,20.0,3.4813262242922693,0.8039142903026261,3.4813262242922693,29.230769230769234,0.0
0pct,1.0,ptx_runtime,extra_trees,65,5.464864318280509,3.198652325523643,6.986874133574339,13.417385499666647,10.132103811330728,12.125011319599665,5.138137186025325,7.952521181386139,1.3777147892540809,-0.28102764208542536,0.0,0.5337815184318729,-0.5285041858634765,-0.6686831095917389,0.9947149581413652,0.9933131689040826,15,23.076923076923077,2.9844402519273894,0.8393528033368236,2.9844402519273894,29.230769230769234,0.0
0pct,1.0,ptx_runtime,xgboost,65,7.623198710264727,3.283640597044002,8.644967918381564,13.417385499666647,10.132103811330728,12.125011319599665,3.4800434012181007,5.794186789401922,0.3664417178106394,-0.4714867124223986,-0.024364716344082993,1.3756715393215746,-0.6931837723233358,-0.6686831095917389,0.9930681622767666,0.9933131689040826,16,24.615384615384617,8.588895655546679,1.6134886920674787,8.588895655546679,21.53846153846154,0.0
0pct,1.0,launch_runtime,random_forest,65,6.495632210828471,2.792301099508565,6.7761461647984795,13.417385499666647,10.132103811330728,12.125011319599665,5.348865154801185,6.921753288838176,1.3777147892540809,-0.4838064904253659,-0.10567453774303903,0.4723951018879147,-0.6435417936022536,-0.6686831095917389,0.9935645820639775,0.9933131689040826,14,21.53846153846154,3.4813262242922693,0.9764250102770313,3.4813262242922693,23.076923076923077,0.0
0pct,1.0,launch_runtime,extra_trees,65,5.6816970822163375,3.283640597044002,6.827890002005144,13.417385499666647,10.132103811330728,12.125011319599665,5.297121317594521,7.735688417450312,0.7347690064029355,-0.3585302925671238,-0.024364716344082993,0.46395825567025384,-0.6460287278264865,-0.6686831095917389,0.9935397127217351,0.9933131689040826,15,23.076923076923077,2.638916653936896,0.7672826254970758,2.638916653936896,24.615384615384617,0.0
0pct,1.0,launch_runtime,xgboost,65,9.32594140611211,4.90905066631292,6.834262842963257,13.417385499666647,10.132103811330728,12.125011319599665,5.2907484766364075,4.09144409355454,0.4218292155383718,-0.21447299235235953,0.0,1.6432450415349782,-0.644813120235832,-0.6686831095917389,0.9935518687976417,0.9933131689040826,20,30.76923076923077,8.588895655546679,1.6152866210497365,8.588895655546679,23.076923076923077,0.0
0pct,1.0,ptx_launch_runtime,random_forest,65,5.652965278159329,1.750118662073319,6.77406728841391,13.417385499666647,10.132103811330728,12.125011319599665,5.350944031185755,7.764420221507319,2.0827286489459973,-0.41592468268101074,-0.00017978084716485654,0.35349968925836117,-0.5251293026010795,-0.6686831095917389,0.9947487069739892,0.9933131689040826,12,18.461538461538463,3.4813262242922693,0.8550939148534479,3.4813262242922693,30.76923076923077,0.0
0pct,1.0,ptx_launch_runtime,extra_trees,65,5.3773181656765665,2.792301099508565,6.824813742604907,13.417385499666647,10.132103811330728,12.125011319599665,5.300197576994758,8.04006733399008,0.7347690064029355,-0.30633137393905757,0.0,0.4723951018879147,-0.646381874570956,-0.6686831095917389,0.9935361812542904,0.9933131689040826,14,21.53846153846154,2.638916653936896,0.760613913071135,2.638916653936896,29.230769230769234,0.0
0pct,1.0,ptx_launch_runtime,xgboost,65,10.08278228854083,4.971438340483003,6.834936064988684,13.417385499666647,10.132103811330728,12.125011319599665,5.290075254610981,3.3346032111258204,0.3664417178106394,-0.6314593624740528,0.0,0.5337815184318729,-0.5277908689160671,-0.6686831095917389,0.9947220913108393,0.9933131689040826,19,29.230769230769234,3.4813262242922693,0.8228244107700751,3.4813262242922693,21.53846153846154,0.0
1pct,1.01,ptx,random_forest,65,1.0172395033809036,3.283640597044002,6.92274601609274,18.684051986442785,14.615172495831318,12.157291708534757,5.234545692442017,17.666812483061882,12.429918243000781,18.03073262697739,0.0,1.9720083724580606,-0.45842538893693385,-0.6673675353228159,0.9954157461106307,0.9933263246467718,13,20.0,1170.6195303192937,91.22660656826642,1171.6195303192937,15.384615384615385,0.0
1pct,1.01,ptx,extra_trees,65,7.830635698186866,4.975869435398883,6.880275677378201,18.684051986442785,14.615172495831318,12.157291708534757,5.277016031156556,10.853416288255918,4.586760805259049,-0.2755625638978026,-0.0916432340001827,1.9720083724580606,-0.6167079897564265,-0.6673675353228159,0.9938329201024357,0.9933263246467718,12,18.461538461538463,4.171922653744242,1.4814926313563237,5.171922653744243,4.615384615384616,0.0
1pct,1.01,ptx,xgboost,65,7.4758233745850715,4.660830446165576,6.958635313457506,18.684051986442785,14.615172495831318,12.157291708534757,5.198656395077251,11.208228611857713,11.080597227388745,0.1987173479272976,0.0,1.8565654457914915,-0.48981654373400074,-0.6673675353228159,0.99510183456266,0.9933263246467718,11,16.923076923076923,9.82768248307535,2.3448610287414637,10.827682483075352,18.461538461538463,0.0
1pct,1.01,launch,random_forest,65,8.252114590191509,4.90905066631292,6.340335262479013,18.684051986442785,14.615172495831318,12.157291708534757,5.816956446055744,10.431937396251275,6.436856970144067,0.06316644863574662,-0.059810234507295945,1.6383810710008369,-0.6724926021112632,-0.6673675353228159,0.9932750739788874,0.9933263246467718,10,15.384615384615385,7.588895655546679,2.451031475325758,8.588895655546679,10.76923076923077,0.0
1pct,1.01,launch,extra_trees,65,9.667614699080874,7.249661531592677,6.510316459711529,18.684051986442785,14.615172495831318,12.157291708534757,5.646975248823228,9.016437287361912,3.1934025862332294,2.5649289394866863,0.0,3.3696191017998083,-0.628531418864331,-0.6673675353228159,0.9937146858113567,0.9933263246467718,16,24.615384615384617,76.80841139135136,11.881184602081518,77.80841139135136,9.230769230769232,0.0
1pct,1.01,launch,xgboost,65,11.211467100189987,4.90905066631292,6.9063251267942105,18.684051986442785,14.615172495831318,12.157291708534757,5.250966581740546,7.472584886252799,2.0827286489459973,5.723343838890855,0.0,5.420781404883323,-0.35770325555823934,-0.6673675353228159,0.9964229674444176,0.9933263246467718,19,29.230769230769234,190.6965634205141,19.71314851731049,191.6965634205141,15.384615384615385,0.0
1pct,1.01,runtime,random_forest,65,9.405904650625915,4.971438340483003,6.834284168475757,18.684051986442785,14.615172495831318,12.157291708534757,5.323007540059,9.278147335816868,4.307627309106188,-0.38046401766533705,-0.06698363100712257,1.2064184585413922,-0.6394908440258917,-0.6673675353228159,0.9936050915597411,0.9933263246467718,9,13.846153846153847,3.684033574871326,1.2343909723417454,4.684033574871327,7.6923076923076925,0.0
1pct,1.01,runtime,extra_trees,65,10.965293299443003,8.982671078814718,6.965644240590341,18.684051986442785,14.615172495831318,12.157291708534757,5.191647467944416,7.718758686999782,0.8196639628055618,-0.3323100718787103,0.0,1.66567142999766,-0.5226472776687086,-0.6673675353228159,0.9947735272233129,0.9933263246467718,11,16.923076923076923,7.216188566637705,1.5103995658049227,8.216188566637705,7.6923076923076925,0.0
1pct,1.01,runtime,xgboost,65,13.087182417588393,9.969688517408349,6.9861177025668635,18.684051986442785,14.615172495831318,12.157291708534757,5.1711740059678935,5.596869568854393,0.0,-0.4850105148832536,-0.06698363100712257,1.2485871823403243,-0.6425406813739154,-0.6673675353228159,0.9935745931862608,0.9933263246467718,10,15.384615384615385,7.588895655546679,1.7096634953119527,8.588895655546679,1.5384615384615385,0.0
1pct,1.01,ptx_launch,random_forest,65,4.641233770646317,1.750118662073319,6.82189650447479,18.684051986442785,14.615172495831318,12.157291708534757,5.335395204059967,14.042818215796467,13.426706195562677,-0.09674010760068197,0.0,1.020028617210289,-0.6376230500749758,-0.6673675353228159,0.9936237694992502,0.9933263246467718,8,12.307692307692308,5.932442031522167,1.5234131533324535,6.932442031522168,16.923076923076923,0.0
1pct,1.01,ptx_launch,extra_trees,65,8.082076581822278,4.975869435398883,7.620074126536114,18.684051986442785,14.615172495831318,12.157291708534757,4.537217581998643,10.601975404620504,6.655015878524528,-0.0843315730721175,0.0,1.9298432020760672,-0.161621532518319,-0.6673675353228159,0.9983837846748168,0.9933263246467718,11,16.923076923076923,4.171922653744242,1.5116093456334638,5.171922653744243,7.6923076923076925,0.0
1pct,1.01,ptx_launch,xgboost,65,7.97253721110095,4.660830446165576,6.947364022727354,18.684051986442785,14.615172495831318,12.157291708534757,5.209927685807403,10.711514775341836,6.436856970144067,0.1761580277426274,0.0,1.841222251357797,-0.5039931478000748,-0.6673675353228159,0.9949600685219993,0.9933263246467718,12,18.461538461538463,10.519792704022567,2.0335204064364842,11.519792704022569,18.461538461538463,0.0
1pct,1.01,ptx_runtime,random_forest,65,9.300062694442865,4.975869435398883,6.833148618497164,18.684051986442785,14.615172495831318,12.157291708534757,5.324143090037593,9.38398929199992,3.8422934503447124,-0.4648152455312094,-0.06302759349352538,1.2064184585413922,-0.6378430636002519,-0.6673675353228159,0.9936215693639975,0.9933263246467718,9,13.846153846153847,3.684033574871326,1.0955070257400612,4.684033574871327,9.230769230769232,0.0
1pct,1.01,ptx_runtime,extra_trees,65,10.327493941652449,8.453090423948561,7.056365114339025,18.684051986442785,14.615172495831318,12.157291708534757,5.100926594195732,8.35655804479034,2.0827286489459973,-0.38253642927828146,-0.024364716344082993,1.3756715393215746,-0.6389685602490758,-0.6673675353228159,0.9936103143975092,0.9933263246467718,9,13.846153846153847,1.9826564378273792,1.0954841490959069,2.98265643782738,7.6923076923076925,0.0
1pct,1.01,ptx_runtime,xgboost,65,12.494132016591479,9.272754386754123,8.75260222308263,18.684051986442785,14.615172495831318,12.157291708534757,3.4046894854521277,6.189919969851306,0.4218292155383718,-0.2720737260032004,-0.06302759349352538,2.365908242323767,-0.6631901585965272,-0.6673675353228159,0.9933680984140347,0.9933263246467718,10,15.384615384615385,7.588895655546679,2.5790081364730333,8.588895655546679,4.615384615384616,0.0
1pct,1.01,launch_runtime,random_forest,65,9.226062218718967,4.975869435398883,6.830066208946295,18.684051986442785,14.615172495831318,12.157291708534757,5.327225499588462,9.457989767723815,3.8422934503447124,-0.4109145542497558,-0.06698363100712257,1.2064184585413922,-0.6377428768304161,-0.6673675353228159,0.9936225712316958,0.9933263246467718,9,13.846153846153847,3.684033574871326,1.2343909723417454,4.684033574871327,7.6923076923076925,0.0
1pct,1.01,launch_runtime,extra_trees,65,10.983452672177092,8.452495539767924,6.9904544465067,18.684051986442785,14.615172495831318,12.157291708534757,5.166837262028057,7.700599314265692,0.8196639628055618,-0.15199251843147288,0.0,1.020028617210289,-0.6400427355888416,-0.6673675353228159,0.9935995726441116,0.9933263246467718,8,12.307692307692308,2.2190643699443013,0.8317645612721469,3.2190643699443022,13.846153846153847,0.0
1pct,1.01,launch_runtime,xgboost,65,14.091722823981197,10.738743598493517,7.002839185735721,18.684051986442785,14.615172495831318,12.157291708534757,5.154452522799036,4.592329162461588,0.3664417178106394,-0.08450584233272446,0.0,2.2377915858756534,-0.6322855100283964,-0.6673675353228159,0.993677144899716,0.9933263246467718,12,18.461538461538463,7.588895655546679,2.0550060476253336,8.588895655546679,6.153846153846154,0.0
1pct,1.01,ptx_launch_runtime,random_forest,65,8.998177862674055,4.975869435398883,6.83177400445194,18.684051986442785,14.615172495831318,12.157291708534757,5.3255177040828166,9.68587412376873,3.8422934503447124,-0.3980329012308907,-0.06698363100712257,1.2064184585413922,-0.637841946215123,-0.6673675353228159,0.9936215805378488,0.9933263246467718,9,13.846153846153847,3.684033574871326,1.0955070257400612,4.684033574871327,9.230769230769232,0.0
1pct,1.01,ptx_launch_runtime,extra_trees,65,10.668189095943132,9.50800164625274,7.1438557733001335,18.684051986442785,14.615172495831318,12.157291708534757,5.013435935234623,8.015862890499651,1.9382256086455172,-0.6406394025337329,-0.00017978084716485654,1.020028617210289,-0.6403343986302046,-0.6673675353228159,0.993596656013698,0.9933263246467718,8,12.307692307692308,1.9665456075591115,0.6403046637424026,2.9665456075591123,9.230769230769232,0.0
1pct,1.01,ptx_launch_runtime,xgboost,65,13.383879760454239,10.24040106677867,8.669915043524535,18.684051986442785,14.615172495831318,12.157291708534757,3.4873766650102223,5.300172225988548,0.0,-0.4048991624505717,-0.00017978084716485654,1.6479362756607558,-0.6915812630808205,-0.6673675353228159,0.9930841873691918,0.9933263246467718,10,15.384615384615385,7.588895655546679,1.7945414774234325,8.588895655546679,4.615384615384616,0.0
2pct,1.02,ptx,random_forest,65,6.555475314402658,9.376955133721143,13.300765343517163,23.24935156059403,22.6349793586765,15.495416918486471,2.194651574969308,16.693876246191373,10.209654533226253,18.797150013910976,0.3093574726729109,3.0163046007084438,1.7390830713600813,0.4530349510832865,1.0173908307136008,1.0045303495108329,15,23.076923076923077,1169.6195303192937,79.71422756126863,1171.6195303192937,7.6923076923076925,0.0
2pct,1.02,ptx,extra_trees,65,11.937610795421444,11.636985951083822,14.072270316909819,23.24935156059403,22.6349793586765,15.495416918486471,1.4231466015766525,11.31174076517259,4.586760805259049,0.7828406230424491,0.7434756168102297,3.0048702458598298,2.042613415001182,0.4530349510832865,1.0204261341500118,1.0045303495108329,16,24.615384615384617,6.306122113834656,1.5423720760490756,8.306122113834657,1.5384615384615385,0.0
2pct,1.02,ptx,xgboost,65,11.544397495329974,10.02841169057227,13.322781592501743,23.24935156059403,22.6349793586765,15.495416918486471,2.1726353259847286,11.704954065264056,9.553590939785028,0.8035851880515567,0.42939489650208884,3.115697252212115,1.7060313716026343,0.4530349510832865,1.0170603137160263,1.0045303495108329,12,18.461538461538463,9.519792704022567,2.168818302829706,11.519792704022569,7.6923076923076925,0.0
2pct,1.02,launch,random_forest,65,12.235606982402714,9.50800164625274,13.89351781466922,23.24935156059403,22.6349793586765,15.495416918486471,1.6018991038172512,11.01374457819132,6.436856970144067,1.0748194310524568,0.1469735336750766,2.9992443100034505,2.005999930126401,0.4530349510832865,1.020059999301264,1.0045303495108329,12,18.461538461538463,26.466152639444118,4.362243060144269,28.466152639444118,7.6923076923076925,0.0
2pct,1.02,launch,extra_trees,65,13.746044976580222,12.492562168059463,13.478522724185527,23.24935156059403,22.6349793586765,15.495416918486471,2.016894194300944,9.50330658401381,3.688049661238857,2.95927263085887,0.8276542002540799,4.506659110578555,1.612603427867465,0.4530349510832865,1.0161260342786747,1.0045303495108329,17,26.153846153846157,75.80841139135134,10.924356615242242,77.80841139135136,1.5384615384615385,0.0
2pct,1.02,launch,xgboost,65,14.976149337585591,13.49567597795912,13.795148482700236,23.24935156059403,22.6349793586765,15.495416918486471,1.700268435786235,8.273202223008441,3.688049661238857,6.447016086154031,0.49015901689348773,7.349001391611834,1.873548545330439,0.4530349510832865,1.0187354854533044,1.0045303495108329,17,26.153846153846157,189.59785346170764,22.89171916039657,191.59785346170764,9.230769230769232,0.0
2pct,1.02,runtime,random_forest,65,14.95249755912882,13.49567597795912,10.140034764161943,23.24935156059403,22.6349793586765,15.495416918486471,5.355382154324529,8.29685400146521,4.646550933894048,0.21415975849365945,0.17976069402603212,2.698168199185079,0.4944180041100532,0.4530349510832865,1.0049441800411005,1.0045303495108329,11,16.923076923076923,6.588895655546678,1.4561865955385083,8.588895655546679,3.076923076923077,0.0
2pct,1.02,runtime,extra_trees,65,15.843854681487269,13.49567597795912,10.25996879584008,23.24935156059403,22.6349793586765,15.495416918486471,5.235448122646391,7.405496879106763,1.3393429640405827,0.25538179849155906,0.4470758239310424,2.9992443100034505,0.6189052663944095,0.4530349510832865,1.006189052663944,1.0045303495108329,15,23.076923076923077,6.588895655546678,1.27469202688963,8.588895655546679,4.615384615384616,0.0
2pct,1.02,runtime,xgboost,65,17.021168444401837,14.19629178837205,13.368814688310792,23.24935156059403,22.6349793586765,15.495416918486471,2.1266022301756795,6.228183116192193,0.0,0.22413429850846417,0.4470758239310424,2.8081408447548966,1.5879892835432452,0.4530349510832865,1.0158798928354325,1.0045303495108329,12,18.461538461538463,6.588895655546678,1.747106413592527,8.588895655546679,1.5384615384615385,0.0
2pct,1.02,ptx_launch,random_forest,65,10.417666615242737,9.060858076550604,13.913506074325777,23.24935156059403,22.6349793586765,15.495416918486471,1.581910844160694,12.831684945351297,9.553943739799076,0.42103250960283295,0.3093574726729109,2.949260561380287,2.0142900481102677,0.4530349510832865,1.0201429004811027,1.0045303495108329,12,18.461538461538463,6.588895655546678,1.3919129745660064,8.588895655546679,6.153846153846154,0.0
2pct,1.02,ptx_launch,extra_trees,65,11.404014515157476,9.50800164625274,14.00167040728898,23.24935156059403,22.6349793586765,15.495416918486471,1.4937465111974912,11.845337045436558,9.553943739799076,0.8602838620485758,0.42939489650208884,3.0163046007084438,2.0426641570866044,0.4530349510832865,1.020426641570866,1.0045303495108329,15,23.076923076923077,8.82768248307535,2.1853320264541676,10.827682483075352,4.615384615384616,0.0
2pct,1.02,ptx_launch,xgboost,65,11.674723348975087,10.02841169057227,13.240056198299799,23.24935156059403,22.6349793586765,15.495416918486471,2.2553607201866726,11.574628211618945,9.553943739799076,0.8763155981720766,0.1887206902949412,2.9977619794729815,1.6818324298801146,0.4530349510832865,1.0168183242988011,1.0045303495108329,13,20.0,9.519792704022567,2.2729904547531987,11.519792704022569,15.384615384615385,0.0
2pct,1.02,ptx_runtime,random_forest,65,14.57375142847314,12.433785581011803,10.147234638561397,23.24935156059403,22.6349793586765,15.495416918486471,5.348182279925075,8.675600132120895,3.8422934503447124,0.2770786594861984,0.17976069402603212,2.2231159145918378,0.4958677306412529,0.4530349510832865,1.0049586773064125,1.0045303495108329,10,15.384615384615385,3.1719226537442413,0.9520614867805754,5.171922653744243,4.615384615384616,0.0
2pct,1.02,ptx_runtime,extra_trees,65,15.917655268648051,13.527501640140894,10.369965196143593,23.24935156059403,22.6349793586765,15.495416918486471,5.125451722342879,7.33169629194598,2.1523766923072873,0.23436366194926989,0.4470758239310424,2.976212105720073,0.508328347938658,0.4530349510832865,1.0050832834793866,1.0045303495108329,15,23.076923076923077,6.588895655546678,1.2744993103555657,8.588895655546679,3.076923076923077,0.0
2pct,1.02,ptx_runtime,xgboost,65,16.824537289510538,13.445783083985907,16.27669086558261,23.24935156059403,22.6349793586765,15.495416918486471,-0.7812739470961372,6.424814271083498,0.4754932138794956,0.3747508687958067,0.3093574726729109,3.0990222277051864,2.0369180140068055,0.4530349510832865,1.020369180140068,1.0045303495108329,13,20.0,6.714561990583978,1.927875459237895,8.71456199058398,3.076923076923077,0.0
2pct,1.02,launch_runtime,random_forest,65,14.539666789556167,12.492562168059463,10.139341457755124,23.24935156059403,22.6349793586765,15.495416918486471,5.356075460731347,8.709684771037868,4.646550933894048,0.16351293876751055,0.16145116718175867,2.2260472422851008,0.49441374161431906,0.4530349510832865,1.0049441374161432,1.0045303495108329,10,15.384615384615385,6.588895655546678,1.3957908578920586,8.588895655546679,3.076923076923077,0.0
2pct,1.02,launch_runtime,extra_trees,65,14.692003961450348,12.492562168059463,10.15153479611699,23.24935156059403,22.6349793586765,15.495416918486471,5.343882122369481,8.557347599143682,1.981256734866534,0.13626290039691785,0.1469735336750766,2.2231159145918378,0.46485902469708407,0.4530349510832865,1.0046485902469708,1.0045303495108329,10,15.384615384615385,6.588895655546678,1.3478327815693891,8.588895655546679,7.6923076923076925,0.0
2pct,1.02,launch_runtime,xgboost,65,16.975596262471555,13.49567597795912,13.368698452105033,23.24935156059403,22.6349793586765,15.495416918486471,2.1267184663814387,6.273755298122481,0.9165556267435306,0.41305288674813806,0.487000495115697,3.0163046007084438,1.5884067015857761,0.4530349510832865,1.0158840670158578,1.0045303495108329,15,23.076923076923077,6.714561990583978,1.6470399804993467,8.71456199058398,1.5384615384615385,0.0
2pct,1.02,ptx_launch_runtime,random_forest,65,14.56562254444673,12.492562168059463,10.14447105817431,23.24935156059403,22.6349793586765,15.495416918486471,5.350945860312162,8.683729016147304,3.8422934503447124,0.23870877923186637,0.16145116718175867,2.2231159145918378,0.49521021045406677,0.4530349510832865,1.0049521021045407,1.0045303495108329,10,15.384615384615385,3.1719226537442413,0.9759068790549996,5.171922653744243,4.615384615384616,0.0
2pct,1.02,ptx_launch_runtime,extra_trees,65,16.194316516934347,13.933706386198763,10.308400170393794,23.24935156059403,22.6349793586765,15.495416918486471,5.187016748092677,7.055035043659685,1.3393429640405827,0.06505585237980846,0.18975879569276266,2.840211518751117,0.465574246507261,0.4530349510832865,1.0046557424650726,1.0045303495108329,13,20.0,6.588895655546678,1.263406688534043,8.588895655546679,3.076923076923077,0.0
2pct,1.02,ptx_launch_runtime,xgboost,65,17.050917445026997,14.360327653339422,15.032969081113789,23.24935156059403,22.6349793586765,15.495416918486471,0.46244783737268236,6.198434115567037,0.0,0.2728208113151685,0.3093574726729109,2.698168199185079,1.500812633261206,0.4530349510832865,1.015008126332612,1.0045303495108329,11,16.923076923076923,6.588895655546678,1.46656369746409,8.588895655546679,4.615384615384616,0.0
5pct,1.05,ptx,random_forest,65,10.350039032694548,12.32487273890862,14.073164578205798,27.924988769473153,30.298788814121924,19.488570768264168,5.41540619005837,17.574949736778606,6.436856970144067,19.156729405926594,1.0120855171661836,3.1913991354594895,2.0705244500657916,2.0943865993294564,1.020705244500658,1.0209438659932946,5,7.6923076923076925,1166.6195303192935,235.9069640766242,1171.6195303192937,1.5384615384615385,0.0
5pct,1.05,ptx,extra_trees,65,14.759023725188907,12.620988988521187,14.082070719749339,27.924988769473153,30.298788814121924,19.488570768264168,5.406500048514829,13.165965044284249,6.436856970144067,1.7004246170737287,1.1996349705884368,6.901524350104984,2.0525810058702687,2.0943865993294564,1.0205258100587027,1.0209438659932946,9,13.846153846153847,6.611860300699379,3.256434325207539,11.611860300699384,0.0,0.0
