workload,kernel,kernel_id,effective_core_clock,effective_mem_clock,feature_set,model,requested_core_clock,requested_mem_clock,time_per_launch_mean_ms,energy_per_launch_mean_mJ,auto_time_per_launch_mean_ms,auto_energy_per_launch_mean_mJ,actual_time_ratio,actual_energy_ratio,pred_time_ratio,pred_energy_ratio,is_virtual_auto,pred_time_per_launch_ms,pred_energy_per_launch_mJ,global_limit,allowed_total_time_ms,auto_total_time_ms,solver_pred_objective_energy_mJ,constraint_name,constraint_limit,selected_actual_energy_saving_pct
doitgen,kernel1,doitgen::kernel1,1890.0,9251.0,ptx,random_forest,1890,9251,0.0249759432147977,4.080097705713986,0.0242435354754874,4.764261228368753,1.0302104344496634,0.8563967234666058,1.0105435760921522,0.8843453409114088,False,0.024499149036515993,4.213252220192772,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,14.360327653339422
doitgen,kernel2,doitgen::kernel2,1890.0,9501.0,ptx,random_forest,1890,9501,0.0055933119743692,0.7520242167696207,0.0062991934528833,0.6842749768820062,0.8879409746987529,1.0990087935062645,0.9455591277721878,0.9323879038394228,False,0.005956259866976609,0.6380097113447833,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,-9.900879350626447
euler3d,compute_flux,euler3d::computeflux,1890.0,9251.0,ptx,random_forest,1890,9251,0.025022219664403,8.402651346441601,0.0256531047822317,8.83643649087523,0.9754070658041488,0.9509094933368708,1.0111048407042331,0.9819334647336676,False,0.025937978424407385,8.676792699384125,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,4.90905066631292
euler3d,time_step,euler3d::timestep,1890.0,9251.0,ptx,random_forest,1890,9251,0.0086197225832922,1.7856330141742491,0.0088314572408104,2.095693965829387,0.9760249467619264,0.8520485544594156,1.0114930306595886,0.8777153506655965,False,0.00893295744964788,1.8394227641057148,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,14.795144554058437
fdtd2d,step1,fdtd2d::step1,1470.0,9251.0,ptx,random_forest,1470,9251,0.0677693277310924,14.8,0.0677983972664036,22.852255623805068,0.9995712356562504,0.6476384757652949,1.0974161908802365,0.7118531744681289,False,0.07440305887588168,16.267450709562787,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,35.236152423470514
fdtd2d,step2,fdtd2d::step2,1470.0,9251.0,ptx,random_forest,1470,9251,0.0681541082819911,14.822869527288589,0.067651138562286,22.77645482958773,1.0074347561681023,0.6507979243562064,1.0120791835858445,0.6509550458031964,False,0.06846830908477125,14.826448196828716,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,34.92020756437936
fdtd2d,step3,fdtd2d::step3,1470.0,9251.0,ptx,random_forest,1470,9251,0.0868986774187942,19.4666921566242,0.0867349905459087,29.282460492306623,1.0018872069029494,0.6647901791496887,1.0235202589270884,0.6774107789767548,False,0.08877501998158704,19.836254372449478,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,33.52098208503113
gemm,gemm_kernel,gemm::gemmkernel,1890.0,9251.0,ptx,random_forest,1890,9251,0.3283405345065335,91.8420776150765,0.3255344401041666,103.93723958333334,1.0086199616896725,0.8836301404891618,0.998807190941663,0.9712602910719612,False,0.3251461396752097,100.9501135709245,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,11.636985951083822
gemver,gemver_kernel1,gemver::gemverkernel1,1470.0,9501.0,ptx,random_forest,1470,9501,0.1840031649063408,42.04202701210761,0.1792517209235623,60.94808547253693,1.0265071038553912,0.6898006177905563,1.0129765547935587,0.6763412459477337,False,0.1815777907019666,41.221704066624596,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,31.019938220944365
gemver,gemver_kernel2,gemver::gemverkernel2,1890.0,9251.0,ptx,random_forest,1890,9251,1.2203355295265983,193.35602733040508,1.1949811230585423,212.01003584229392,1.0212174117053512,0.9120135589913072,1.018100932893187,0.894546603944716,False,1.2166113961756502,189.65285756492153,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,8.798644100869279
gemver,gemver_kernel3,gemver::gemverkernel3,1890.0,9251.0,ptx,random_forest,1890,9251,0.697876622470342,127.86196789951153,0.6776776904310111,142.11371645432365,1.0298061044720006,0.8997158830942773,1.0093741934082778,0.867748758325903,False,0.6840303721695864,123.3190009943188,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,10.02841169057227
gramschmidt,kernel1,gramschmidt::kernel1,1890.0,9251.0,ptx,random_forest,1890,9251,0.0810904313979889,10.47163477132663,0.0796207363291824,12.213621452912513,1.0184586972761749,0.8573734507572706,1.0018387097483332,0.9339737861181168,False,0.07976713575324033,11.407202270590153,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,14.262654924272944
gramschmidt,kernel2,gramschmidt::kernel2,1470.0,9501.0,ptx,random_forest,1470,9501,0.0066303992955869,0.6771661165649785,0.0068690622239501,0.7647887149798805,0.9652553841292828,0.885429012355122,1.0334245619298663,0.7542307593876391,False,0.007098657619654626,0.5768271732703719,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,11.457098764487805
gramschmidt,kernel3,gramschmidt::kernel3,1950.0,9251.0,ptx,random_forest,1950,9251,1.1519631421331489,176.40428472702143,1.1533431734317343,177.33694649446494,0.9988034512793974,0.9947407362882916,0.998206746222699,0.9783400160878468,False,1.1512749364294534,173.49583108636446,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,0.5259263711708373
hotspot3d,hotspotOpt1,hotspot3d::hotspotopt1,1890.0,9251.0,ptx,random_forest,1890,9251,0.038294143326517,11.854107789751012,0.0382728219102585,13.520491113118291,1.000557090258683,0.8767512726109138,1.0122589319295188,0.933814800608862,False,0.03874200582880695,12.625634712930449,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,12.32487273890862
hotspot,calculate_temp,hotspot::calculatetemp,1890.0,9251.0,ptx,random_forest,1890,9251,0.0094516304039621,2.2631670478818924,0.0092787035834245,2.4721231465845195,1.0186369592457416,0.9154750446023208,0.9927165298501696,0.897461095939679,False,0.009211122422845504,2.2186343484315905,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,8.452495539767924
jacobi1d,kernel1,jacobi1d::kernel1,1890.0,9501.0,ptx,random_forest,1890,9501,0.0056106136995339,0.7388834216630067,0.0058807652047093,0.6770520917869283,0.9540618447138368,1.091324331799771,0.9413994335179666,0.9654050369485098,False,0.005536149032365504,0.6536294996876253,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,-9.132433179977095
jacobi1d,kernel2,jacobi1d::kernel2,1890.0,9501.0,ptx,random_forest,1890,9501,0.0055836343839861,0.7329059996091459,0.0063036988755488,0.6731565192066941,0.8857711153754928,1.088760160078173,0.9171223554976816,0.983705629909986,False,0.005781263161091402,0.6621878577542346,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,-8.876016007817288
jacobi2d,kernel1,jacobi2d::kernel1,1470.0,9251.0,ptx,random_forest,1470,9251,0.0166728522886801,3.258795754429139,0.0169041370986554,5.46050367325136,0.9863178576566504,0.5967939863116596,1.046987393799237,0.6947077985094612,False,0.017698418445346215,3.793454485597278,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,40.32060136883404
jacobi2d,kernel2,jacobi2d::kernel2,1470.0,9501.0,ptx,random_forest,1470,9501,0.0169419705481726,3.0300244641271865,0.0164680881897647,4.615767181128919,1.0287757967377436,0.6564508878426807,0.9990100080953822,0.7002449980564563,False,0.0164517849157723,3.232167880778675,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,34.35491121573193
kmeans,kmeansPoint,kmeans::kmeanspoint,1890.0,9251.0,ptx,random_forest,1890,9251,2.369063950734249,794.9677877783041,2.374225546058879,794.7644824311491,0.9978259877907564,1.0002558057785031,1.0160555902398272,0.9006435875763555,False,2.4123451385633303,715.7995347350555,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,-0.025580577850314867
lavamd,kernel_gpu_cuda,lavamd::kernelgpucuda,1890.0,9251.0,ptx,random_forest,1890,9251,0.6419896007189627,218.0766465528309,0.6408376265538895,217.95347943098807,1.0017976069402603,1.0005651073897257,1.0152799862658897,0.9112392369472744,False,0.6506296166862983,198.60776228669704,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,-0.05651073897257053
mvt,kernel1,mvt::kernel1,1890.0,9251.0,ptx,random_forest,1890,9251,0.4619176905311778,94.71852193995382,0.460322592524397,111.79534155772416,1.003465174277094,0.8472492737190401,1.0214254838410457,0.8912308270472928,False,0.4701852267921967,99.63545471652509,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,15.275072628095987
mvt,kernel2,mvt::kernel2,1890.0,9251.0,ptx,random_forest,1890,9251,1.2076701279884088,193.0125573532963,1.182297635933806,214.6075650118204,1.0214603254573569,0.8993744341801992,1.0090527323505092,0.8628783227731407,False,1.1930006599905545,185.18021575182735,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,10.062556581980076
myocyte,solver_2,myocyte::solver2,1890.0,9251.0,ptx,random_forest,1890,9251,454.5405,58750.16666666666,443.8926666666667,62705.25,1.023987405363759,0.9369258023318088,1.0281341835692974,0.91789295701719,False,456.3812244357316,57556.707343002156,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,6.307419766819122
nn,euclid,nn::euclid,1470.0,9501.0,ptx,random_forest,1470,9501,0.1513996548174165,35.02337552231575,0.1508754978877489,51.16599275799638,1.00347410240235,0.6845049540613515,1.0252135335658803,0.734377608793834,False,0.15467960231801056,37.57515941318,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,31.549504593864853
nw,shared_2,nw::shared2,1890.0,9251.0,ptx,random_forest,1890,9251,0.0086542945119766,1.314262768087872,0.0084325397762344,1.4027999365873896,1.0262975024875869,0.9368853917152984,1.0186518335048786,0.915647858777259,False,0.008589822104163992,1.284470758229118,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,6.311460828470161
particlefilter,find_index,particlefilter::findindex,1890.0,9251.0,ptx,random_forest,1890,9251,29.71855621301775,4917.10650887574,28.80391379310345,5425.362068965517,1.0317541021155705,0.906318591528272,1.0066705874239077,0.9583095372734453,False,28.996052818211048,5199.176213851247,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,9.368140847172802
particlefilter,likelihood,particlefilter::likelihood,1950.0,9251.0,ptx,random_forest,1950,9251,6.179703703703704,1216.6,6.209976426799008,1225.0111662531017,0.9951251468581004,0.9931338044216946,0.9989241951595342,0.9853049168154596,False,6.2032957040998795,1207.0095252630215,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,0.6866195578305367
particlefilter,normalize_weights,particlefilter::normalizeweights,1965.0,9251.0,ptx,random_forest,1965,9251,7.351080763582966,1024.259911894273,7.351093979441997,1018.2613803230544,0.9999982021915284,1.0058909546086443,0.998616125084404,0.9880205593558764,False,7.340920984881659,1006.0631785572709,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,-0.5890954608644305
particlefilter,sum,particlefilter::sum,1890.0,9251.0,ptx,random_forest,1890,9251,0.012026590754932,1.4981695554497216,0.0117943472199616,1.6474419306824428,1.0196910885052914,0.909391419234494,1.0098826908718932,0.8939769038605677,False,0.011910907107572253,1.4727750364815662,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,9.060858076550604
pathfinder,dynproc,pathfinder::dynproc,1890.0,9251.0,ptx,random_forest,1890,9251,0.0191745454684905,5.283245705870848,0.0196384567346025,6.037481883559895,0.9763774072280028,0.8750743783194054,1.0171174651054615,0.914330182274846,False,0.019974617332482174,5.520251911076399,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,12.492562168059463
pre_euler3d,compute_flux,preeuler3d::computeflux,1470.0,9251.0,ptx,random_forest,1470,9251,0.0588173840416897,12.623839828724018,0.0512522730301259,17.42720665867134,1.147605375611674,0.7243754019777295,1.1005726111893144,0.6873387161112106,False,0.05640684795815334,11.9783938501759,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,27.562459802227046
pre_euler3d,compute_flux_contributions,preeuler3d::computefluxcontributions,1890.0,9251.0,ptx,random_forest,1890,9251,0.0106264900971897,2.256992750620055,0.0109878013673192,2.609109748138121,0.9671170548091504,0.8650432402204088,1.0224428279216011,0.9136742295166256,False,0.011234398702642678,2.3838763388544146,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,13.49567597795912
pre_euler3d,compute_step_factor,preeuler3d::computestepfactor,1890.0,9251.0,ptx,random_forest,1890,9251,0.007888,1.3959613488463811,0.0072640945028315,1.5152429545646051,1.0858889565554668,0.9212788910458926,1.0160981015284969,0.8759161549721026,False,0.007381032633650678,1.3272257826107974,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,7.872110895410744
pre_euler3d,time_step,preeuler3d::timestep,1890.0,9251.0,ptx,random_forest,1890,9251,0.0080947652845144,1.6692402587730943,0.0080555347902019,1.9303712630418952,1.004870004951157,0.8647249835985911,1.0000338706902991,0.8762098955680813,False,0.008055807636725972,1.691410402797564,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,13.527501640140894
srad_v1,compress,sradv1::compress,1890.0,9251.0,ptx,random_forest,1890,9251,0.046918409668853,13.049948859424411,0.0468210132034834,14.976018353778445,1.0020801870507654,0.871389748005478,0.9919464304116716,0.9173954699867392,False,0.0464439369154531,13.738931396194607,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,12.861025199452204
srad_v1,extract,sradv1::extract,1470.0,9251.0,ptx,random_forest,1470,9251,0.0471987709560489,9.222473946533755,0.0467676313229571,14.500636037114637,1.0092187613718244,0.6360047878540409,1.0273031293730197,0.6757528106163364,False,0.04804453401143749,9.79884555780475,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,36.39952121459591
srad_v1,prepare,sradv1::prepare,1470.0,810.0,ptx,random_forest,1470,810,0.8612439717533587,53.50800895625216,0.0676408279220779,22.657237554112555,12.732605413190832,2.3616298689749065,1.05688320678542,0.5378670164728547,False,0.07148845512390646,12.18658076474724,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,-136.16298689749064
srad_v1,reduce,sradv1::reduce,1890.0,9251.0,ptx,random_forest,1890,9251,0.1168118166526492,31.698252499766376,0.1156414265229659,36.027290809010594,1.0101208551716618,0.8798400264900988,1.0169937095933907,0.9097847507538608,False,0.11760660334226261,32.77707978901256,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,12.015997350990116
srad_v1,srad,sradv1::srad,1890.0,9251.0,ptx,random_forest,1890,9251,0.1311407626940831,45.6898866974402,0.131279491690078,45.71882794654344,0.9989432546225696,0.9993669730742644,1.0068969327628776,0.9125203590377096,False,0.1321849175174092,41.71936129256309,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,0.06330269257356358
srad_v1,srad2,sradv1::srad2,1890.0,9251.0,ptx,random_forest,1890,9251,0.1447666116563884,49.03399056139437,0.1452390856014175,50.05771632730124,0.9967469228887484,0.979549091708194,1.0029115551244585,0.960504729301744,False,0.14566195720537198,48.080673270417975,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,2.045090829180596
streamcluster,compute_cost,streamcluster::computecost,1890.0,9251.0,ptx,random_forest,1890,9251,0.3868058327531523,111.73969211727392,0.3867962404270132,126.6268275702019,1.000024799429613,0.8824330061915627,1.001340667984396,0.9408673505847416,False,0.3873148057630384,119.13904776892677,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,11.756699380843727
syr2k,syr2k_kernel,syr2k::syr2kkernel,1890.0,9251.0,ptx,random_forest,1890,9251,15.70537304075235,3376.959247648903,15.537757763975156,3970.515527950311,1.0107876103697415,0.8505090142267198,1.0125939126935406,0.8795941877442668,False,15.733438928708042,3492.4423807334524,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,14.949098577328023
syrk,syrk_kernel,syrk::syrkkernel,1890.0,9251.0,ptx,random_forest,1890,9251,8.06486935483871,1706.416129032258,7.959238473767885,1987.608903020668,1.0132714808607586,0.8585271108611621,1.0011776786112427,0.9072257241137204,False,7.968611898680222,1803.2099262978031,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,14.147288913883793
euler3d,compute_step_factor,euler3d::computestepfactor,auto,auto,ptx,random_forest,auto,auto,0.0072604597604343,1.4915873221009406,0.0072604597604343,1.4915873221009406,1.0,1.0,1.0,1.0,True,0.0072604597604343,1.4915873221009406,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,0.0
gesummv,gesummv_kernel,gesummv::gesummvkernel,auto,auto,ptx,random_forest,auto,auto,1.413187623622492,303.2195535461995,1.413187623622492,303.2195535461995,1.0,1.0,1.0,1.0,True,1.413187623622492,303.2195535461995,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,0.0
nw,shared_1,nw::shared1,auto,auto,ptx,random_forest,auto,auto,0.0088833896835563,1.458549273428575,0.0088833896835563,1.458549273428575,1.0,1.0,1.0,1.0,True,0.0088833896835563,1.458549273428575,1.0,3232.870959453133,3232.870959453133,530459.5080945267,0pct,1.0,0.0
2dconv,convolution2D_kernel,2dconv::convolution2dkernel,1470.0,9251.0,ptx,extra_trees,1470,9251,0.1763533664867915,49.92395866398618,0.1732624922032019,59.52214290664634,1.0178392579045017,0.8387459897451305,1.0755138058387888,0.6597880337828748,False,0.18634620239857913,39.27199763491947,1.0,3232.870959453133,3232.870959453133,525156.1516415348,0pct,1.0,16.12540102548695
2mm,mm2_kernel1,2mm::mm2kernel1,1890.0,810.0,ptx,extra_trees,1890,810,2.3044110599078342,664.5135944700461,2.134778062313273,696.625693555271,1.0794616548620255,0.9539033667831875,1.0553922089178458,0.6540184059909617,False,2.253028134734164,455.6060256713665,1.0,3232.870959453133,3232.870959453133,525156.1516415348,0pct,1.0,4.6096633216812455
2mm,mm2_kernel2,2mm::mm2kernel2,1470.0,5001.0,ptx,extra_trees,1470,5001,2.5977122077922075,397.8051948051948,2.032619105691057,674.4752032520325,1.278012294836237,0.5897995847544095,1.2812623987828609,0.589738960904429,False,2.6043184311695975,397.7643055216572,1.0,3232.870959453133,3232.870959453133,525156.1516415348,0pct,1.0,41.02004152455905
3mm,mm3_kernel1,3mm::mm3kernel1,1890.0,810.0,ptx,extra_trees,1890,810,0.3303009034162475,77.42452690498267,0.329816160949868,112.27612137203168,1.0014697353367508,0.6895903239160999,1.0075937624369824,0.6950007388916443,False,0.3323207065239988,78.03198731344995,1.0,3232.870959453133,3232.870959453133,525156.1516415348,0pct,1.0,31.040967608390012
3mm,mm3_kernel2,3mm::mm3kernel2,1890.0,810.0,ptx,extra_trees,1890,810,0.3304146067107512,78.12970879691676,0.3275530298067474,112.24828037995414,1.0087362248051623,0.6960437035868351,1.004492475472308,0.694524719795349,False,0.32902455375903433,77.95920547839742,1.0,3232.870959453133,3232.870959453133,525156.1516415348,0pct,1.0,30.39562964131649
3mm,mm3_kernel3,3mm::mm3kernel3,1470.0,810.0,ptx,extra_trees,1470,810,0.4237827742251701,48.4911281628457,0.3288522854324235,113.16270963498847,1.288672127268077,0.4285080157523274,1.2905479855256072,0.42444337946294,False,0.42439965450030614,48.031162906657904,1.0,3232.870959453133,3232.870959453133,525156.1516415348,0pct,1.0,57.14919842476726
atax,atax_kernel1,atax::ataxkernel1,1890.0,5001.0,ptx,extra_trees,1890,5001,1.238448736998514,216.9891035165924,1.2237679882525696,296.98164464023495,1.0119963497058844,0.7306481980711437,1.0238766048816286,0.8044746387786492,False,1.2529874129748617,238.91420129584216,1.0,3232.870959453133,3232.870959453133,525156.1516415348,0pct,1.0,26.935180192885632
atax,atax_kernel2,atax::ataxkernel2,1890.0,9501.0,ptx,extra_trees,1890,9501,1.2385769135496656,212.88184295268763,1.216248784046693,241.7205739299611,1.0183581926624277,0.880693933046719,1.0135107276631026,0.8682108588388235,False,1.2326811901385275,209.86442709074487,1.0,3232.870959453133,3232.870959453133,525156.1516415348,0pct,1.0,11.930606695328105
bicg,bicg_kernel1,bicg::bicgkernel1,1890.0,9251.0,ptx,extra_trees,1890,9251,1.2126418525703202,192.02400581959265,1.1971323916686616,219.7598755087384,1.0129555101921854,0.8737901101147881,1.0184338782270617,0.8856472702905679,False,1.2192001843983529,194.6297338637092,1.0,3232.870959453133,3232.870959453133,525156.1516415348,0pct,1.0,12.620988988521187
bicg,bicg_kernel2,bicg::bicgkernel2,1890.0,5001.0,ptx,extra_trees,1890,5001,0.6617769984118581,106.71903123345686,0.6395367694078526,134.00882465788465,1.0347755282696218,0.7963582361527551,1.0112356560199731,0.7575847598967543,False,0.6467223845610441,101.52304325248979,1.0,3232.870959453133,3232.870959453133,525156.1516415348,0pct,1.0,20.364176384724487
