constraint_name,constraint_limit,feature_set,model,workload,kernel,kernel_id,selected_requested_core_clock,selected_requested_mem_clock,selected_effective_core_clock,selected_effective_mem_clock,selected_is_auto,no_pred_feasible,selected_pred_time_ratio,selected_pred_energy_ratio,selected_actual_time_ratio,selected_actual_energy_ratio,selected_actual_slowdown_pct,selected_actual_energy_saving_pct,selected_violates_constraint,oracle_requested_core_clock,oracle_requested_mem_clock,oracle_effective_core_clock,oracle_effective_mem_clock,oracle_is_auto,oracle_actual_time_ratio,oracle_actual_energy_ratio,oracle_actual_slowdown_pct,oracle_actual_energy_saving_pct,oracle_gap_energy_saving_pp,oracle_gap_energy_ratio,auto_time_per_launch_mean_ms,auto_energy_per_launch_mean_mJ,selected_time_per_launch_ms,selected_energy_per_launch_mJ,oracle_time_per_launch_ms,oracle_energy_per_launch_mJ
0pct,1.0,runtime,xgboost,covariance,reduce_kernel,covariance::reducekernel,1890,9251,1890.0,9251.0,False,False,0.9936963319778442,0.9206202626228333,1.010253240172397,0.8852328398057993,1.0253240172396927,11.476716019420074,True,1920,9501,1920.0,9501.0,False,0.9990163565896708,0.9936307680302596,-0.09836434103291936,0.6369231969740374,-10.839792822446036,-0.10839792822446037,0.0462931264350788,15.581790237760163,0.046767780978748806,13.793512421430709,0.0462475905063174,15.482546201232033
0pct,1.0,runtime,xgboost,doitgen,kernel1,doitgen::kernel1,1965,9251,1965.0,9251.0,False,False,0.9936794638633728,0.9863681793212892,0.9973240459927104,0.95028561659517,-0.2675954007289594,4.971438340483003,False,1950,5001,1950.0,5001.0,False,0.9934758966594404,0.8275182399385096,-0.6524103340559639,17.24817600614904,12.276737665666039,0.12276737665666038,0.0242435354754874,4.764261228368753,0.024178660889580903,4.527408919020862,0.024085368144704796,3.942513066306992
0pct,1.0,runtime,xgboost,doitgen,kernel2,doitgen::kernel2,1890,5001,1890.0,5001.0,False,False,0.9900237321853638,0.9142245054244996,0.8919533467601525,0.863248675008306,-10.804665323984752,13.675132499169395,False,1965,810,1965.0,810.0,False,0.917287691282395,0.7303322329600962,-8.271230871760505,26.96677670399038,13.291644204820985,0.13291644204820985,0.0062991934528833,0.6842749768820062,0.0056185866821889,0.5906994671347311,0.0057781726193365,0.4997480718249538
0pct,1.0,runtime,xgboost,euler3d,compute_flux,euler3d::computeflux,1935,9501,1935.0,9501.0,False,False,0.997114598751068,0.9987951517105104,0.9987945625291166,0.9942196171002892,-0.12054374708834192,0.5780382899710834,False,1890,9251,1890.0,9251.0,False,0.9754070658041488,0.9509094933368708,-2.459293419585118,4.90905066631292,4.331012376341837,0.04331012376341836,0.0256531047822317,8.83643649087523,0.0256221815684827,8.785358504488993,0.025022219664403,8.402651346441601
0pct,1.0,runtime,xgboost,euler3d,compute_step_factor,euler3d::computestepfactor,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,1965,5001,1965.0,5001.0,False,0.9990506353434307,0.8757008175699922,-0.09493646565692515,12.429918243000781,12.429918243000781,0.12429918243000782,0.0072604597604343,1.4915873221009406,0.0072604597604343,1.4915873221009406,0.0072535669365473,1.306184237440829
0pct,1.0,runtime,xgboost,euler3d,time_step,euler3d::timestep,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,1890,9251,1890.0,9251.0,False,0.9760249467619264,0.8520485544594156,-2.3975053238073585,14.795144554058437,14.795144554058437,0.14795144554058437,0.0088314572408104,2.095693965829387,0.0088314572408104,2.095693965829387,0.0086197225832922,1.7856330141742491
0pct,1.0,runtime,xgboost,fdtd2d,step1,fdtd2d::step1,1890,9251,1890.0,9251.0,False,False,0.9940409660339355,0.9160693287849426,0.9913761125688476,0.9062304486627886,-0.8623887431152388,9.376955133721143,False,1470,9251,1470.0,9251.0,False,0.9995712356562504,0.6476384757652949,-0.042876434374961025,35.236152423470514,25.85919728974937,0.2585919728974937,0.0677983972664036,22.852255623805068,0.0672137115203656,20.7094098669176,0.0677693277310924,14.800000000000002
0pct,1.0,runtime,xgboost,fdtd2d,step2,fdtd2d::step2,1050,9251,1050.0,9251.0,False,False,0.9960541725158693,0.6244347095489502,1.0015569901073185,0.6243767321023226,0.15569901073184678,37.56232678976774,True,1470,9501,1470.0,9501.0,False,0.9999725404414166,0.6543572576225635,-0.0027459558583409205,34.56427423774365,-2.9980525520240846,-0.029980525520240886,0.067651138562286,22.77645482958773,0.0677564707157763,14.221088435374151,0.0676492808918834,14.903938520653218
0pct,1.0,runtime,xgboost,fdtd2d,step3,fdtd2d::step3,1890,9251,1890.0,9251.0,False,False,0.9915132522583008,0.9258105754852296,0.9986060551400902,0.9337217852036208,-0.13939448599098458,6.627821479637919,False,1050,9501,1050.0,9501.0,False,0.9950854145257928,0.641995670930754,-0.49145854742072004,35.8004329069246,29.17261142728668,0.29172611427286677,0.0867349905459087,29.282460492306623,0.0866140867516629,27.341671286031037,0.08630872402126628,18.799212870261687
0pct,1.0,runtime,xgboost,gemm,gemm_kernel,gemm::gemmkernel,1890,810,1890.0,810.0,False,False,0.9823861122131348,0.6816004514694214,1.0082765420025408,0.6454702217565333,0.8276542002540799,35.45297782434667,True,1935,810,1935.0,810.0,False,0.9892339592827396,0.7808691454436653,-1.0766040717260394,21.913085455633475,-13.539892368713193,-0.1353989236871319,0.3255344401041666,103.93723958333334,0.3282287395709623,67.08839308261611,0.32202972306713457,81.161383453211
0pct,1.0,runtime,xgboost,gemver,gemver_kernel1,gemver::gemverkernel1,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,auto,auto,auto,auto,True,1.0,1.0,0.0,0.0,0.0,0.0,0.1792517209235623,60.94808547253693,0.1792517209235623,60.94808547253693,0.1792517209235623,60.94808547253693
0pct,1.0,runtime,xgboost,gemver,gemver_kernel2,gemver::gemverkernel2,1950,9251,1950.0,9251.0,False,False,0.9997577667236328,0.9578140377998352,1.0042939489650209,0.9984902080856384,0.42939489650208884,0.15097919143616245,True,1965,9501,1965.0,9501.0,False,0.9996347638205032,0.9997205438885672,-0.03652361794967973,0.027945611143276317,-0.12303358029288614,-0.0012303358029288614,1.1949811230585423,212.01003584229392,1.200112311015119,211.68994480441572,1.1945446727185856,211.95078834209272
0pct,1.0,runtime,xgboost,gemver,gemver_kernel3,gemver::gemverkernel3,1965,9251,1965.0,9251.0,False,False,0.999323546886444,0.9986666440963744,0.9986560408949114,0.9881153369973136,-0.13439591050885547,1.1884663002686424,False,1950,5001,1950.0,5001.0,False,0.9963833076172568,0.8538482750416868,-0.3616692382743203,14.615172495831318,13.426706195562677,0.13426706195562677,0.6776776904310111,142.11371645432365,0.676766919328641,140.4247428262047,0.6752267386900743,121.34355165428764
0pct,1.0,runtime,xgboost,gesummv,gesummv_kernel,gesummv::gesummvkernel,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,1935,5001,1935.0,5001.0,False,0.9961749388845896,0.8129868625901592,-0.38250611154103664,18.701313740984084,18.701313740984084,0.18701313740984082,1.413187623622492,303.2195535461995,1.413187623622492,303.2195535461995,1.4077820945945945,246.51351351351352
0pct,1.0,runtime,xgboost,gramschmidt,kernel1,gramschmidt::kernel1,1965,5001,1965.0,5001.0,False,False,0.9983704686164856,0.9080033898353576,0.9850153034435174,0.7696856667174778,-1.4984696556482602,23.031433328252216,False,1950,810,1950.0,810.0,False,0.9982694319824744,0.5477261324810895,-0.173056801752558,45.22738675189105,22.195953423638837,0.22195953423638837,0.0796207363291824,12.213621452912513,0.0784276437556859,9.400649371019858,0.07948294722935928,6.689719641991836
0pct,1.0,runtime,xgboost,gramschmidt,kernel2,gramschmidt::kernel2,1890,5001,1890.0,5001.0,False,False,0.9579976797103882,0.860632061958313,0.885505056377094,0.8457430402981372,-11.449494362290602,15.425695970186283,False,1890,810,1890.0,810.0,False,0.9857399485895656,0.6479672443109288,-1.4260051410434404,35.203275568907124,19.77757959872084,0.1977757959872084,0.0068690622239501,0.7647887149798805,0.0060825893318767,0.6468147329927897,0.006771109043495099,0.49555803612560956
0pct,1.0,runtime,xgboost,gramschmidt,kernel3,gramschmidt::kernel3,1950,9251,1950.0,9251.0,False,False,0.999448537826538,0.9427253007888794,0.9988034512793974,0.9947407362882916,-0.11965487206025971,0.5259263711708373,False,1950,9251,1950.0,9251.0,False,0.9988034512793974,0.9947407362882916,-0.11965487206025971,0.5259263711708373,0.0,0.0,1.1533431734317343,177.33694649446494,1.1519631421331489,176.40428472702143,1.1519631421331489,176.40428472702143
0pct,1.0,runtime,xgboost,hotspot3d,hotspotOpt1,hotspot3d::hotspotopt1,1890,9251,1890.0,9251.0,False,False,0.9915480017662048,0.930295705795288,1.000557090258683,0.8767512726109138,0.055709025868289075,12.32487273890862,True,1950,9251,1950.0,9251.0,False,0.998258611697147,0.9721798745585318,-0.17413883028529753,2.782012544146817,-9.542860194761804,-0.09542860194761804,0.0382728219102585,13.520491113118291,0.03829414332651701,11.854107789751012,0.0382061740658668,13.144349354321085
0pct,1.0,runtime,xgboost,hotspot,calculate_temp,hotspot::calculatetemp,1890,9251,1890.0,9251.0,False,False,0.9930673837661744,0.9272823333740234,1.0186369592457416,0.9154750446023208,1.8636959245741602,8.452495539767924,True,1950,9251,1950.0,9251.0,False,0.998170340635137,0.9939337418723444,-0.18296593648630122,0.6066258127655599,-7.845869727002364,-0.07845869727002364,0.0092787035834245,2.4721231465845195,0.009451630403962099,2.2631670478818924,0.0092617267165193,2.4571266094539856
0pct,1.0,runtime,xgboost,jacobi1d,kernel1,jacobi1d::kernel1,1890,810,1890.0,810.0,False,False,0.9429652690887452,0.5998099446296692,1.0348132622429227,0.6483440709065685,3.4813262242922693,35.16559290934315,True,auto,auto,auto,auto,True,1.0,1.0,0.0,0.0,-35.16559290934315,-0.35165592909343146,0.0058807652047093,0.6770520917869283,0.0060854938259699,0.43896270940494475,0.0058807652047093,0.6770520917869283
0pct,1.0,runtime,xgboost,jacobi1d,kernel2,jacobi1d::kernel2,1950,810,1950.0,810.0,False,False,0.973758101463318,0.7291268706321716,0.9566428660649966,0.7457928564279622,-4.33571339350034,25.420714357203778,False,1890,810,1890.0,810.0,False,0.9289723205126736,0.631606160036712,-7.102767948732636,36.8393839963288,11.41866963912502,0.11418669639125023,0.0063036988755488,0.6731565192066941,0.0060303885591157,0.5020353232822647,0.0058559617722317,0.4251698041998192
0pct,1.0,runtime,xgboost,jacobi2d,kernel1,jacobi2d::kernel1,1890,9251,1890.0,9251.0,False,False,0.9872182607650756,0.8902738094329834,0.950576613052159,0.8443458995892559,-4.942338694784098,15.565410041074411,False,1470,9251,1470.0,9251.0,False,0.9863178576566504,0.5967939863116596,-1.3682142343349635,40.32060136883404,24.75519132775963,0.2475519132775963,0.0169041370986554,5.46050367325136,0.0160686773898092,4.610553886201855,0.0166728522886801,3.258795754429139
0pct,1.0,runtime,xgboost,jacobi2d,kernel2,jacobi2d::kernel2,1890,9251,1890.0,9251.0,False,False,0.9899048209190368,0.8405236601829529,0.9547208807819692,0.8555470577567809,-4.527911921803085,14.445294224321914,False,1470,9251,1470.0,9251.0,False,0.9947384895142684,0.6448816867747978,-0.5261510485731646,35.511831322520216,21.066537098198303,0.210665370981983,0.0164680881897647,4.615767181128919,0.0157224276613273,3.949006031105157,0.016381441171074297,2.976623725526171
0pct,1.0,runtime,xgboost,kmeans,kmeansPoint,kmeans::kmeanspoint,1890,9251,1890.0,9251.0,False,False,0.99220871925354,0.932346761226654,0.9978259877907564,1.0002558057785031,-0.21740122092436254,-0.025580577850314867,False,1950,9251,1950.0,9251.0,False,0.9967778710075408,0.9960375136231194,-0.32221289924592167,0.39624863768805696,0.4218292155383718,0.004218292155383718,2.374225546058879,794.7644824311491,2.369063950734249,794.967787778304,2.3665754850922855,791.6152389966871
0pct,1.0,runtime,xgboost,lavamd,kernel_gpu_cuda,lavamd::kernelgpucuda,1890,9251,1890.0,9251.0,False,False,0.9999570846557616,0.8994561433792114,1.0017976069402603,1.0005651073897257,0.17976069402603212,-0.05651073897257053,True,1890,810,1890.0,810.0,False,0.961163045926818,0.936196537688285,-3.8836954073181995,6.3803462311714965,6.436856970144067,0.06436856970144067,0.6408376265538895,217.95347943098807,0.6419896007189627,218.07664655283094,0.6159494450830492,204.0472928204059
0pct,1.0,runtime,xgboost,mvt,kernel1,mvt::kernel1,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,1965,9251,1965.0,9251.0,False,0.9971188373287544,0.9580552459929276,-0.28811626712456073,4.194475400707242,4.194475400707242,0.04194475400707243,0.460322592524397,111.79534155772416,0.460322592524397,111.79534155772416,0.4589963282540847,107.10611345694878
0pct,1.0,runtime,xgboost,mvt,kernel2,mvt::kernel2,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,1950,9251,1950.0,9251.0,False,0.999401897654927,0.9720769890049143,-0.059810234507295945,2.792301099508565,2.792301099508565,0.02792301099508565,1.182297635933806,214.6075650118204,1.182297635933806,214.6075650118204,1.1815905009451797,208.6150756143668
0pct,1.0,runtime,xgboost,myocyte,solver_2,myocyte::solver2,1965,9251,1965.0,9251.0,False,False,0.9953369498252868,0.9831424355506896,0.9913817379276372,1.0000624615429594,-0.8618262072362826,-0.006246154295941331,False,1965,810,1965.0,810.0,False,0.9907012055466862,0.5789799631344,-0.929879445331383,42.102003686559996,42.10824984085594,0.4210824984085594,443.8926666666667,62705.25,440.06708333333336,62709.16666666666,439.765,36305.083333333336
0pct,1.0,runtime,xgboost,nn,euclid,nn::euclid,1050,9251,1050.0,9251.0,False,False,0.9993708729743958,0.632097065448761,1.0044707582393104,0.6548540758679464,0.4470758239310424,34.51459241320536,True,1470,9251,1470.0,9251.0,False,0.9993697240650647,0.6798835807309878,-0.06302759349352538,32.01164192690123,-2.5029504863041296,-0.02502950486304134,0.1508754978877489,51.16599275799638,0.1515500257630406,33.506258903403754,0.15078040469225887,34.786918367962365
0pct,1.0,runtime,xgboost,nw,shared_1,nw::shared1,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,1950,5001,1950.0,5001.0,False,0.9594526252711564,0.802781540914452,-4.054737472884362,19.7218459085548,19.7218459085548,0.19721845908554803,0.0088833896835563,1.458549273428575,0.0088833896835563,1.458549273428575,0.0085231915531948,1.1708964332226457
0pct,1.0,runtime,xgboost,nw,shared_2,nw::shared2,1950,5001,1950.0,5001.0,False,False,0.968246340751648,0.8165080547332764,1.0056496886730932,0.8379817954244907,0.5649688673093234,16.20182045755093,True,auto,auto,auto,auto,True,1.0,1.0,0.0,0.0,-16.20182045755093,-0.1620182045755093,0.0084325397762344,1.4027999365873896,0.0084801810006936,1.1755208094828624,0.0084325397762344,1.4027999365873896
0pct,1.0,runtime,xgboost,particlefilter,find_index,particlefilter::findindex,1965,9251,1965.0,9251.0,False,False,0.9937241077423096,0.9878270626068116,0.9980374633795176,0.9969333049438938,-0.19625366204824024,0.3066695056106239,False,1965,810,1965.0,810.0,False,0.9923766483225416,0.6759585726044027,-0.7623351677458423,32.404142739559724,32.0974732339491,0.32097473233949103,28.80391379310345,5425.362068965517,28.747385057471266,5408.724137931034,28.584331428571428,3667.32
0pct,1.0,runtime,xgboost,particlefilter,likelihood,particlefilter::likelihood,1950,9251,1950.0,9251.0,False,False,0.9980877041816713,0.99836403131485,0.9951251468581004,0.9931338044216946,-0.48748531418996155,0.6866195578305367,False,1950,9251,1950.0,9251.0,False,0.9951251468581004,0.9931338044216946,-0.48748531418996155,0.6866195578305367,0.0,0.0,6.209976426799008,1225.0111662531017,6.179703703703704,1216.6,6.179703703703704,1216.6
0pct,1.0,runtime,xgboost,particlefilter,normalize_weights,particlefilter::normalizeweights,1965,9251,1965.0,9251.0,False,False,0.9948622584342957,0.949105978012085,0.9999982021915284,1.0058909546086443,-0.00017978084716485654,-0.5890954608644305,False,1965,810,1965.0,810.0,False,0.9984138467173324,0.5603284789794012,-0.1586153282667646,43.967152102059885,44.55624756292431,0.4455624756292431,7.351093979441997,1018.2613803230544,7.351080763582965,1024.259911894273,7.339434017595307,570.5608504398826
0pct,1.0,runtime,xgboost,particlefilter,sum,particlefilter::sum,1965,5001,1965.0,5001.0,False,False,0.9691540598869324,0.8728492856025696,1.0298265643782738,0.8417498736496003,2.98265643782738,15.82501263503997,True,1950,9501,1950.0,9501.0,False,0.9965229716774326,0.9926523099359706,-0.3477028322567355,0.7347690064029355,-15.090243628637035,-0.15090243628637035,0.0117943472199616,1.6474419306824428,0.0121461320766175,1.3867340369969998,0.0117533379406316,1.635337037977302
0pct,1.0,runtime,xgboost,pathfinder,dynproc,pathfinder::dynproc,1890,9251,1890.0,9251.0,False,False,0.9950884580612184,0.8740107417106628,0.9763774072280028,0.8750743783194054,-2.3622592771997186,12.492562168059463,False,1890,9251,1890.0,9251.0,False,0.9763774072280028,0.8750743783194054,-2.3622592771997186,12.492562168059463,0.0,0.0,0.0196384567346025,6.037481883559895,0.019174545468490498,5.283245705870848,0.019174545468490498,5.283245705870848
0pct,1.0,runtime,xgboost,pre_euler3d,compute_flux,preeuler3d::computeflux,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,1935,9251,1935.0,9251.0,False,0.9995602258741704,0.9939541431716576,-0.04397741258296284,0.6045856828342355,0.6045856828342355,0.006045856828342355,0.0512522730301259,17.42720665867134,0.0512522730301259,17.42720665867134,0.0512297336065573,17.32184426229508
0pct,1.0,runtime,xgboost,pre_euler3d,compute_flux_contributions,preeuler3d::computefluxcontributions,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,1890,9251,1890.0,9251.0,False,0.9671170548091504,0.8650432402204088,-3.2882945190849555,13.49567597795912,13.49567597795912,0.1349567597795912,0.0109878013673192,2.609109748138121,0.0109878013673192,2.609109748138121,0.010626490097189701,2.256992750620055
0pct,1.0,runtime,xgboost,pre_euler3d,compute_step_factor,preeuler3d::computestepfactor,1890,9251,1890.0,9251.0,False,False,0.9404081106185912,0.982740581035614,1.0858889565554668,0.9212788910458926,8.588895655546679,7.872110895410744,True,auto,auto,auto,auto,True,1.0,1.0,0.0,0.0,-7.872110895410744,-0.07872110895410744,0.0072640945028315,1.5152429545646051,0.007888,1.3959613488463811,0.0072640945028315,1.5152429545646051
0pct,1.0,runtime,xgboost,pre_euler3d,time_step,preeuler3d::timestep,1890,9251,1890.0,9251.0,False,False,0.991816520690918,0.8751134276390076,1.004870004951157,0.8647249835985911,0.487000495115697,13.527501640140894,True,auto,auto,auto,auto,True,1.0,1.0,0.0,0.0,-13.527501640140894,-0.13527501640140893,0.0080555347902019,1.9303712630418952,0.0080947652845144,1.6692402587730943,0.0080555347902019,1.9303712630418952
0pct,1.0,runtime,xgboost,srad_v1,compress,sradv1::compress,1890,9251,1890.0,9251.0,False,False,0.9949557185173036,0.8939016461372375,1.0020801870507654,0.871389748005478,0.2080187050765403,12.861025199452204,True,1890,9501,1890.0,9501.0,False,0.9885032086980564,0.8986789618866927,-1.1496791301943587,10.132103811330728,-2.728921388121476,-0.027289213881214747,0.0468210132034834,14.976018353778445,0.046918409668853,13.049948859424411,0.046282721786137404,13.458632627369669
0pct,1.0,runtime,xgboost,srad_v1,extract,sradv1::extract,1890,9251,1890.0,9251.0,False,False,0.9958680868148804,0.8922492861747742,1.00143870938109,0.8770279982252891,0.14387093810899199,12.29720017747109,True,auto,auto,auto,auto,True,1.0,1.0,0.0,0.0,-12.29720017747109,-0.1229720017747109,0.0467676313229571,14.500636037114637,0.0468349163528728,12.71746379662414,0.0467676313229571,14.500636037114637
0pct,1.0,runtime,xgboost,srad_v1,prepare,sradv1::prepare,1890,9251,1890.0,9251.0,False,False,0.9942071437835692,0.8982234001159668,0.9997563528365592,0.8942916838231771,-0.024364716344082993,10.570831617682286,False,1890,9251,1890.0,9251.0,False,0.9997563528365592,0.8942916838231771,-0.024364716344082993,10.570831617682286,0.0,0.0,0.0676408279220779,22.657237554112555,0.06762434742622189,20.26217912304904,0.06762434742622189,20.26217912304904
0pct,1.0,runtime,xgboost,srad_v1,reduce,sradv1::reduce,1890,9251,1890.0,9251.0,False,False,0.9997182488441468,0.9208446145057678,1.0101208551716618,0.8798400264900988,1.0120855171661836,12.015997350990116,True,1950,5001,1950.0,5001.0,False,0.9995507693319764,0.8732793905556866,-0.044923066802360356,12.67206094443134,0.6560635934412247,0.006560635934412251,0.1156414265229659,36.027290809010594,0.11681181665264921,31.698252499766376,0.11558947684767779,31.46189056106526
0pct,1.0,runtime,xgboost,srad_v1,srad,sradv1::srad,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,1935,9501,1935.0,9501.0,False,0.9964654119259012,0.9925486110099384,-0.3534588074098788,0.7451388990061591,0.7451388990061591,0.0074513889900615915,0.131279491690078,45.71882794654344,0.131279491690078,45.71882794654344,0.1308154727643765,45.378159175344045
0pct,1.0,runtime,xgboost,srad_v1,srad2,sradv1::srad2,1050,9501,1050.0,9501.0,False,False,0.9990476369857788,0.6600539684295654,1.0073558805352814,0.6725398362024005,0.7355880535281356,32.74601637975994,True,1890,9251,1890.0,9251.0,False,0.9967469228887484,0.979549091708194,-0.32530771112515566,2.045090829180596,-30.70092555057935,-0.3070092555057935,0.1452390856014175,50.05771632730124,0.146307446964155,33.66580833942941,0.1447666116563884,49.03399056139437
0pct,1.0,runtime,xgboost,streamcluster,compute_cost,streamcluster::computecost,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,1950,9251,1950.0,9251.0,False,0.9999178489965276,0.9862228521074592,-0.008215100347241933,1.3777147892540809,1.3777147892540809,0.013777147892540809,0.3867962404270132,126.6268275702019,0.3867962404270132,126.6268275702019,0.3867644647277228,124.88227103960396
0pct,1.0,runtime,xgboost,syr2k,syr2k_kernel,syr2k::syr2kkernel,1935,9251,1935.0,9251.0,False,False,0.9954848885536194,0.954028069972992,0.9876807060194522,0.9618081597329106,-1.2319293980547763,3.819184026708944,False,1950,810,1950.0,810.0,False,0.9808222233220476,0.702398587500284,-1.9177776677952396,29.760141249971596,25.940957223262654,0.2594095722326265,15.537757763975156,3970.515527950311,15.346343558282207,3818.8742331288345,15.239778115501519,2788.884498480243
0pct,1.0,runtime,xgboost,syrk,syrk_kernel,syrk::syrkkernel,1890,5001,1890.0,5001.0,False,False,0.995317041873932,0.749843418598175,1.0138036277344735,0.7403010874130523,1.3803627734473523,25.969891258694766,True,1950,810,1950.0,810.0,False,0.9827321099284988,0.7209188313265972,-1.7267890071501202,27.908116867340283,1.9382256086455172,0.019382256086455163,7.959238473767885,1987.608903020668,8.069104838709677,1471.4290322580646,7.821799218749999,1432.9046875
0pct,1.0,ptx_launch,random_forest,2dconv,convolution2D_kernel,2dconv::convolution2dkernel,1890,9251,1890.0,9251.0,False,False,0.9976054272942408,0.9189758886382544,0.9985237449291527,1.0190801094655706,-0.14762550708472544,-1.9080109465570594,False,1935,9251,1935.0,9251.0,False,0.9994308438366016,0.9982528229761106,-0.05691561633983655,0.1747177023889379,2.0827286489459973,0.020827286489459973,0.1732624922032019,59.52214290664634,0.1730067125704993,60.65783190893048,0.17316387878787867,59.41814718614719
0pct,1.0,ptx_launch,random_forest,2mm,mm2_kernel1,2mm::mm2kernel1,1905,9501,1905.0,9501.0,False,False,0.998938013861742,0.979279853738354,0.9958243356101468,0.9988137477055112,-0.4175664389853173,0.11862522944887655,False,1890,5001,1890.0,5001.0,False,0.9763786924983164,0.9680134767447636,-2.3621307501683564,3.198652325523643,3.0800270960747667,0.030800270960747667,2.134778062313273,696.625693555271,2.1258639455782316,695.7993197278913,2.084351813255523,674.3430596081702
0pct,1.0,ptx_launch,random_forest,2mm,mm2_kernel2,2mm::mm2kernel2,1935,9251,1935.0,9251.0,False,False,0.9959421375134028,0.9915996864717164,0.9991548805529024,1.0017783478094051,-0.0845119447097642,-0.1778347809405112,False,1890,5001,1890.0,5001.0,False,0.9963153457813638,0.8975959893322133,-0.3684654218636174,10.24040106677867,10.418235847719181,0.10418235847719182,2.032619105691057,674.4752032520325,2.0309012997562954,675.6746547522339,2.025129607128392,605.4062373430538
0pct,1.0,ptx_launch,random_forest,3mm,mm3_kernel1,3mm::mm3kernel1,1935,810,1935.0,810.0,False,False,0.9928236988525264,0.8500597736824992,0.9865025370312368,0.8170149338590121,-1.3497462968763196,18.298506614098788,False,1935,810,1935.0,810.0,False,0.9865025370312368,0.8170149338590121,-1.3497462968763196,18.298506614098788,0.0,0.0,0.329816160949868,112.27612137203168,0.3253644795309475,91.73126787671688,0.3253644795309475,91.73126787671688
0pct,1.0,ptx_launch,random_forest,3mm,mm3_kernel2,3mm::mm3kernel2,1935,810,1935.0,810.0,False,False,0.9932757284974232,0.8349477301866781,0.990101285354561,0.8209314051623176,-0.9898714645439011,17.906859483768244,False,1920,810,1920.0,810.0,False,0.9944269938306054,0.8174208760348206,-0.5573006169394601,18.257912396517938,0.35105291274969375,0.003510529127496942,0.3275530298067474,112.24828037995414,0.3243106758334414,92.14813853936955,0.3257275747508305,91.75408768158428
0pct,1.0,ptx_launch,random_forest,3mm,mm3_kernel3,3mm::mm3kernel3,1935,810,1935.0,810.0,False,False,0.9937374881648416,0.8280393594858051,0.9909178973644526,0.826674696976634,-0.9082102635547429,17.3325303023366,False,1935,810,1935.0,810.0,False,0.9909178973644526,0.826674696976634,-0.9082102635547429,17.3325303023366,0.0,0.0,0.3288522854324235,113.16270963498847,0.3258656152241919,93.54874869655892,0.3258656152241919,93.54874869655892
0pct,1.0,ptx_launch,random_forest,atax,atax_kernel1,atax::ataxkernel1,1950,9251,1950.0,9251.0,False,False,0.9983610994863804,0.9890723259266128,0.992649627517302,0.96716359402956,-0.7350372482697987,3.283640597044002,False,1965,5001,1965.0,5001.0,False,0.9806231304496892,0.825618111257571,-1.9376869550310816,17.4381888742429,14.154548277198899,0.14154548277198897,1.2237679882525696,296.98164464023495,1.2147728377065112,287.22983479105926,1.2000551955843533,245.19342452603792
0pct,1.0,ptx_launch,random_forest,atax,atax_kernel2,atax::ataxkernel2,1965,9251,1965.0,9251.0,False,False,0.9936708634043052,0.9675830035520948,0.9972474865663185,0.9824988133792668,-0.2752513433681547,1.750118662073319,False,1965,9251,1965.0,9251.0,False,0.9972474865663185,0.9824988133792668,-0.2752513433681547,1.750118662073319,0.0,0.0,1.216248784046693,241.7205739299611,1.2129010429299056,237.49017705554212,1.2129010429299056,237.49017705554212
0pct,1.0,ptx_launch,random_forest,bicg,bicg_kernel1,bicg::bicgkernel1,1950,9251,1950.0,9251.0,False,False,0.9976460065508104,0.992141939895482,0.9910571128342438,0.9502413056460112,-0.8942887165756197,4.975869435398883,False,1950,9251,1950.0,9251.0,False,0.9910571128342438,0.9502413056460112,-0.8942887165756197,4.975869435398883,0.0,0.0,1.1971323916686616,219.7598755087384,1.1864265717674969,208.82491103202844,1.1864265717674969,208.82491103202844
0pct,1.0,ptx_launch,random_forest,bicg,bicg_kernel2,bicg::bicgkernel2,1965,9251,1965.0,9251.0,False,False,0.9936166585376164,0.9662033772927568,0.9993301636899288,1.000357616809903,-0.06698363100712257,-0.03576168099030941,False,1950,5001,1950.0,5001.0,False,0.9990835676599982,0.8655421691601409,-0.0916432340001827,13.445783083985907,13.481544764976217,0.13481544764976217,0.6395367694078526,134.00882465788465,0.6391083844580776,134.05674846625766,0.638950677229747,115.99028878098646
