constraint_name,constraint_limit,feature_set,model,workload,kernel,kernel_id,selected_requested_core_clock,selected_requested_mem_clock,selected_effective_core_clock,selected_effective_mem_clock,selected_is_auto,no_pred_feasible,selected_pred_time_ratio,selected_pred_energy_ratio,selected_actual_time_ratio,selected_actual_energy_ratio,selected_actual_slowdown_pct,selected_actual_energy_saving_pct,selected_violates_constraint,oracle_requested_core_clock,oracle_requested_mem_clock,oracle_effective_core_clock,oracle_effective_mem_clock,oracle_is_auto,oracle_actual_time_ratio,oracle_actual_energy_ratio,oracle_actual_slowdown_pct,oracle_actual_energy_saving_pct,oracle_gap_energy_saving_pp,oracle_gap_energy_ratio,auto_time_per_launch_mean_ms,auto_energy_per_launch_mean_mJ,selected_time_per_launch_ms,selected_energy_per_launch_mJ,oracle_time_per_launch_ms,oracle_energy_per_launch_mJ
0pct,1.0,ptx,random_forest,covariance,reduce_kernel,covariance::reducekernel,1890,9251,1890.0,9251.0,False,False,0.971442792247209,0.9792442536310696,1.010253240172397,0.8852328398057993,1.0253240172396927,11.476716019420074,True,1920,9501,1920.0,9501.0,False,0.9990163565896708,0.9936307680302596,-0.09836434103291936,0.6369231969740374,-10.839792822446036,-0.10839792822446037,0.0462931264350788,15.581790237760163,0.046767780978748806,13.793512421430709,0.0462475905063174,15.482546201232033
0pct,1.0,ptx,random_forest,doitgen,kernel1,doitgen::kernel1,1965,9251,1965.0,9251.0,False,False,0.9949150096417462,0.9769067462548432,0.9973240459927104,0.95028561659517,-0.2675954007289594,4.971438340483003,False,1950,5001,1950.0,5001.0,False,0.9934758966594404,0.8275182399385096,-0.6524103340559639,17.24817600614904,12.276737665666039,0.12276737665666038,0.0242435354754874,4.764261228368753,0.024178660889580903,4.527408919020862,0.024085368144704796,3.942513066306992
0pct,1.0,ptx,random_forest,doitgen,kernel2,doitgen::kernel2,1890,9251,1890.0,9251.0,False,False,0.9558999583679172,0.9257851653024772,0.8868744546079427,1.076455198055362,-11.312554539205733,-7.645519805536205,False,1965,810,1965.0,810.0,False,0.917287691282395,0.7303322329600962,-8.271230871760505,26.96677670399038,34.61229650952659,0.34612296509526586,0.0062991934528833,0.6842749768820062,0.0055865937579958,0.7365913557638483,0.0057781726193365,0.4997480718249538
0pct,1.0,ptx,random_forest,euler3d,compute_flux,euler3d::computeflux,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,1890,9251,1890.0,9251.0,False,0.9754070658041488,0.9509094933368708,-2.459293419585118,4.90905066631292,4.90905066631292,0.049090506663129196,0.0256531047822317,8.83643649087523,0.0256531047822317,8.83643649087523,0.025022219664403,8.402651346441601
0pct,1.0,ptx,random_forest,euler3d,compute_step_factor,euler3d::computestepfactor,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,1965,5001,1965.0,5001.0,False,0.9990506353434307,0.8757008175699922,-0.09493646565692515,12.429918243000781,12.429918243000781,0.12429918243000782,0.0072604597604343,1.4915873221009406,0.0072604597604343,1.4915873221009406,0.0072535669365473,1.306184237440829
0pct,1.0,ptx,random_forest,euler3d,time_step,euler3d::timestep,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,1890,9251,1890.0,9251.0,False,0.9760249467619264,0.8520485544594156,-2.3975053238073585,14.795144554058437,14.795144554058437,0.14795144554058437,0.0088314572408104,2.095693965829387,0.0088314572408104,2.095693965829387,0.0086197225832922,1.7856330141742491
0pct,1.0,ptx,random_forest,fdtd2d,step1,fdtd2d::step1,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,1470,9251,1470.0,9251.0,False,0.9995712356562504,0.6476384757652949,-0.042876434374961025,35.236152423470514,35.236152423470514,0.3523615242347051,0.0677983972664036,22.852255623805068,0.0677983972664036,22.852255623805068,0.0677693277310924,14.800000000000002
0pct,1.0,ptx,random_forest,fdtd2d,step2,fdtd2d::step2,1890,9251,1890.0,9251.0,False,False,0.9993121459761553,0.936498716730311,0.9930855517892752,0.9144471702529932,-0.6914448210724844,8.555282974700685,False,1470,9501,1470.0,9501.0,False,0.9999725404414166,0.6543572576225635,-0.0027459558583409205,34.56427423774365,26.00899126304297,0.2600899126304297,0.067651138562286,22.77645482958773,0.0671833682683005,20.82786466731162,0.0676492808918834,14.903938520653218
0pct,1.0,ptx,random_forest,fdtd2d,step3,fdtd2d::step3,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,1050,9501,1050.0,9501.0,False,0.9950854145257928,0.641995670930754,-0.49145854742072004,35.8004329069246,35.8004329069246,0.35800432906924595,0.0867349905459087,29.282460492306623,0.0867349905459087,29.282460492306623,0.08630872402126628,18.799212870261687
0pct,1.0,ptx,random_forest,gemm,gemm_kernel,gemm::gemmkernel,1890,9251,1890.0,9251.0,False,False,0.998807190941663,0.9712602910719612,1.0086199616896725,0.8836301404891618,0.8619961689672495,11.636985951083822,True,1935,810,1935.0,810.0,False,0.9892339592827396,0.7808691454436653,-1.0766040717260394,21.913085455633475,10.276099504549652,0.10276099504549652,0.3255344401041666,103.93723958333334,0.3283405345065335,91.8420776150765,0.32202972306713457,81.161383453211
0pct,1.0,ptx,random_forest,gemver,gemver_kernel1,gemver::gemverkernel1,1890,9251,1890.0,9251.0,False,False,0.995855598343226,0.9669898170732676,1.0016145116718176,0.992543772771014,0.16145116718175867,0.7456227228985979,True,auto,auto,auto,auto,True,1.0,1.0,0.0,0.0,-0.7456227228985979,-0.007456227228985979,0.1792517209235623,60.94808547253693,0.1795411249191868,60.493642698082034,0.1792517209235623,60.94808547253693
0pct,1.0,ptx,random_forest,gemver,gemver_kernel2,gemver::gemverkernel2,1950,9251,1950.0,9251.0,False,False,0.9995273642354704,0.9764231839892802,1.0042939489650209,0.9984902080856384,0.42939489650208884,0.15097919143616245,True,1965,9501,1965.0,9501.0,False,0.9996347638205032,0.9997205438885672,-0.03652361794967973,0.027945611143276317,-0.12303358029288614,-0.0012303358029288614,1.1949811230585423,212.01003584229392,1.200112311015119,211.68994480441572,1.1945446727185856,211.95078834209272
0pct,1.0,ptx,random_forest,gemver,gemver_kernel3,gemver::gemverkernel3,1965,9251,1965.0,9251.0,False,False,0.9982643125928516,0.970478673629034,0.9986560408949114,0.9881153369973136,-0.13439591050885547,1.1884663002686424,False,1950,5001,1950.0,5001.0,False,0.9963833076172568,0.8538482750416868,-0.3616692382743203,14.615172495831318,13.426706195562677,0.13426706195562677,0.6776776904310111,142.11371645432365,0.676766919328641,140.4247428262047,0.6752267386900743,121.34355165428764
0pct,1.0,ptx,random_forest,gesummv,gesummv_kernel,gesummv::gesummvkernel,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,1935,5001,1935.0,5001.0,False,0.9961749388845896,0.8129868625901592,-0.38250611154103664,18.701313740984084,18.701313740984084,0.18701313740984082,1.413187623622492,303.2195535461995,1.413187623622492,303.2195535461995,1.4077820945945945,246.51351351351352
0pct,1.0,ptx,random_forest,gramschmidt,kernel1,gramschmidt::kernel1,1965,9251,1965.0,9251.0,False,False,0.9987406445368852,0.9945275530573582,0.9943813163911293,0.9252212772167632,-0.5618683608870745,7.477872278323683,False,1950,810,1950.0,810.0,False,0.9982694319824744,0.5477261324810895,-0.173056801752558,45.22738675189105,37.74951447356737,0.3774951447356737,0.0796207363291824,12.213621452912513,0.0791733726030434,11.300302440105774,0.07948294722935928,6.689719641991836
0pct,1.0,ptx,random_forest,gramschmidt,kernel2,gramschmidt::kernel2,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,1890,810,1890.0,810.0,False,0.9857399485895656,0.6479672443109288,-1.4260051410434404,35.203275568907124,35.203275568907124,0.3520327556890712,0.0068690622239501,0.7647887149798805,0.0068690622239501,0.7647887149798805,0.006771109043495099,0.49555803612560956
0pct,1.0,ptx,random_forest,gramschmidt,kernel3,gramschmidt::kernel3,1950,9251,1950.0,9251.0,False,False,0.998206746222699,0.9783400160878468,0.9988034512793974,0.9947407362882916,-0.11965487206025971,0.5259263711708373,False,1950,9251,1950.0,9251.0,False,0.9988034512793974,0.9947407362882916,-0.11965487206025971,0.5259263711708373,0.0,0.0,1.1533431734317343,177.33694649446494,1.1519631421331489,176.40428472702143,1.1519631421331489,176.40428472702143
0pct,1.0,ptx,random_forest,hotspot3d,hotspotOpt1,hotspot3d::hotspotopt1,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,1950,9251,1950.0,9251.0,False,0.998258611697147,0.9721798745585318,-0.17413883028529753,2.782012544146817,2.782012544146817,0.02782012544146817,0.0382728219102585,13.520491113118291,0.0382728219102585,13.520491113118291,0.0382061740658668,13.144349354321085
0pct,1.0,ptx,random_forest,hotspot,calculate_temp,hotspot::calculatetemp,1890,9251,1890.0,9251.0,False,False,0.9927165298501696,0.897461095939679,1.0186369592457416,0.9154750446023208,1.8636959245741602,8.452495539767924,True,1950,9251,1950.0,9251.0,False,0.998170340635137,0.9939337418723444,-0.18296593648630122,0.6066258127655599,-7.845869727002364,-0.07845869727002364,0.0092787035834245,2.4721231465845195,0.009451630403962099,2.2631670478818924,0.0092617267165193,2.4571266094539856
0pct,1.0,ptx,random_forest,jacobi1d,kernel1,jacobi1d::kernel1,1890,9251,1890.0,9251.0,False,False,0.9462482196813023,0.9587164687482164,1.0197394138707734,1.1530789359477307,1.9739413870773381,-15.30789359477307,True,auto,auto,auto,auto,True,1.0,1.0,0.0,0.0,15.30789359477307,0.1530789359477307,0.0058807652047093,0.6770520917869283,0.0059968480629619,0.7806945055788566,0.0058807652047093,0.6770520917869283
0pct,1.0,ptx,random_forest,jacobi1d,kernel2,jacobi1d::kernel2,1890,9251,1890.0,9251.0,False,False,0.9227286677587436,0.9778061040827511,0.9625615775899268,1.1648014575158503,-3.7438422410073224,-16.480145751585027,False,1890,810,1890.0,810.0,False,0.9289723205126736,0.631606160036712,-7.102767948732636,36.8393839963288,53.319529747913826,0.5331952974791383,0.0063036988755488,0.6731565192066941,0.0060676983343001005,0.7840936947082537,0.0058559617722317,0.4251698041998192
0pct,1.0,ptx,random_forest,jacobi2d,kernel1,jacobi2d::kernel1,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,1470,9251,1470.0,9251.0,False,0.9863178576566504,0.5967939863116596,-1.3682142343349635,40.32060136883404,40.32060136883404,0.4032060136883404,0.0169041370986554,5.46050367325136,0.0169041370986554,5.46050367325136,0.0166728522886801,3.258795754429139
0pct,1.0,ptx,random_forest,jacobi2d,kernel2,jacobi2d::kernel2,1470,9501,1470.0,9501.0,False,False,0.9990100080953822,0.7002449980564563,1.0287757967377436,0.6564508878426807,2.8775796737743553,34.35491121573193,True,1470,9251,1470.0,9251.0,False,0.9947384895142684,0.6448816867747978,-0.5261510485731646,35.511831322520216,1.1569201067882844,0.01156920106788284,0.0164680881897647,4.615767181128919,0.0169419705481726,3.0300244641271865,0.016381441171074297,2.976623725526171
0pct,1.0,ptx,random_forest,kmeans,kmeansPoint,kmeans::kmeanspoint,1950,9251,1950.0,9251.0,False,False,0.9967073382360196,0.9654353390693508,0.9967778710075408,0.9960375136231194,-0.32221289924592167,0.39624863768805696,False,1950,9251,1950.0,9251.0,False,0.9967778710075408,0.9960375136231194,-0.32221289924592167,0.39624863768805696,0.0,0.0,2.374225546058879,794.7644824311491,2.3665754850922855,791.6152389966871,2.3665754850922855,791.6152389966871
0pct,1.0,ptx,random_forest,lavamd,kernel_gpu_cuda,lavamd::kernelgpucuda,1920,9251,1920.0,9251.0,False,False,0.9977086902048248,0.9710095673196332,1.0018975879569276,1.0027466964735303,0.18975879569276266,-0.2746696473530319,True,1890,810,1890.0,810.0,False,0.961163045926818,0.936196537688285,-3.8836954073181995,6.3803462311714965,6.655015878524528,0.06655015878524528,0.6408376265538895,217.95347943098807,0.6420536723163843,218.55213148433484,0.6159494450830492,204.0472928204059
0pct,1.0,ptx,random_forest,mvt,kernel1,mvt::kernel1,1965,9251,1965.0,9251.0,False,False,0.9996713186932686,0.981795241961258,0.9971188373287544,0.9580552459929276,-0.28811626712456073,4.194475400707242,False,1965,9251,1965.0,9251.0,False,0.9971188373287544,0.9580552459929276,-0.28811626712456073,4.194475400707242,0.0,0.0,0.460322592524397,111.79534155772416,0.4589963282540847,107.10611345694878,0.4589963282540847,107.10611345694878
0pct,1.0,ptx,random_forest,mvt,kernel2,mvt::kernel2,1950,9251,1950.0,9251.0,False,False,0.9978033019493728,0.9633316042998776,0.999401897654927,0.9720769890049143,-0.059810234507295945,2.792301099508565,False,1950,9251,1950.0,9251.0,False,0.999401897654927,0.9720769890049143,-0.059810234507295945,2.792301099508565,0.0,0.0,1.182297635933806,214.6075650118204,1.1815905009451797,208.6150756143668,1.1815905009451797,208.6150756143668
0pct,1.0,ptx,random_forest,myocyte,solver_2,myocyte::solver2,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,1965,810,1965.0,810.0,False,0.9907012055466862,0.5789799631344,-0.929879445331383,42.102003686559996,42.102003686559996,0.42102003686559997,443.8926666666667,62705.25,443.8926666666667,62705.25,439.765,36305.083333333336
0pct,1.0,ptx,random_forest,nn,euclid,nn::euclid,1890,9251,1890.0,9251.0,False,False,0.984518267171914,0.9816419818385412,0.9969577120982148,0.9591836282427836,-0.3042287901785179,4.081637175721642,False,1470,9251,1470.0,9251.0,False,0.9993697240650647,0.6798835807309878,-0.06302759349352538,32.01164192690123,27.930004751179585,0.2793000475117958,0.1508754978877489,51.16599275799638,0.15041649118584918,49.077582576258955,0.15078040469225887,34.786918367962365
0pct,1.0,ptx,random_forest,nw,shared_1,nw::shared1,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,1950,5001,1950.0,5001.0,False,0.9594526252711564,0.802781540914452,-4.054737472884362,19.7218459085548,19.7218459085548,0.19721845908554803,0.0088833896835563,1.458549273428575,0.0088833896835563,1.458549273428575,0.0085231915531948,1.1708964332226457
0pct,1.0,ptx,random_forest,nw,shared_2,nw::shared2,auto,auto,auto,auto,True,False,1.0,1.0,1.0,1.0,0.0,0.0,False,auto,auto,auto,auto,True,1.0,1.0,0.0,0.0,0.0,0.0,0.0084325397762344,1.4027999365873896,0.0084325397762344,1.4027999365873896,0.0084325397762344,1.4027999365873896
